PROLIFIC_PID,game,story,F,O,J,dominant,note
64d51bcdead49bdcdb2ddc37,ug,aid,55,45,20,balanced,deciding whether to share aid with the other applicant
64d63b117d0fcfc1cd8d6934,dgkw,aid,45,55,25,balanced,dilemma of keeping aid vs sharing with struggling neighbor
64e36d981d00e7d7c45addc2,dgkw,aid,40,55,30,O,deciding whether to keep aid for himself or share with a neighbor
64f966f09e99404326fd70c5,dgkw,aid,30,65,20,O,"James keeping the money for himself, downplaying weak relationship"
650064e9af85cff3692f07f9,dgkw,bonus,62,40,45,F,deciding whether to share bonus with a colleague who helped earn it
650072ae8de93bfe76ee318d,tg,aid,55,45,30,F,whether to share aid with a needier neighbor
6501b7fd7c5faeb580b81204,ug,bonus,60,20,65,J,joint contribution to shared target and bonus allocation
6501f7c274092e1270832a17,tg,aid,45,55,40,O,James's own hardship weighed against sharing windfall with a struggling friend
6503119f7522c9e4baeb3eca,dglt,bonus,30,45,55,J,team project success and choice to share bonus with partner
65034d480a9dec0b9ceee931,dglt,aid,45,55,5,O,"James keeping money, speculating Mark's disqualification"
650af20a70328dddf0a8d35d,dglt,bonus,55,40,45,F,deciding whether to share bonus with teammate
650affc9502d6cbe607d5a7b,dgkw,bonus,85,10,30,F,Max deserves a share for his contribution
650c729919da6b4cfe88277b,dgkw,aid,55,45,40,balanced,dilemma of whether to share aid with unapproved neighbor
650d9e7cc7ca0c04a4530515,tg,aid,55,45,25,balanced,whether to share assistance with a needier-seeming neighbor amid own hardship
650eec862c4d45554fa31e6a,dgkw,aid,55,45,30,balanced,dilemma of sharing government aid with unselected neighbour vs keeping it
6510e07706b5dc6a7bddb4b6,ug,aid,30,45,40,balanced,deciding whether to share assistance money with neighbor
6511c2c44736315d405f1171,tg,aid,55,45,30,F,moral dilemma over sharing aid with a struggling neighbor
6516f5e83d2a0a005a56d55a,dgkw,bonus,80,20,25,F,Max's contribution warrants an equal split
6517301b6d21d25e19c7e501,tg,bonus,55,25,45,F,deciding whether to split a bonus with a teammate
651752412b1f19fef16f6902,ug,bonus,30,45,40,O,choice between keeping bonus or sharing with teammate
65182fd0e2b9c25943d56f8e,dgkw,aid,55,40,45,balanced,whether to share aid with an unsuccessful neighbour
65182fd0e2b9c25943d56f8e,tg,bonus,40,45,55,J,team success and choice to share bonus with colleague
6518353efd6c167905451597,dglt,bonus,55,45,40,F,allocation decision weighing teammate's contribution vs keeping it
65189b1b8f1b3824ae96f98c,ug,bonus,30,45,55,J,team effort and choice to keep or split bonus
65198ae1d2294dbc8561e90c,ug,aid,55,60,10,balanced,"legitimate entitlement to keep aid, no obligation to share"
651abfde6598a7443132c95b,dglt,bonus,55,45,40,balanced,deciding whether to split a bonus with a contributing colleague
651c11304182690d4a93ef00,ug,aid,25,55,15,O,"James's financial struggle and grant collection, puzzled by rejected applicant"
651c18795fc6eee35b061e47,dgkw,bonus,55,45,50,balanced,framing the keep-vs-split choice with teammate who helped
651c5ad3595db72e6267f29b,ug,bonus,55,40,45,F,deciding whether to share bonus with a contributing teammate
651d9ea96f3253abbfd8d38b,dglt,bonus,68,40,55,F,whether to share bonus with contributing teammate
651dd79f6364eb4d4763ed5b,tg,bonus,78,22,40,F,whether to share bonus given Max's contribution
6520050a99c57a9ea7b48ef9,dglt,bonus,78,30,55,F,whether Max deserves a share for his contribution
652158a02fbaf9ea24ed6c49,ug,bonus,55,45,40,balanced,deciding whether to share a bonus earned partly by Max
652177a98948564c40f43f99,tg,bonus,55,30,40,F,deciding whether to share bonus with teammate
6522aa97e6c38891f0f56e03,dgkw,bonus,55,45,30,F,deciding whether to share a bonus with a teammate
6526e6db8f0e2069023a4ba4,ug,aid,55,20,30,F,deciding whether to help someone who got nothing
652ab57b43610c9446896a24,dgkw,bonus,55,20,70,J,sharing bonus to preserve team effort and harmony
652e8ba76fd669377040d788,tg,bonus,70,40,55,F,whether Max deserves a share given his contribution
652e8ba76fd669377040d788,dgkw,bonus,90,20,35,F,bonus should be split according to contribution/desert
652ffea2ef41994e29919c0f,dgkw,aid,55,50,20,balanced,deciding whether to share aid with a less-fortunate neighbor vs. keep it for himself
65312c849894e46849dda502,dglt,bonus,62,45,55,balanced,deciding whether to share earned bonus with a colleague who also contributed
65316cc42df1082ea53d162b,tg,aid,45,55,25,O,"James keeping money he applied for, sharing optional"
65317cda370fde0880068419,tg,bonus,25,70,15,O,Steve's hard work and his choice to keep the bonus
65328bc732a6d18b78fea4fe,dglt,bonus,40,45,35,balanced,bonus allocation dilemma after team's joint effort
6532996825bd5586225cc876,dglt,bonus,70,45,25,F,weighing keeping bonus vs. sharing with a contributor
653927811b00d4a0036cb7ab,dgkw,aid,20,45,30,O,deciding whether to disclose received aid to a neighbor
653989d33aa5113d4d67ca24,dgkw,bonus,45,40,55,J,team success and choice to share bonus with teammate
6539b6073fd063faaca55dc6,ug,aid,55,25,45,F,"one qualifies, other doesn't, considering sharing"
653ab786a5162b73aac38bc9,tg,bonus,62,40,30,F,deciding whether to share bonus with a teammate who also worked hard
653bce556778e1739b2060a1,tg,aid,30,55,20,O,James's financial struggle and success versus Mark's failure
653bee4e20de33bbd08c46c5,ug,aid,62,40,30,F,conditional sharing based on both parties' needs
653d144d2e894446d55babdb,dglt,aid,30,40,15,O,a binary choice between keeping and sharing money
653d14bc14d143d888af01b0,dgkw,aid,55,30,45,F,deciding whether to share aid with a struggling neighbour
65417cf270afd2731d6baf38,dglt,bonus,45,40,55,J,team effort earned a bonus Steve must allocate
65428ae183d85f6208564b02,ug,aid,30,55,40,O,James weighing his own hardship against helping his struggling neighbor
65438a7c5d2ff9a08cbe7604,tg,aid,55,45,30,balanced,deciding whether to share needed welfare money with a rejected neighbour
6543abc4a891f67206a11481,tg,aid,55,30,40,F,dilemma over sharing aid with an unqualified struggling neighbour
6543e37f82c9a22f5550dfbd,tg,aid,55,45,25,balanced,deciding whether to share aid with a rejected neighbor amid own scarcity
6545594354537e62c586e414,dgkw,bonus,90,5,30,F,fair share owed for Max's contribution
65465016367e03dfea318b6a,dglt,aid,30,25,40,J,whether to share received assistance with an acquaintance
6547d243d5eda75680393f93,dglt,aid,30,25,45,J,neighbour comparison and decision to help
6547dd3a15cf83ca69f3fb76,dgkw,bonus,62,20,30,F,team leader's moral discretion over sharing the bonus
654a4619a18ddc5da58e0e24,tg,bonus,62,45,40,F,whether Max deserves a share given his contribution
654c1c56d6753c97aee29f70,ug,aid,55,45,30,F,deciding whether to share funding with an unselected neighbor
654d0bd1f4ba143e0503a02f,tg,bonus,80,30,40,F,whether Steve should share bonus given Max's contribution
654d1ef95963cda36d729580,dglt,aid,55,40,30,F,whether to share allocation with turned-down neighbor
654d3a401d8c1ce5b38925b3,tg,aid,55,30,40,F,deciding whether to share aid with rejected applicant
654e3926a9f47dd3e0bd5471,dglt,aid,55,60,30,balanced,James's hardship vs. deciding whether to share aid with rejected neighbor
654e3fca4ff8d33df725feae,tg,bonus,72,30,55,F,whether Steve should share bonus given Max's contribution
654e5a8401da0346f7d0b75e,ug,bonus,82,20,40,F,how to fairly split a bonus given each person's contribution
654f0fa9a6d9987cb675ec64,tg,bonus,45,40,55,J,team effort and dividing a bonus with teammate
654fad6bf1d74c86f20dbd99,dglt,aid,55,45,20,F,dilemma over sharing aid with unsuccessful neighbor
65513393696954392da16f46,dglt,bonus,90,5,40,F,fairness of splitting reward for Max's contribution
6553c2a1d9e818b4fb535626,ug,bonus,40,45,55,J,team effort and dividing a shared bonus
6558de244c70a6eafcaae2b5,tg,aid,62,25,30,F,"no obligation to share but sharing would be a nice, blessing-bringing act"
6559e8fcb4e07db3db4e2165,dgkw,bonus,55,45,40,F,choice to keep or share bonus with teammate
655a1ff1629a34555ae4315d,dgkw,bonus,95,5,15,F,fair pro-rata allocation based on relative contribution
655a655f62fde845d4789149,dgkw,aid,45,40,30,balanced,torn over keeping aid versus neighbor's unmet claim
655d85aedb65f44ed78ce3a5,dgkw,bonus,30,55,35,O,"Steve's own effort and reward, with option to share"
655e1678dd2c966d4754ecb4,ug,aid,30,55,25,O,whether to keep scarce aid or share with neighbour
655f8edb8b128e01321fbf88,ug,aid,62,45,30,F,conflict over whether to share aid with a denied neighbor
655f92ad94dedff4c7b77769,dgkw,aid,30,70,20,O,prioritizing own recovery before helping others
655f96e689f922fe983fed35,dgkw,aid,55,30,40,F,conflict over whether to share funds with unapproved neighbor
655fc066df406c5bd0a94a51,dglt,aid,45,55,40,balanced,hardship and a decision whether to share aid with a struggling neighbor
656208d9d4432eb81c6a1106,tg,aid,38,55,30,O,James's scarcity and the keep-or-share dilemma
65635977572a43531c59e742,ug,aid,45,40,30,balanced,deciding whether to share aid with a mere acquaintance
656535cfb6e6bea3d8637deb,tg,bonus,70,45,40,F,whether to share bonus given Max's contribution
6565f3111275364534df5278,tg,bonus,72,30,55,F,whether bonus should be shared between team leader and teammate
6566231923f79d4cff72f7d0,dglt,bonus,45,30,40,balanced,deciding whether to share bonus with teammate Max
656896c5fc28619e730f3b8a,dgkw,aid,55,40,30,F,dilemma over whether to share awarded funds with a struggling neighbour
65689c321c4fa0a1f49d884a,dglt,aid,45,40,30,balanced,whether to share aid with a less fortunate acquaintance
6568b70075a2e3f099a181f2,tg,bonus,70,30,55,F,whether Max deserves a share for his contribution
6569ecf42ba18f5b855744db,ug,bonus,45,55,30,O,Steve's discretion over keeping or sharing the bonus
657235b694db71c5aadcafe9,dgkw,bonus,72,20,65,F,whether bonus should be shared given joint effort
65733d54d3739dfada804a89,dgkw,bonus,55,40,45,F,whether to share bonus with teammate
6574890e515887ae3dd1a434,tg,bonus,62,35,45,F,how to fairly divide a bonus between two contributors
657619485d6869976045a220,dgkw,aid,55,45,30,balanced,James weighing whether to share aid with a struggling neighbor
6579bbe4def90fc2a25cbc20,ug,aid,55,15,60,J,helping Mark now with future repayment and reciprocity
657a21547889c89041a48b34,tg,bonus,85,10,40,F,fairness of sharing due to his help
657db322803d004b92721fe8,tg,bonus,45,40,35,balanced,choice to share bonus with Max or keep it
657dc58427f847160ee8b20c,dgkw,aid,55,40,45,F,deciding whether to share aid with a struggling neighbor
657fa05267050fd8b627f0bc,ug,aid,55,45,30,balanced,dilemma over keeping aid versus sharing with a struggling acquaintance
6581664bd74bbb952b06c79d,ug,aid,45,55,25,O,deciding whether to share aid or keep it for himself
65816b7cd8394011b679cb2c,dgkw,aid,45,55,30,O,"James's own financial hardship and windfall, weighing whether to share with unapproved neighbor"
6581a367a62877b8742ec59a,tg,bonus,55,40,45,F,deciding whether to share bonus with helper Max
6584b89c579e97a1c666dde5,tg,aid,45,55,20,O,dilemma over sharing windfall vs keeping cash for own hardship
6584b89c579e97a1c666dde5,dglt,aid,55,50,30,balanced,dilemma of keeping aid vs sharing with a rejected neighbour
6595728299af962baf109b66,tg,aid,68,25,45,F,considering sharing winnings with unselected neighbour
65959bfed43a65c4d24b7445,dgkw,aid,55,30,45,F,sharing benefits with a denied neighbor out of empathy
65959ca89bf4b8a6672ff24c,tg,aid,55,45,30,balanced,deciding whether to share aid with a struggling neighbor
6595baa6237dade9306a58c9,tg,bonus,45,30,55,J,team effort earning bonus that Steve must decide how to split
6596493da160875dd60ca0b9,ug,bonus,40,45,35,balanced,choice to share bonus with Max vs keep it
6596be88a11683cdae324f1b,dgkw,bonus,45,25,65,J,sharing bonus with teammate from teamwork
6598fe3a39833e045566f441,dgkw,bonus,60,45,40,F,deciding whether to share bonus with a co-contributor
6599b15ac5bd63ec64f8b1f5,ug,bonus,62,20,55,F,whether Steve should share bonus with teammate Max
659b1fc05dffc3c84fb56129,tg,aid,30,62,25,O,James's financial hardship and receiving aid
659b7c5ec0267a15dd6327f6,ug,aid,55,20,25,F,justifying denial as deserved while offering limited help
659c00ea78f473a6ab6d52aa,ug,bonus,45,40,35,balanced,team leader deciding whether to share bonus with teammate
659d52af923c07a8e1aac79a,tg,bonus,55,45,30,F,whether to split bonus given Max's contribution vs keep it
659d55d8b74f3f97ea13d63e,dglt,bonus,70,30,45,F,whether teammate deserves a share of the bonus
65a29ecedaac67d1234e037d,tg,bonus,55,40,30,F,deciding whether to share bonus given Max's hard work
65a30ffbe92ac510f8dee886,dgkw,bonus,45,40,40,balanced,choice between keeping bonus or sharing with team
65a4598a91a3f0e75374a8c4,dglt,bonus,55,30,60,J,shared team success and whether to split the bonus with a contributing teammate
65a53ce092b4798f1b1ff5bb,dgkw,bonus,55,30,45,F,how to divide a bonus given Max's contribution
65a9e8c7c7b1c1edab5df669,dglt,aid,62,30,45,F,considering sharing aid with an unselected neighbor
65ad38a1b4da5762a8907fe5,dglt,bonus,68,45,40,F,whether to share bonus with a contributing teammate
65aea6a1b96c1e3bfcdb2181,tg,bonus,55,45,50,balanced,team-created reward and the choice to share or keep
65b1193868f3449f46325ea8,dglt,bonus,62,45,55,F,deciding whether to share bonus given Max's contribution
65b12332fabe68f957b75131,ug,aid,55,35,25,F,dilemma over sharing government aid with a struggling neighbour
65b12332fabe68f957b75131,dglt,bonus,55,45,40,balanced,framing a choice between keeping the bonus and sharing it with a teammate
65b1410c1261df545da74073,tg,aid,25,78,5,O,James's own need and entitlement to keep the money
65b15afd94153c1f50c92493,ug,aid,40,55,25,O,his own need weighed against sharing with a mere acquaintance
65b17c3a6264a7353dc9ed4b,dglt,bonus,55,45,35,balanced,Steve deciding whether to share bonus with contributing colleague
65b3dc2f924ee9deee8b40b9,ug,aid,80,5,10,F,prescribing a division owed to the other party
65b68acc71be98a237ceb19d,dgkw,aid,45,40,30,balanced,conflict over whether to share help with a needy acquaintance
65b7cd609e8e7e53fb113123,ug,aid,25,60,10,O,"James keeping the money, speculating Mark's denial was justified"
65b9014f6affc3519e87b338,dgkw,bonus,70,25,45,F,whether Max deserves a share of the bonus for his contribution
65b9a002909e6b9bd3520066,ug,bonus,75,0,55,F,fair sharing to reward contribution and sustain future teamwork
65ba706b47b4d9f31b520c87,ug,aid,55,45,25,F,guilt over whether to share aid with a struggling neighbor
65bba50f57f05c7489082a7e,dglt,bonus,30,45,40,balanced,choice between keeping bonus and sharing with teammate
65bf9e20cfe3003fb540f97d,ug,aid,45,40,35,balanced,"James's aid vs. neighbor's denial, posing a sharing dilemma"
65bfb89ba85ed9190a24b39f,dglt,aid,45,55,30,balanced,conflict between keeping the money and sharing with a rejected neighbour
65c10ccc76646afc7d043bd3,dglt,bonus,55,40,35,F,whether to share the bonus
65c10d09a62f4f913412bd71,tg,aid,45,55,25,O,dilemma over keeping aid vs sharing with neighbor
65c10fc4bfa12f9fbcfda656,tg,bonus,55,20,45,F,whether to share bonus with teammate
65c11201144370ab3f4da47a,tg,bonus,30,45,35,O,Steve's choice to keep or share the bonus
65c118f1cd19001157ace3a0,dgkw,aid,55,55,20,balanced,James weighing keeping the aid versus sharing with an unaccepted neighbor
65c128e33e63ff895c314fbd,tg,aid,30,45,40,O,deciding whether to share his aid amid his own financial uncertainty
65c12aec64a50727ccd1ac6e,dgkw,bonus,92,5,30,F,Max deserves a fair share for his contribution
65c139e3a0cb3e89054d2346,ug,bonus,55,45,50,balanced,moral choice to keep bonus or share with teammate
65c14559b08873161332b3a4,tg,bonus,75,40,45,F,whether Max deserves a share for his contribution
65c1632598be0f4091887a8f,ug,aid,55,45,30,balanced,deciding whether to keep or share aid with a struggling neighbor
65c2930167159a6c2d475b73,dglt,aid,55,45,30,F,James more deserving but open to helping friend
65c2930167159a6c2d475b73,ug,bonus,55,45,40,balanced,deciding how to split a team bonus with a colleague
65c4e53c0545aa34144ab892,dgkw,bonus,62,30,55,F,whether Steve should share bonus with contributing co-worker
65c4f8b7ee01aab3bee85367,ug,aid,45,40,30,balanced,dilemma over whether to share grant with unsuccessful neighbour
65c6324fad1c195cf4ad3ad7,dglt,bonus,45,35,30,F,framing of bonus-sharing discretion between team leader and teammate
65c63f9b7a891fff8a4c45a2,dglt,aid,55,60,25,balanced,whether to keep aid or share with a struggling acquaintance
65c67896c98caa6c188aadcb,ug,bonus,55,45,40,F,Steve's choice to keep or split the team bonus
65c90307828fa760cb86ac03,tg,bonus,62,30,45,F,deciding whether to split bonus with teammate
65c9b58f453a4edb808a02ee,tg,bonus,40,35,55,J,team success and discretion over splitting a shared bonus
65ca418b08131c4a0ee1655a,dglt,aid,55,45,10,F,entitlement based on approval versus neighbor's claim
65ca839eca884b331bf402e1,ug,aid,35,55,20,O,James's financial struggle vs neighbor's ineligibility
65cb6c039e74e4bae823b84b,ug,aid,55,50,30,balanced,conflict between keeping aid and sharing with a struggling friend
65ccf08fe5f1942a8a89f3cc,tg,bonus,55,35,60,J,sharing bonus with teammate who contributed
65ce44312d4ad7ca12d31bc6,dgkw,aid,45,55,30,O,recipient deciding whether to keep or share assistance
65cf6bcf11dca2196c5f9156,dglt,aid,45,55,30,balanced,torn between keeping aid for own hardship and sharing with unaided neighbor
65d137ebe3f907e4ffc01d49,ug,aid,45,55,20,O,whether James should keep his welfare money versus share it with Mark
65d659cc958801b618b96cf1,ug,bonus,45,40,35,balanced,framing a bonus-sharing decision with teammate
65d797c98d3964e3be1a8ff6,ug,aid,30,62,20,O,James's financial struggle and dilemma over keeping the money
65dca046786b41c22b4de4e6,dgkw,aid,62,30,40,F,whether to share aid with an equally struggling peer
65dca6bb88611ac902cc60fb,dglt,bonus,45,35,55,J,shared teamwork and joint success leading to a division decision
65dcef51ce995c7ecbe43f8e,tg,bonus,90,0,55,F,shared contribution deserves shared compensation
65de30b34b701c678a13c75b,ug,bonus,90,10,55,F,sharing reward fairly for Max's contribution
65e1e246ea1b2826655d2096,dgkw,aid,62,45,30,F,whether James should share his welfare with equally needy Mark
65e1f674f319fba1ef5d2c84,ug,bonus,70,25,45,F,whether Max deserves a share of the bonus
65e32297c34ae3a8c3e3b1c2,dgkw,bonus,55,30,45,F,team's shared effort and whether to divide the bonus
65e4a6bdde84e615dcac2651,dgkw,aid,45,40,55,J,shared hardship and guilt over unequal aid between neighbors
65e4c1b779969c35bdbbd625,ug,bonus,62,30,45,F,whether to share bonus with contributing teammate
65e537f5dbc347495ce3c059,dgkw,aid,55,45,30,balanced,deciding whether to share aid with a struggling neighbor
65e615620fd6a1c087dafc48,dglt,aid,45,55,30,O,James's own hardship versus dilemma of sharing aid with struggling neighbor
65e615620fd6a1c087dafc48,tg,bonus,62,30,45,F,whether Steve should share the team bonus with Max
65e7795d1685521fd01bd49a,dgkw,bonus,75,5,70,balanced,fair split recognizing Max's contribution and team cooperation
65e7795d1685521fd01bd49a,tg,aid,55,60,25,balanced,keep-for-self need vs. sharing with struggling neighbor
65e85ad0d2ec2a33602e60ea,dglt,aid,30,62,35,O,"keep most for self, small token to Mark"
65e975039c7865e835a2936c,tg,aid,72,30,40,F,contemplating sharing aid with a similarly-situated denied neighbor
65e9b627677d2452e3c72b89,dgkw,bonus,62,38,45,F,deciding whether to share bonus with teammate
65e9ced91365812f0b0bea04,ug,aid,55,45,20,balanced,keep all vs. share with rejected neighbor
65eb62372c2fe9655a1fb9f1,tg,bonus,72,30,55,F,whether Steve should share bonus with teammate Max
65ecf22abc066fbabecdea60,dgkw,bonus,40,45,55,J,team bonus and choice to share with teammate
65ecfcd2ba0a9ef7fd3c8c90,tg,aid,55,45,30,balanced,deciding whether to share aid with a neighbor who got none
65edcb21fa595679e6cfbc4b,dglt,bonus,45,50,30,balanced,framing the keep-versus-share decision as Steve's alone
65f08b5479f172bd6781d1d8,ug,bonus,62,30,55,F,deciding whether to share bonus with a contributing teammate
65f201838039424910f7dc1a,ug,bonus,55,45,40,balanced,team leader deciding whether to split a jointly-earned bonus
65f362ffea415d878f1f4f1d,dgkw,aid,30,35,15,balanced,contrast between James receiving aid and Mark being rejected
65f860a1ab03181926bce465,dglt,bonus,88,5,45,F,should split it because teammate contributed equally
65f8e34f1008241161e99c41,tg,bonus,45,55,40,balanced,dilemma over splitting bonus vs keeping it
65f9d993d17bbb6bbe71f67a,dglt,bonus,55,45,30,F,weighing whether Max deserves a share of the bonus
65fcff541a582fbad48a2d2e,tg,bonus,55,40,35,F,deciding how to split bonus given Max's contribution
65fd19896d58d64c0d8cbc3c,dgkw,aid,55,50,30,balanced,dilemma of keeping money vs sharing with denied neighbor
65fedd69bd65bd4eab478192,ug,bonus,90,5,20,F,fair bonus share based on contribution
65ff9afd7babd2e381b661b6,dglt,aid,40,55,25,O,struggling James weighing sharing aid vs keeping it
6601d46f8d629109bdf2aec4,dgkw,bonus,55,45,40,balanced,Steve's dilemma over keeping bonus vs sharing with contributing teammate Max
66042d69e26a9120236ffb4f,ug,bonus,62,45,40,F,deciding whether to share bonus with a contributing colleague
66043087e6f547531945bb3f,dglt,aid,62,25,30,F,considering sharing aid with someone who got none
660456076fd04832e53c09ea,tg,bonus,68,45,40,F,whether Steve should share bonus given Max's contribution
660462af12d1deceebf52ed3,ug,aid,30,55,15,O,James's broke situation and getting the money over neighbor
66046f7689c4f0da055f17c5,dgkw,aid,55,20,45,F,deciding whether to share aid with a rejected acquaintance
66047cf334cba5fe8be31eeb,tg,bonus,85,30,15,F,fair share based on contribution
6604cab7499d144f955a7c9d,dgkw,aid,55,45,25,balanced,deciding whether to keep aid or share with a needier neighbor
660584e2b830297fbbe2ecab,ug,bonus,35,45,40,balanced,leader deciding whether to share team bonus
660604f1a9c44af2909516f6,dglt,aid,45,40,40,balanced,deciding whether to share unexpected aid with a struggling friend
6606f138695c55157b90291c,dglt,aid,55,45,30,balanced,dilemma of sharing received aid with an equally needy neighbor
6608255733b6d047525acec8,ug,bonus,55,35,60,J,team success and whether to share bonus
66083cd0a45e1ce399e6a85f,ug,aid,55,45,30,F,dilemma of sharing aid with an equally needy but unselected neighbor
660853b2258943764a2a365b,ug,bonus,62,40,45,F,whether to share bonus with a contributing teammate
660c6e528d3945219554971e,ug,bonus,45,40,42,balanced,framing a bonus-sharing dilemma between self and teammate
660c7059bdcadb0499a99e09,tg,bonus,78,15,45,F,Max's significant contribution and whether to share
660c9fe7b2e6bf22bcc608b1,dglt,bonus,45,55,40,O,keep vs. share bonus decision after team success
660d55d001f4fd64aeadd502,ug,bonus,45,35,30,F,team leader deciding whether to share bonus with colleague
660d93e761fbbc2c4bd8e758,ug,aid,45,40,35,balanced,deciding whether to share aid with a struggling neighbor
660db49bcdfa7d05c613c1d2,tg,bonus,62,45,40,F,deciding whether to share bonus given Max's significant contribution
660dd503e5fe51271b447a4c,dglt,bonus,45,30,60,J,teamwork earning a shared bonus to be divided
660e021d1016f53e1f13f488,ug,aid,45,55,40,O,deciding whether to keep aid or share with an unapproved neighbor
660ea96849b96ac7f24c6878,dgkw,aid,55,60,25,balanced,dilemma between keeping needed aid and sharing with a needy neighbor
660f59cf792e4f3c6cb2100d,dglt,aid,45,55,30,O,deciding whether to keep needed funds or share with neighbor
6610d63631a5eb4328f61c03,dglt,aid,40,45,20,balanced,deciding whether to share own aid with neighbor who was denied
661151ff8c5fd442ef11a4de,dgkw,aid,30,55,15,O,James checking his own finances before deciding whether to share
66117731dd2d071debd435a4,ug,bonus,65,40,45,F,deciding whether to share bonus with a hardworking teammate
661184dd31bf1d31e1b8d7cd,dglt,bonus,72,40,45,F,whether Max deserves a share for his contribution
6613259a0fd1e46f331b41c1,dgkw,aid,55,45,30,F,dilemma over whether to share windfall with equally struggling neighbor
6614721a46dbcdfff927e757,ug,aid,45,40,20,balanced,"conditional sharing based on having enough, with karmic reciprocity"
66156961cc93b919fe5d5391,tg,bonus,45,35,55,J,team effort and option to share bonus with teammate
6616926c71e8f26b5402201f,tg,aid,55,20,78,J,mutual sharing and reciprocity so both recover
6616ec1988e9d64647dbb069,dgkw,bonus,55,30,65,J,team's joint effort and whether to share the bonus
66170283b3dd912ee25f7785,dgkw,bonus,40,45,45,balanced,team bonus and the choice to keep or share it
66196025cdd89ad566b0bf55,dglt,bonus,60,35,55,balanced,Steve's choice to keep or share bonus given Max's contribution
661a8441949f9133be9a2097,dgkw,aid,55,30,40,F,deciding whether to share awarded welfare money with an unfunded neighbour
661b08a7e0f98b7283c4d649,dglt,aid,55,40,20,F,contrast between who receives aid and who does not
661b3eeea891251d71cf97d5,ug,bonus,90,5,30,F,Max deserves a share for his contribution
661db80aebfb3f4250cf72e5,dglt,bonus,75,30,45,F,Max's contribution warrants sharing the bonus
661db80aebfb3f4250cf72e5,tg,bonus,78,30,40,F,arguing Steve should share the bonus fairly with Max
661e6d7f497779e312c53edd,ug,bonus,55,45,40,balanced,leader deciding whether to share team bonus with colleague
661f4cfbeabfb4f58a8ecb4c,dgkw,aid,30,55,15,O,"keeping the windfall for oneself, likened to winning a lottery"
66217266b0f9502da6cfa372,dglt,aid,55,50,30,balanced,dilemma between keeping windfall and sharing with equally poor neighbour
662266d75f37a6781e7d67d7,dgkw,aid,55,50,30,balanced,moral choice between sharing aid and keeping it
66229d058f6be22dcb26239e,dglt,bonus,45,40,55,J,team's joint effort and whether to share bonus with teammate
662601318f64397f9b539f04,tg,aid,45,40,35,balanced,dilemma of whether to share prize winnings with neighbor
662687fc152ffe3df23453e4,ug,bonus,40,45,55,J,team effort and decision to share bonus
6628078ec9f3353ac0da6f0b,tg,bonus,78,40,55,F,weighing sharing bonus given teammate's contribution
6628141ef03d907d9b2ff86d,dglt,aid,55,60,30,O,James's hardship vs. dilemma of sharing aid with neighbor
6628591817056f60a12cb03b,tg,aid,30,35,25,balanced,"two neighbors applying, one selected one not"
66285c7950083c974f23ce6c,tg,aid,55,35,20,F,whether to share aid with rejected applicant
66293c82ce99d96957f16143,tg,aid,55,40,30,F,whether to share the assistance with an equally-needy neighbor
66293d4d723f515e219cdfb9,ug,aid,55,45,30,F,deliberating whether to share aid with excluded neighbor
66293dd4c51422edb482d223,ug,bonus,55,30,70,J,joint work on pitch and deciding how to share bonus
662945728093113a43ab8077,tg,aid,30,45,40,balanced,"two struggling neighbors, differing aid outcomes"
66294cab168fcf0983e95f42,dglt,bonus,30,45,40,balanced,team leader deciding whether to share a bonus with teammate
6629517257384969d8995d78,tg,aid,55,30,40,F,deciding whether to share aid with unselected neighbor
6629658113ec221fd75635bb,ug,aid,55,45,20,balanced,moral dilemma of keeping vs sharing approved aid
6629a2023ff441e1bc6ce331,ug,aid,65,30,25,F,whether James should share aid with Mark
662a6980834b6aae413994c6,dgkw,bonus,30,25,55,J,shared bonus from jointly exceeding sales target
662ac63b180632049384144d,tg,aid,45,50,20,balanced,dilemma between helping a needy acquaintance and keeping money
662afac356f5fc77cbdfd81c,dglt,aid,55,45,40,F,whether to share aid with a struggling neighbor
662c299e6db88649ff13ccae,dglt,aid,55,40,30,F,dilemma over sharing aid with an unqualified neighbor
662d519487d5072ff4d677f4,ug,aid,55,45,5,F,James deserves to keep money since Mark's failure isn't his fault
662e50cf3365a5b0f91e89e5,ug,aid,45,55,30,O,his hardship and dilemma over sharing aid with a needy neighbor
662eeeb09572de78ffb440b1,dglt,aid,55,45,30,balanced,torn between own hardship and sharing welfare with unselected neighbor
662f9f3b4b077703703d2f93,dgkw,aid,45,55,20,O,James's entitlement to keep the money he qualified for
662f9f7c6919d0e7226f4cb3,dgkw,aid,55,65,15,O,"prioritize own needs first, share any surplus with Mark"
662fa9da0240c2626fc31d58,tg,aid,35,65,20,O,James keeping the money he earned without hurting himself
662fb3c5e1820641167cb02a,tg,aid,55,25,40,F,deciding whether to share assistance with someone who got none
662fb80a4da196677a2d2a16,ug,aid,60,45,30,F,whether to share grant with denied friend
662fb80a4da196677a2d2a16,dgkw,bonus,72,45,40,F,whether to share bonus given Max's contribution
662fecef2a008847dc4f0d9b,dglt,aid,45,40,30,balanced,deciding whether to share aid with a struggling neighbor
6630e55b3b999569b5a36635,dgkw,bonus,90,25,30,F,Max deserves a share for his contribution
6632033ebbb1b9073fc73a6f,dglt,bonus,70,45,40,F,whether to share bonus with contributing teammate
