StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q238_First Click,Q238_Last Click,Q238_Page Submit,Q238_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q241_First Click,Q241_Last Click,Q241_Page Submit,Q241_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,transfer,reasons,beliefs,P1_CHOICE,P1_ID,allocation_hp,transfer_hp,attention_check,Q_DataPolicyViolations
2026-04-21 18:46:03,2026-04-21 18:50:04,0,,100,241,1,2026-04-21 18:50:04,R_7Xix1A3cesIbacp,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,6.761,0,0,0,2.003,0,9.638,9.638,23.229,1,The data provider should make a profit but not half.,14.035,24.335,25.579,2,0,11,697ca01d4b98b988248715b2,69e7c5e05b1cd69627c59bc1,69e773e81779eeec606ecf09,7,The data provider should make a profit but not half.,,6,69dbc66d6e377b9ee33f13b2,3.5,2.5,1,
2026-04-21 18:48:03,2026-04-21 18:50:24,0,,100,140,1,2026-04-21 18:50:24,R_1PHkZiBU4ATovg5,,,,,,,anonymous,EN,1,,,1,1,2,1,,,,,,,,,,,,,,,,,,1,,5cb7d17ddd3aff0017d13821,69e7c65a964023fd2acb1b34,69e773e81779eeec606ecf09,,,,,,,,1,
2026-04-21 18:46:44,2026-04-21 18:50:38,0,,100,234,1,2026-04-21 18:50:38,R_3uVb5AohVHPx7JW,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.686,0,0,0,2.004,0,7.397,7.397,8.156,1,I need this money for my own reasons. I do not know the other person/,12.542,16.302,18.503,3,0,6,61086bf229f70faa16a47e58,69e7c60ea60a6ad516ce1291,69e773e81779eeec606ecf09,0,I need this money for my own reasons. I do not know the other person/,,2,66d77ebd93a13a53f4d6577b,6,0,1,
2026-04-21 18:46:52,2026-04-21 18:50:39,0,,100,226,1,2026-04-21 18:50:39,R_2JypqrbtrOhUJZQ,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.045,0,0,0,2.009,0,15.588,23.776,24.575,5,I thought it would be good to give back what they originally put in.,12.152,17.29,18.424,8,0,7,5979ff012cce5b0001d0ddf0,69e7c61302554a32c6e11938,69e773e81779eeec606ecf09,3.5,I thought it would be good to give back what they originally put in.,,3.5,5e78e8c6593bf50831f704b8,3,3,1,
2026-04-21 18:47:30,2026-04-21 18:50:40,0,,100,190,1,2026-04-21 18:50:41,R_6F3bjgutIgXJ5Ie,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.997,0,0,0,2.011,0,4.642,19.152,21.761,5,"I chose this amount because it is half of my earnings. I am giving the data provider $2 more than what they provided to me, but also ensuring I profit.",8.653,12.995,13.932,2,0,6,69a1c1862cf022e238a9c99f,69e7c636a1ca35333cce1295,69e773e81779eeec606ecf09,6,"I chose this amount because it is half of my earnings. I am giving the data provider $2 more than what they provided to me, but also ensuring I profit.",,4,6107963660a7bc85922edbec,4,2,1,
2026-04-21 18:46:21,2026-04-21 18:50:43,0,,100,262,1,2026-04-21 18:50:44,R_6zIU1fqFQm6CkL9,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.968,0,0,0,2.007,0,30.698,30.698,33.899,1,I chose to only give back a third of what was sent so that I wasn't giving back nothing but also could try selling most of what was sent for a higher value.,8.691,8.691,9.294,1,0,12,69dfd79c55dacad7de99680f,69e7c5f55b1cd69627c59bc6,69e773e81779eeec606ecf09,6,I chose to only give back a third of what was sent so that I wasn't giving back nothing but also could try selling most of what was sent for a higher value.,,6,673ff0ab43893b8db4700417,4,2,1,
2026-04-21 18:46:49,2026-04-21 18:50:54,0,,100,245,1,2026-04-21 18:50:55,R_3dhcVui4dTXCiYk,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.079,0,0,0,2.11,0,28.813,33.102,34.634,2,"I did not want to cheat the provider, but wanted to split the profit made.",5.516,7.788,9.861,3,0,4.5,6986890d2d40053ef4df9d23,69e7c60d17f2880a6a64d883,69e773e81779eeec606ecf09,4.5,"I did not want to cheat the provider, but wanted to split the profit made.",,3,69ae40f1b37b0e141294f003,3,3,1,
2026-04-21 18:46:50,2026-04-21 18:51:08,0,,100,257,1,2026-04-21 18:51:09,R_6CH7Mfi6mJMq0xh,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.939,0,0,0,2.113,0,18.435,18.435,19.847,1,"I chose this amount because it's something to give to the other person, but not too much. I have usually split it evenly, but not a lot of people do this and it does not really benefit me",9.894,9.894,11.938,1,1,13,610818caba76ac16cb233405,69e7c6159fd832cd3880b60a,69e773e81779eeec606ecf09,5,"I chose this amount because it's something to give to the other person, but not too much. I have usually split it evenly, but not a lot of people do this and it does not really benefit me",,6,5f6837758ab63d4814ea553f,4,2,1,
2026-04-21 18:48:53,2026-04-21 18:51:10,0,,100,137,1,2026-04-21 18:51:11,R_73euHdgqSwfGdek,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.161,0,0,0,2.011,0,6.172,9.382,39.932,3,Half and half is the fair option,0.982,7.736,9.602,8,0,9,5e8fb6ba9b5ff02b5150ab10,69e7c689f19a59f0a08d27d1,69e773e81779eeec606ecf09,9,Half and half is the fair option,,6,6980fabd6e3d150bce92f7ae,6,0,1,
2026-04-21 18:49:05,2026-04-21 18:51:13,0,,100,127,1,2026-04-21 18:51:13,R_52YvH1BrxHEGCcf,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.567,0,0,0,2.013,0,11.322,11.322,12.275,1,"It was a ratio, so that we both made the same amount of money on the trade. he ended up with 9 dollars and so did i. it was even, so it made sense to do that.",8.984,11.046,11.901,3,0,9,69d3a8135dad4152d874f8ec,69e7c69a11416dcf60a6117b,69e773e81779eeec606ecf09,9,"It was a ratio, so that we both made the same amount of money on the trade. he ended up with 9 dollars and so did i. it was even, so it made sense to do that.",,6,67628abfa461bc8ff539c320,3,3,1,
2026-04-21 18:47:59,2026-04-21 18:51:14,0,,100,194,1,2026-04-21 18:51:14,R_6Q5zCN0uk6jsn2q,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.586,0,0,0,2.111,0,16.36,16.36,21.034,1,I wanted to send a similar amount to the broker who sent half. I sent a bit more than half because I wanted to be nicer to continue to get more products. ,10.865,10.865,13.868,1,0,4,695be88b72723e7666452ca8,69e7c6594838a68c99ecfc82,69e773e81779eeec606ecf09,5,I wanted to send a similar amount to the broker who sent half. I sent a bit more than half because I wanted to be nicer to continue to get more products. ,,3,665c64f2f948d3e83dff8f62,3,3,1,
2026-04-21 18:47:31,2026-04-21 18:51:14,0,,100,223,1,2026-04-21 18:51:14,R_1v01mAUcOYHXSp6,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.583,0,0,0,2.006,0,23.748,23.748,24.455,1,It didn't seem appropriate to send back the entire amount. The broker gets to keep some of the money.,10.767,10.767,12.011,1,0,6,69e5386200861b33fb18d366,69e7c63ccdb9b80004ad4273,69e773e81779eeec606ecf09,3,It didn't seem appropriate to send back the entire amount. The broker gets to keep some of the money.,,3,63d15a2dccce0705127190e3,3,3,1,
2026-04-21 18:49:04,2026-04-21 18:51:20,0,,100,136,1,2026-04-21 18:51:21,R_3Rrap4aQ38o1OeC,,,,,,,anonymous,EN,1,,,1,1,2,1,,,,,,,,,,,,,,,,,,1,,69e678672d9e6f4d29b5c035,69e7c69590789f329a0e427c,69e773e81779eeec606ecf09,,,,,,,,1,
2026-04-21 18:46:26,2026-04-21 18:51:31,0,,100,305,1,2026-04-21 18:51:32,R_3zpYj38zNisrZSi,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.023,0,0,0,2.007,0,20.169,20.169,33.051,1,"I was trying to determine how we could make the same profit. If they sent $3 worth, than they have already received $3. I made $9 in profit. If I send them back $3, than that in turn means we each made a profit of $6. Even steven.",15.149,16.719,17.583,2,0,6,69ba05f19ad964237758de7b,69e7c5fb978440fc94901f88,69e773e81779eeec606ecf09,3,"I was trying to determine how we could make the same profit. If they sent $3 worth, than they have already received $3. I made $9 in profit. If I send them back $3, than that in turn means we each made a profit of $6. Even steven.",,3,699cc370297ac399dc12e868,4,2,1,
2026-04-21 18:47:07,2026-04-21 18:51:45,0,,100,277,1,2026-04-21 18:51:45,R_1D8LTV7yQmHOwV5,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.902,0,0,0,2.112,0,9.326,23.301,24.099,4,I chose that amount because it shows a slight profit and is close to half of the total i got.,8.621,8.621,11.07,1,0,3.5,69ab72208e33bab65e5638b4,69e7c61f4feb419b8ec42d2a,69e773e81779eeec606ecf09,2.5,I chose that amount because it shows a slight profit and is close to half of the total i got.,,2,69b2f5703053953492e6767a,2,4,1,
2026-04-21 18:48:45,2026-04-21 18:52:10,0,,100,205,1,2026-04-21 18:52:10,R_1f8okXwVQno1Lap,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.565,0,0,0,2.006,0,7.263,7.263,10.962,1,I thought it was fair to split the amount equally.,7.512,11.528,13.388,2,0,9,61521b77189f1ecd957345d7,69e7c67fcf1385ec96a2dd98,69e773e81779eeec606ecf09,9,I thought it was fair to split the amount equally.,,6,5f04797c88d91307286d6379,3,3,1,
2026-04-21 18:49:58,2026-04-21 18:52:19,0,,100,141,1,2026-04-21 18:52:20,R_3eUmUiFsrcilmH0,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.201,0,0,0,2.011,0,6.845,6.845,9.502,1,It felt like the right amount,6.376,8.45,10.928,2,0,6,663804db4a6604d0e14fdb17,69e7c6cd9bcf66d44df8908e,69e773e81779eeec606ecf09,3,It felt like the right amount,,3,58ab2db50da7f10001de8e34,4,2,1,
2026-04-21 18:46:21,2026-04-21 18:52:19,0,,100,357,1,2026-04-21 18:52:20,R_82Meuq1Do6t1HHS,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.668,0,0,0,2.12,0,11.488,13.856,41.772,2,"The provider should be compnesated for their time. Their chose to only send me half of their data, so had $3. I was able to get them higher payment for their time, so I wanted them to receive higher payment but without my brokerage they would only have earnt another $3 so by giving them $4.50, they earn more but there is also a financial benefot for myself. ",10.321,13.824,18.36,2,0,4.5,6091c048a583f9919843aa1c,69e7c5e5fa81ecddd06e918f,69e773e81779eeec606ecf09,4.5,"The provider should be compnesated for their time. Their chose to only send me half of their data, so had $3. I was able to get them higher payment for their time, so I wanted them to receive higher payment but without my brokerage they would only have earnt another $3 so by giving them $4.50, they earn more but there is also a financial benefot for myself. ",,3,5898e520979a590001d21df2,3,3,1,
2026-04-21 18:48:43,2026-04-21 18:52:22,0,,100,219,1,2026-04-21 18:52:22,R_3SIxyKULjhwUjDG,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.283,0,0,0,2.008,0,5.634,5.634,9.045,1,For me life is always about getting the leg up. I don't know the provider so I don't care about them.,3.525,3.525,4.249,1,0,18,665a2c1ceb0ce5fb9258aac4,69e7c6852eb7c62f9570505b,69e773e81779eeec606ecf09,0,For me life is always about getting the leg up. I don't know the provider so I don't care about them.,,6,69af9cfa02fcdbbb9eae4b3f,6,0,1,
2026-04-21 18:50:09,2026-04-21 18:52:25,0,,100,136,1,2026-04-21 18:52:26,R_31Y8lOJj99piuel,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.273,0,0,0,2.115,0,3.114,11.881,12.658,3,Couldn't decide so I just chose near the middle,5.891,8.897,9.606,3,0,5,5e6482c9142c3c204d56baa0,69e7c6cb1d8e3eb05732e275,69e773e81779eeec606ecf09,4,Couldn't decide so I just chose near the middle,,3,6659b4ac74622bf0993a241e,3,3,1,
2026-04-21 18:50:01,2026-04-21 18:52:40,0,,100,159,1,2026-04-21 18:52:41,R_3eB8MLTxfUqyM49,,,,,,,anonymous,EN,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,1,,65cba761b3d48a22dfc65d2f,69e7c6d1f16db5d64776f666,69e773e81779eeec606ecf09,,,,,,,,1,
2026-04-21 18:49:03,2026-04-21 18:52:42,0,,100,219,1,2026-04-21 18:52:43,R_2ozl1kdeAdxF9yQ,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.562,0,0,0,2.022,0,8.653,11.576,12.257,2,"They are already going to have more money than me by the end of it, i gave a small amount back in appreciation",6.452,7.682,8.186,2,1,5,5fa5ce983a3f0d172e34ca53,69e7c6965b68c994be2bd6e1,69e773e81779eeec606ecf09,1,"They are already going to have more money than me by the end of it, i gave a small amount back in appreciation",,2,60d81c7a58896cce3c850b9a,5,1,1,
2026-04-21 18:50:30,2026-04-21 18:52:55,0,,100,145,1,2026-04-21 18:52:56,R_30Qiea1BRgWuVKp,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.786,0,0,0,2.007,0,6.5,6.5,7.743,1,I chose the amount of $3 because I believe it is fair to equally share the payment.,4.84,4.84,7.831,1,0,3,69e3d4f31a12e44e8c89e1c0,69e7c6ef540d4dc263e0158d,69e773e81779eeec606ecf09,3,I chose the amount of $3 because I believe it is fair to equally share the payment.,,2,5a75e9c119042000015569af,3,3,1,
2026-04-21 18:51:46,2026-04-21 18:52:57,0,,100,70,1,2026-04-21 18:52:57,R_8p7YNp0yqCZsfaV,,,,,,,anonymous,EN,1,,,1,2,3,3,,,,,,,,,,,,,,,,,,1,,5d669e47344fd6001dd7b3cb,69e7c73bd5e51ba9c3b570f0,69e773e81779eeec606ecf09,,,,,,,,1,
2026-04-21 18:48:42,2026-04-21 18:52:58,0,,100,255,1,2026-04-21 18:52:59,R_1NkpRMveqpVtWJn,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.266,0,0,0,2.008,0,23.769,25.972,28.249,2,they trusted me with all the points so i gave them profit and they got more than they would have so their gamble paid off,18.769,18.769,22.112,1,0,11,662601318f64397f9b539f04,69e7c680bba24e8c190c7030,69e773e81779eeec606ecf09,7,they trusted me with all the points so i gave them profit and they got more than they would have so their gamble paid off,,6,62b2ebb99b25744849623eda,5,1,1,
2026-04-21 18:49:31,2026-04-21 18:53:12,0,,100,220,1,2026-04-21 18:53:12,R_5HN88N9FHdrfa7P,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.35,0,0,0,2.008,0,11.938,14.706,16.548,2,"Honestly there was not much of a thought process for it, I basically just matched it to what they sent me.",6.639,9.521,10.181,3,1,1,6941e4cb192ac2d3fea893f7,69e7c6b5bfdf6fb9f2804240,69e773e81779eeec606ecf09,0.5,"Honestly there was not much of a thought process for it, I basically just matched it to what they sent me.",,0.5,613a37819b27acb95e432628,4,2,1,
2026-04-21 18:46:29,2026-04-21 18:53:13,0,,100,403,1,2026-04-21 18:53:13,R_5FDmdm32xwiIrkl,,,,,,,anonymous,EN,1,,,1,1,2,2,,,,,,,,,,,,,,,,,,1,,69dd058e3fbb4d01a7cd8e63,69e7c5fd13efd1f7cf698d2a,69e773e81779eeec606ecf09,,,,,,,,1,
2026-04-21 18:49:52,2026-04-21 18:53:16,0,,100,203,1,2026-04-21 18:53:16,R_5ly71nsDQqni6JX,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.865,0,0,0,2.109,0,21.139,22.923,23.6,2,I thought it was fair just to send what they sent,10.23,10.23,11.291,1,0,4,69daf476f6bc0d990581aca6,69e7c6ca5e3e9739e2c613a4,69e773e81779eeec606ecf09,2,I thought it was fair just to send what they sent,,2,69ac65e9ae4826da7cd5c4dd,4,2,1,
2026-04-21 18:46:23,2026-04-21 18:53:31,0,,100,427,1,2026-04-21 18:53:31,R_8V8zmg7G77FcjC2,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.697,0,0,0,2.112,0,18.142,42.208,46.436,3,4$ seems a reasonable amount to earn as a broker given the work involved in broking the arrangement.,17.593,32.156,42.149,5,0,4,60aa16c68f8b93c186c5465b,69e7c5ef69db9fe90f1983cb,69e773e81779eeec606ecf09,14,4$ seems a reasonable amount to earn as a broker given the work involved in broking the arrangement.,,6,69e63ba6dadf766ca480649b,3,3,1,
2026-04-21 18:48:49,2026-04-21 18:53:33,0,,100,284,1,2026-04-21 18:53:34,R_5CftiSiFZ1M1hIn,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.728,0,0,0,2.009,0,15.998,22.831,27.871,6,Without data provider I would have 0. I view both our roles as necessary so equal amounts.,8.442,8.442,11.249,1,0,6,681561229a9918d9b5803acc,69e7c6877985ee25db584f1b,69e773e81779eeec606ecf09,6,Without data provider I would have 0. I view both our roles as necessary so equal amounts.,,4,69d53336c98384865e1e25aa,3,3,1,
2026-04-21 18:49:25,2026-04-21 18:53:34,0,,100,248,1,2026-04-21 18:53:34,R_2D1GDA7VIuipVcO,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.555,0,0,0,2.011,0,6.899,38.443,41.902,7,"I wanted them to have a profit on their sendings, so that they keep sending again",12.54,16.538,18.619,4,1,8,676a00f07ce19a43a1282d84,69e7c666338a0f42503e76d3,69e773e81779eeec606ecf09,10,"I wanted them to have a profit on their sendings, so that they keep sending again",,6,600e5f4bec7cd96f1018caf9,3,3,1,
2026-04-21 18:49:44,2026-04-21 18:53:55,0,,100,251,1,2026-04-21 18:53:55,R_6a7YbIAwIR0LFFn,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.213,0,0,0,2.01,0,13.912,23.344,24.597,3,I wanted the data provider and myself to receive basically the same amount of money,18.066,21.274,29.15,3,0,5,66573564f424374e6d1b36bc,69e7c6c0d30770803616c181,69e773e81779eeec606ecf09,4,I wanted the data provider and myself to receive basically the same amount of money,,3,59107216127b0b00011fabea,4,2,1,
2026-04-21 18:50:31,2026-04-21 18:53:57,0,,100,205,1,2026-04-21 18:53:57,R_7wbyHCb2trDB51n,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.186,0,0,0,2.004,0,17.605,20.155,21.395,2,"I chose that amount because it is still more than what the first person gave me, but less than my total in value.",4.985,8.435,9.391,3,0,5,660ace8eee9c05c0da0cc584,69e7c6ed1c86a94cbd720ff7,69e773e81779eeec606ecf09,4,"I chose that amount because it is still more than what the first person gave me, but less than my total in value.",,3,643808a66bb6ef1aff6bcf27,3,3,1,
2026-04-21 18:53:11,2026-04-21 18:53:57,0,,100,46,1,2026-04-21 18:53:58,R_3TL9WBtS2xgAglK,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,0,,69b885c83f7ae2b8458c6624,69e7c7859fd961d160ba07d1,69e773e81779eeec606ecf09,,,,,,,,0,
2026-04-21 18:47:57,2026-04-21 18:54:10,0,,100,372,1,2026-04-21 18:54:10,R_3qgn7QZbRHOftoK,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.947,0,0,0,2.11,0,10.81,14.257,17.565,2,"I always try to be fair, so I do half so we both get money.",8.229,18.112,20.83,3,0,9,69650fea129758fc01ef4095,69e7c656ca215903ca6884b6,69e773e81779eeec606ecf09,9,"I always try to be fair, so I do half so we both get money.",,6,6978c41323acbe6260c25b6b,3,3,1,
2026-04-21 18:48:13,2026-04-21 18:54:14,0,,100,361,1,2026-04-21 18:54:15,R_3pFCAt32bxWCzFx,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.387,0,0,0,2.012,0,11.662,89.568,92.695,4,"IT seemed like a fair share between me and the data provider, so that trust is built",7.277,8.956,13.921,2,0,6,62e29557ed1b3a918b95cb30,69e7c666e5bb6998d84c833d,69e773e81779eeec606ecf09,3,"IT seemed like a fair share between me and the data provider, so that trust is built",,3,66881b749b68497ec456c8db,4,2,1,
2026-04-21 18:48:56,2026-04-21 18:54:16,0,,100,319,1,2026-04-21 18:54:16,R_8DI5yeig5dd7Er7,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.81,0,0,0,2.011,0,14.534,18.698,21.163,2,"Because I think it was exactly half and I do not think one party is doing any more 
than the other so it seemed fair",18.979,24.981,26.43,5,0,4.5,5fb6a7d5e6359309c20a5c74,69e7c68ef101a491f94a2cc1,69e773e81779eeec606ecf09,4.5,,,3,69e25b998e230c85e3d317ae,3,3,1,
2026-04-21 18:50:43,2026-04-21 18:54:28,0,,100,224,1,2026-04-21 18:54:29,R_2QhGEsciegfdGX4,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.153,0,0,0,2.022,0,5.954,8.957,9.9,4,I thought that amount to be fair but not top end,9.192,9.9,13.457,2,0,6,63ced1a507e0c6c336157cf0,69e7c6fc2181b99bd7745af5,69e773e81779eeec606ecf09,6,I thought that amount to be fair but not top end,,4,545f1e11fdf99b3156e7588b,4,2,1,
2026-04-21 18:51:09,2026-04-21 18:54:31,0,,100,201,1,2026-04-21 18:54:31,R_61im3zEHc9WmF1u,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.829,0,0,0,2.11,0,8.015,13.12,17.884,2,i wanted to be fair but i knew that they also had $2 still,8.224,17.976,18.731,2,0,7,5f71de70178e8a0686d11092,69e7c718ec281afeb9d755d3,69e773e81779eeec606ecf09,5,i wanted to be fair but i knew that they also had $2 still,,4,698f38493068912cfeb34560,4.5,1.5,1,
2026-04-21 18:48:13,2026-04-21 18:54:34,0,,100,381,1,2026-04-21 18:54:35,R_6oF3deA8RGjOJdx,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.557,0,0,0,2.009,0,37.26,37.26,39.262,1,"I Think That Since The Data Provider Gave Me A Solid Split On Their Income
That Its Only Fair To Share The Same Revenue Bonus With The Original Owner Of The Data ",7.904,27.007,28.096,4,0,5,694c445f53e37c412593c79a,69e7c660e0c8b625ba409951,69e773e81779eeec606ecf09,5.5,,,3.5,699f1659aada9ab8625cfb31,3.5,2.5,1,
2026-04-21 18:50:25,2026-04-21 18:54:38,0,,100,253,1,2026-04-21 18:54:40,R_7nr6IbVFEcMW5Wx,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.301,0,0,0,2.006,0,9.063,10.361,16.469,2,"They only decided to send $2, which does not make sense to me seeing as how they had $6 to send. As such, I sent back 1 of the 2 dollars.",6.35,6.35,7.657,1,0,5,6632b8cfcd087b79f555f0b4,69e7c6e8e5988e3949940b30,69e773e81779eeec606ecf09,1,"They only decided to send $2, which does not make sense to me seeing as how they had $6 to send. As such, I sent back 1 of the 2 dollars.",,2,6994cfd22200a193c531c811,5,1,1,
2026-04-21 18:51:25,2026-04-21 18:55:41,0,,100,255,1,2026-04-21 18:55:41,R_2RxVti9zYGqsxW2,,,,,,,anonymous,EN,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,1,,5e9f31ca9b0a040704ee0bad,69e7c71facf9f86f0e2aa02e,69e773e81779eeec606ecf09,,,,,,,,1,
2026-04-21 18:49:30,2026-04-21 18:55:45,0,,100,375,1,2026-04-21 18:55:46,R_5O8PQlqepWJrMEF,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.273,0,0,0,2.032,0,10.807,23.041,24.062,2,i just thought that the number would be reputable for the data person,9.605,19.255,20.862,4,1,10,655fd8ff84706961654d6445,69e7c6aa8590827be5c52d75,69e773e81779eeec606ecf09,8,i just thought that the number would be reputable for the data person,,6,5e2b4e61a7f804000a55eee7,4,2,1,
2026-04-21 18:50:42,2026-04-21 18:55:47,0,,100,304,1,2026-04-21 18:55:48,R_19axxuojArH91XU,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.207,0,0,0,2.007,0,4.215,58.088,61.747,3,We both end up with the same payout of 6 dollars.,8.037,8.037,9.976,1,0,6,64010f32f8dee9772983c7cd,69e7c6fda3ddb3b9e857cd43,69e773e81779eeec606ecf09,3,We both end up with the same payout of 6 dollars.,,3,69c179e61a266785835ef0f9,3,3,1,
2026-04-21 18:51:16,2026-04-21 18:55:48,0,,100,271,1,2026-04-21 18:55:49,R_57egpdgv7OHRsqW,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.385,0,0,0,2.113,0,13.62,22.76,24.747,2,because both of us still profited,10.364,10.364,11.412,1,1,3,6778997115f74e7b316dc503,69e7c71cf684e46ceea8e823,69e773e81779eeec606ecf09,6,because both of us still profited,,3,62aafc158158c81d6683707e,3,3,1,
2026-04-21 18:53:32,2026-04-21 18:55:52,0,,100,139,1,2026-04-21 18:55:52,R_3d45ow17Je7yAd0,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.101,0,0,0,2.112,0,1.282,4.367,15.258,3,It seemed like a good idea to match what I was sent.,5.697,6.632,7.689,2,1,6,69acb6badd90036a06cac01d,69e7c7a5de82cbb2b07e7b6e,69e773e81779eeec606ecf09,3,It seemed like a good idea to match what I was sent.,,3,65c7878613b84bfc354131c7,4,2,1,
2026-04-21 18:53:19,2026-04-21 18:56:25,0,,100,185,1,2026-04-21 18:56:25,R_2U6l3NeSLO09g0p,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.952,0,0,0,2.118,0,7.651,14.628,15.687,4,So they still get a profit but I keep most of it - they may not know how much I earn from it,10.426,11.772,15.218,2,0,7,610fd7c2e424d1b89596bc94,69e7c7996e396cf1a2845055,69e773e81779eeec606ecf09,5,So they still get a profit but I keep most of it - they may not know how much I earn from it,,4,64135fce66ddc4d8c4b28dff,3,3,1,
2026-04-21 18:48:34,2026-04-21 18:56:33,0,,100,478,1,2026-04-21 18:56:33,R_61XClP4sBS1dXP3,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.424,0,0,0,2.108,0,9.139,11.051,20.71,2,"Since the other person is doing all of the work and I am effectively being a middleman in the deal, I have no problem with splitting up the profit I earn equally with the producer.  Since they only sent me $4 in this transaction, they are making $8 and I am making $6.  While I am making less than them I am still making a sufficient amount based on the lack of work on my part.  No reason to be greedy and take all the profit.",4.666,12.596,26.288,2,0,6,5dd1964987c1fd2082c4d88e,69e7c67c77fbd28bf4ee688b,69e773e81779eeec606ecf09,6,"Since the other person is doing all of the work and I am effectively being a middleman in the deal, I have no problem with splitting up the profit I earn equally with the producer.  Since they only sent me $4 in this transaction, they are making $8 and I am making $6.  While I am making less than them I am still making a sufficient amount based on the lack of work on my part.  No reason to be greedy and take all the profit.",,4,66bb8f069b5f440e783d848e,3,3,1,
2026-04-21 18:51:01,2026-04-21 18:56:39,0,,100,337,1,2026-04-21 18:56:40,R_6Ibfrw1ce9fkzXt,,,,,,,anonymous,EN,1,,,1,1,2,3,,,,,,,,,,,,,,,,,,1,,69d70bfc2397e505edd62047,69e7c6fd53681686de649fc9,69e773e81779eeec606ecf09,,,,,,,,1,
2026-04-21 18:50:33,2026-04-21 18:57:19,0,,100,405,1,2026-04-21 18:57:19,R_3L8c7BBzdwLw3Py,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.349,0,0,0,2.003,0,23.339,23.339,25.1,1,I felt that sending 4 back allowed for everyone to make something on the sale,35.649,81.126,85.53,5,0,5,69a9299159492447d1752590,69e7c6f2f684e46ceea8e820,69e773e81779eeec606ecf09,4,I felt that sending 4 back allowed for everyone to make something on the sale,,3,6978df8260b73a449958a8f0,4,2,1,
