StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q58,Q59,Q119,Q120,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,Q151,Q131_First Click,Q131_Last Click,Q131_Page Submit,Q131_Click Count,Q246,Q248,Q249,Q250,Q251,Q252,Q4,Q5,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q5,Q6,Q7,Q8,Q11_First Click,Q11_Last Click,Q11_Page Submit,Q11_Click Count,Q243,Q246_First Click,Q246_Last Click,Q246_Page Submit,Q246_Click Count,Q93_First Click,Q93_Last Click,Q93_Page Submit,Q93_Click Count,Q99,Q100,Q122,Q149,Q97_First Click,Q97_Last Click,Q97_Page Submit,Q97_Click Count,Q152,Q244_First Click,Q244_Last Click,Q244_Page Submit,Q244_Click Count,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q5,Q6,Q7,Q241,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q242,Q245_First Click,Q245_Last Click,Q245_Page Submit,Q245_Click Count,Q2,Q3,Q4,mistake,allocation_market,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,hp_lt_1,hp_lt_2,hp_lt_3,hp_lt_4,hp_kw_1,hp_kw_2,hp_kw_3,memory_lt_$4,memory_lt_$0,memory_lt_-$2,memory_lt_-$4,memory_kw_$0,memory_kw_-$4,memory_kw_-$6,hp_kw_4,memory_kw_-$8,hp_lt_control_1,hp_lt_control_2,hp_lt_control_3,hp_lt_control_4,hp_kw_control_1,hp_kw_control_2,hp_kw_control_3,hp_kw_control_4,memory_lt_control_$4,memory_lt_control_$2,memory_lt_control_$0,memory_lt_control_-$4,memory_kw_control_$0,memory_kw_control_$4,memory_kw_control_$6,memory_kw_control_$8,allocation_control,reasons_market,reasons_control,attention_check,market_first,market_number,control_number,Q_DataPolicyViolations
2025-12-08 20:22:18,2025-12-08 20:37:12,IP Address,,100,894,True,2025-12-08 20:37:13,R_832v3aP0psdRVdN,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,,,,,,,,,,,,,,,,,,,,Blue,Purple,Yellow,Green,Red,Orange,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.109,0,a sale item in the store where the price is reduced,money of ie 75% reduction,selling something but no offers of full price so reduce the price,selling something for the asking price set,19.372,51.128,53.306,3,as it was halfway and Im not really sure I understand the reasons,0,0,0.21,0,0,0,2.106,0,making a charitable donation,giving grandchildren money for little tasks they do,paying a bill,being selfish,14.941,14.941,28.132,1,because I would not want to leave the other person without anything but I also didn't want to give them the larger bulk of money,0,0,0.22,0,70,No,,0,7,6813fb6e6bf8c3d60d489aa4,6937336f368a488dbd737aea,6936d6e6d839c49b99773e0e,kw,,'-$4,'-$2,$0,$4,'-$4,'-$8,'-$6,,,,,selling something for the asking price set,a sale item in the store where the price is reduced,selling something but no offers of full price so reduce the price,$0,money of ie 75% reduction,$0,'-$4,$2,$4,$4,$6,$8,$0,,,,,being selfish,making a charitable donation,giving grandchildren money for little tasks they do,paying a bill,7,as it was halfway and Im not really sure I understand the reasons,because I would not want to leave the other person without anything but I also didn't want to give them the larger bulk of money,1,0,2,1,
2025-12-08 20:31:00,2025-12-08 20:37:43,IP Address,,100,403,True,2025-12-08 20:37:43,R_2J3LqSTPoyDTPfH,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,,,0,0,2.031,0,Wanting to make more of a profit by increasing your prices,Underselling yourself,"Nothing, just paying or selling something for what it's worth",Giving a small discount,14.265,15.41,16.46,2,If the broker is going to sell it for 12 then I don't want to make less than them,0,0,0.211,0,Blue,Purple,Yellow,Green,Red,Orange,..another participant from Prolific,..affects earnining for both you and your match,0,0,2.025,0,"It's similar to taking more money from someone than you should, perhaps overcharging someone for an item or service. ",This is similar to giving someone a tip or a gift,This is also similar to giving someone a tip or a gift,"Nothing really, just keeping it for yourself.",12.646,12.646,14.807,1,I wanted to keep the larger amount but didn't want to feel like I had stolen anything from the other person.,0,0,0.214,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,Yes,20,0,12,5e5f8b840ecec32bd217d7e9,6937357813de4fd5de67d0b4,6936d6e6d839c49b99773e0e,lt,,$4,'-$4,$0,'-$2,'-$6,'-$4,'-$8,Wanting to make more of a profit by increasing your prices,"Nothing, just paying or selling something for what it's worth",Giving a small discount,Underselling yourself,,,,$0,,'-$4,$4,$2,$0,$8,$0,$6,$4,This is similar to giving someone a tip or a gift,This is also similar to giving someone a tip or a gift,"Nothing really, just keeping it for yourself.","It's similar to taking more money from someone than you should, perhaps overcharging someone for an item or service. ",,,,,8,If the broker is going to sell it for 12 then I don't want to make less than them,I wanted to keep the larger amount but didn't want to feel like I had stolen anything from the other person.,1,0,2,1,
2025-12-08 20:28:51,2025-12-08 20:38:47,IP Address,,100,596,True,2025-12-08 20:38:47,R_6Rw7RubkmlswVzR,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",,,,,,,,,,,,,,,,,,Blue,Purple,Yellow,Green,Red,Orange,,,,,,,,,,,,,,,,,,,,0,0,2.025,0,decreasing half of the amount of the price originally selected by the computer,you get half of the money which would be $6,"decreasing it a little but, you get more of the money",you woud get the $12 set by the computer,5.21,18.635,20.538,2,I want to maximize the most money and benefit by paying the lowest price for selling my data to researchers,0,0,0.216,0,0,0,2.026,0,"donating most of my bonus but, only keeping a small amount for myself",I would have all of the money,i would be splitting the ammount evenly,i would keep 8 dollars,5.483,15.338,16.977,2,i want to keep most of the allotment for myself,0,0,0.219,0,29,Yes,8,1,11,5a219133b4665b00011fd87a,693734f2925880531c37cc1f,6936d6e6d839c49b99773e0e,kw,,$0,$4,'-$2,'-$4,'-$8,'-$6,'-$4,,,,,you woud get the $12 set by the computer,"decreasing it a little but, you get more of the money",you get half of the money which would be $6,$0,decreasing half of the amount of the price originally selected by the computer,'-$4,$2,$4,$0,$8,$0,$6,$4,,,,,I would have all of the money,i would keep 8 dollars,i would be splitting the ammount evenly,"donating most of my bonus but, only keeping a small amount for myself",10,I want to maximize the most money and benefit by paying the lowest price for selling my data to researchers,i want to keep most of the allotment for myself,1,1,1,2,
2025-12-08 20:31:45,2025-12-08 20:38:55,IP Address,,100,430,True,2025-12-08 20:38:55,R_8KGDsqTNGVJ0MhG,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,,,0,0,2.009,0,a greedy inconsiderate person,a teamplayer making things fair for all,"someone who thinks of themselves first, but considers others",someone who doesn't like change,7.259,8.667,10.009,2,"unsure to be honest, gut feeling",0,0,0.206,0,Blue,Purple,Yellow,Green,Red,Orange,..another participant from Prolific,..affects earnining for both you and your match,0,0,2.011,0,Seeing a work colleague taking from another without a second thought,"A team partnership, making things ffair","someone not thinking of others, but not being selfish",a people pleaser,3.315,6.604,7.562,2,"We will then have the same, its fair",0,0,0.205,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,Yes,45,1,8,5c1c24b95a1e530001a333d4,693735a9afa182e6362a8e28,6936d6e6d839c49b99773e0e,lt,,'-$4,$4,'-$2,$0,'-$4,'-$6,$0,a teamplayer making things fair for all,someone who doesn't like change,"someone who thinks of themselves first, but considers others",a greedy inconsiderate person,,,,'-$8,,'-$4,$2,$0,$4,$8,$4,$6,$0,a people pleaser,"A team partnership, making things ffair","someone not thinking of others, but not being selfish",Seeing a work colleague taking from another without a second thought,,,,,6,"unsure to be honest, gut feeling","We will then have the same, its fair",1,0,2,1,
2025-12-08 20:19:57,2025-12-08 20:39:04,IP Address,,100,1147,True,2025-12-08 20:39:04,R_3dyoWeSsZ9PgbyB,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",,,,,,,,,,,,,,,,,,Blue,Purple,Yellow,Green,Red,Orange,,,,,,,,,,,,,,,,,,,,0,0,2.005,0,it would be similar for working for a small company that values its employees,I feel that this was would be charity work,"This would be working for any retail type setting,",Working in a an assembly plant,9.812,25.521,26.3,2,"I feel that this is a fair amount.  I do not think the amount should be too high, but I also feel the data is worth something.",0,0,0.216,0,0,0,2.01,0,That would be greedy.   This would be similar to giving money to a hoax.,This would be similar to a very tight-fisted employer.,This would be comparable to someone doing charity work.,This would be two people working as a team.  Very similar to a buddy system.,7.742,7.742,9.617,1,"This is how I would want to be treated.  Not knowing the other person, I would hope they would see this fair.",0,0,0.218,0,64,No,,0,8,64bbe3ccf05e537a07257be2,693732e32719e7c63bb6a68a,6936d6e6d839c49b99773e0e,kw,,$4,'-$4,$0,'-$2,'-$4,$0,'-$6,,,,,I feel that this was would be charity work,it would be similar for working for a small company that values its employees,"This would be working for any retail type setting,",'-$8,Working in a an assembly plant,$2,'-$4,$0,$4,$0,$4,$8,$6,,,,,That would be greedy.   This would be similar to giving money to a hoax.,This would be similar to a very tight-fisted employer.,This would be two people working as a team.  Very similar to a buddy system.,This would be comparable to someone doing charity work.,6,"I feel that this is a fair amount.  I do not think the amount should be too high, but I also feel the data is worth something.","This is how I would want to be treated.  Not knowing the other person, I would hope they would see this fair.",1,1,1,2,
2025-12-08 20:31:03,2025-12-08 20:39:20,IP Address,,100,496,True,2025-12-08 20:39:20,R_2zAPP8gnZTTW8B0,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,,,,,,,,,,,,,,,,,,,,Blue,Purple,Yellow,Green,Red,Orange,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.107,0,I worked with a friend to sell some items and we split the profit.,When a friend asked me if they could borrow something but I didn't trust them and needed it myself.,When I gave a friend some of my food but not all of it.,When I was forced to share my drinks and food with 2+ people and ended up with just over a third of what I had planned to have,4.499,5.445,6.273,2,It feels fair that i only reduce by 6.,0,0,0.206,0,0,0,2.008,0,"A friend has forgotten lunch and I am giving them some of mine, but not half of it and not all of it - as I still need lunch too.",A time when a friend asked if they could have one of my possessions but I said no as i needed it.,A time when I was forced as a child to give the majority of my toys away to my brother as I had been naughty.,"A friend had forgotten to bring some drinks to the party, so I offered to give them half of mine.",3.705,3.705,5.412,1,"It feels fair, given I didn't have this money before and neither did they.",0,0,0.204,0,33,Yes,4,0,6,63d13bbefe685427e3f96122,693735820dd0c1d0ea260b78,6936d6e6d839c49b99773e0e,kw,,'-$2,'-$4,$0,$4,'-$6,$0,'-$4,,,,,When a friend asked me if they could borrow something but I didn't trust them and needed it myself.,When I gave a friend some of my food but not all of it.,I worked with a friend to sell some items and we split the profit.,'-$8,When I was forced to share my drinks and food with 2+ people and ended up with just over a third of what I had planned to have,$2,'-$4,$0,$4,$4,$0,$8,$6,,,,,A time when a friend asked if they could have one of my possessions but I said no as i needed it.,"A friend has forgotten lunch and I am giving them some of mine, but not half of it and not all of it - as I still need lunch too.","A friend had forgotten to bring some drinks to the party, so I offered to give them half of mine.",A time when I was forced as a child to give the majority of my toys away to my brother as I had been naughty.,6,It feels fair that i only reduce by 6.,"It feels fair, given I didn't have this money before and neither did they.",1,0,2,1,
2025-12-08 20:30:33,2025-12-08 20:40:01,IP Address,,100,567,True,2025-12-08 20:40:01,R_5Cyd9d8BdCQE3mN,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",0,0,2.007,0,getting a discount on an item I want to purchase,sharing a meal with friends and paying more than someone else,it is what it is no change,losing money on a deal,6.503,19.631,20.961,4,I feel that the broker should make money on the deal and they get $2 for my $6,0,0,0.105,0,Blue,Purple,Yellow,Green,Red,Orange,,,0,0,2.006,0,giving a friend some money,same thing.  Giving a friend a few dollars,spending time with a friend no costs involved,stealing from a friend,13.099,27.901,29.301,2,so that we each have the same amount,0,0,0.103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,Yes,1,0,6,62cc24abe2c56d04f1cf9a66,693735637115f7e2d337c31b,6936d6e6d839c49b99773e0e,lt,,'-$2,$4,$0,'-$4,'-$4,'-$8,$0,sharing a meal with friends and paying more than someone else,it is what it is no change,getting a discount on an item I want to purchase,losing money on a deal,,,,'-$6,,$2,$4,$0,'-$4,$0,$4,$8,$6,same thing.  Giving a friend a few dollars,giving a friend some money,spending time with a friend no costs involved,stealing from a friend,,,,,6,I feel that the broker should make money on the deal and they get $2 for my $6,so that we each have the same amount,1,1,1,2,
2025-12-08 20:32:54,2025-12-08 20:40:08,IP Address,,100,433,True,2025-12-08 20:40:08,R_2BGTfdpW7b62qLn,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,,,,,,,,,,,,,,,,,,,,Blue,Purple,Yellow,Green,Red,Orange,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.111,0,not paying tax. Middle Eastern country,taxable income - high rate similar to uk,taxable income at a very high rate - similar to a high earner in the UK,taxable income - middle income in the uk,9.231,9.231,12.263,1,just thought the mid point was a safe and fair option ,0,0,0.209,0,0,0,2.012,0,taxes,even higher taxes!,taxes,an untaxable salary,12.001,13.594,15.089,2,"fair split I think, leaves me with a bit of a bonus",0,0,0.208,0,45,Yes,10,0,6,5855b89fee6ade0001fa2f45,693735e03fb7926c826119a5,6936d6e6d839c49b99773e0e,kw,,'-$2,$0,'-$4,$4,$0,'-$6,'-$8,,,,,not paying tax. Middle Eastern country,taxable income - middle income in the uk,taxable income - high rate similar to uk,'-$4,taxable income at a very high rate - similar to a high earner in the UK,$2,'-$4,$4,$0,$6,$8,$4,$0,,,,,an untaxable salary,taxes,taxes,even higher taxes!,6.5,just thought the mid point was a safe and fair option ,"fair split I think, leaves me with a bit of a bonus",1,0,2,1,
2025-12-08 20:27:35,2025-12-08 20:41:05,IP Address,,100,810,True,2025-12-08 20:41:06,R_8iI9mbkKBAbtEuB,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,,,,,,,,,,,,,,,,,,,,Blue,Purple,Yellow,Green,Red,Orange,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.014,0,Tax burden on the working people.,Getting to keep all my winnings from the Bookies.,Sharing my winnings with my sister.,A small donation to the local charity.,12.045,23.131,25.501,5,I would like to be paid full price for the data I provided.,0,0,0.103,0,0,0,2.015,0,Trying to get a donation from a Scottish person.,Bingo night with my sister and sharing our winnings.,Paying for my friends tram journey.,Paying tax to the government and getting nothing in return.,7.827,13.671,15.309,2,I don't know the other participant and wont' give to someone I don't know.,0,0,0.211,0,58,Yes,3,1,12,622a48bca4c51a90e35d1b2b,693734ac925880531c37cc07,6936d6e6d839c49b99773e0e,kw,,'-$2,'-$4,$4,$0,'-$4,$0,'-$6,,,,,Getting to keep all my winnings from the Bookies.,Tax burden on the working people.,Sharing my winnings with my sister.,'-$8,A small donation to the local charity.,$2,$0,'-$4,$4,$0,$6,$4,$8,,,,,Trying to get a donation from a Scottish person.,Paying for my friends tram journey.,Bingo night with my sister and sharing our winnings.,Paying tax to the government and getting nothing in return.,12,I would like to be paid full price for the data I provided.,I don't know the other participant and wont' give to someone I don't know.,1,0,2,1,
2025-12-08 20:23:50,2025-12-08 20:41:15,IP Address,,100,1044,True,2025-12-08 20:41:15,R_7WqhWvkDtQ1nFdL,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",,,,,,,,,,,,,,,,,,Blue,Purple,Yellow,Green,Red,Orange,,,,,,,,,,,,,,,,,,,,0,0,2.11,0,Taking a significant pay cut and would not seem fair. ,getting paid for only 25% of my data while the broker gets the majority of the money.,It seem to break even; you're selling your data at cost with no real profit it seems like the going rate.,Its a slight cut but might be reasonable in worse case scenario.  Its a cut of 25 percent of the 12 dollar going price.,16.544,21.225,26.309,2,"It is a best scenario in a bad group of options.  At least you break even, and there's no undercutting the price/cost of your data.  It feels like the most favorable price to seller / buyer",0,0,0.202,0,0,0,2.105,0,Giving a large share to the other participant.  Deal favors participant while you take a loss.,It seems equal for both parties myself/participant.  Feels like the most fair deal as of yet.,Unfair to participant it feels like their work isn't valued.  Unfavorable to the participant.,Both parties receive something but the majority go to myself.  Seems unfair to the participant to a moderate degree.,9.004,9.222,13.1,2,Its the most agreeable amount split between both parties.  Neither one feels like they're slighted and is the fairest between the two.,0,0,0.203,0,49,Yes,12,0,12,671912820d4a64051a764936,693733c333f426e98ddc357d,6936d6e6d839c49b99773e0e,kw,,'-$2,'-$4,$4,$0,'-$6,'-$8,$0,,,,,It seem to break even; you're selling your data at cost with no real profit it seems like the going rate.,Its a slight cut but might be reasonable in worse case scenario.  Its a cut of 25 percent of the 12 dollar going price.,Taking a significant pay cut and would not seem fair. ,'-$4,getting paid for only 25% of my data while the broker gets the majority of the money.,$4,$2,'-$4,$0,$8,$6,$0,$4,,,,,Unfair to participant it feels like their work isn't valued.  Unfavorable to the participant.,Both parties receive something but the majority go to myself.  Seems unfair to the participant to a moderate degree.,It seems equal for both parties myself/participant.  Feels like the most fair deal as of yet.,Giving a large share to the other participant.  Deal favors participant while you take a loss.,6,"It is a best scenario in a bad group of options.  At least you break even, and there's no undercutting the price/cost of your data.  It feels like the most favorable price to seller / buyer",Its the most agreeable amount split between both parties.  Neither one feels like they're slighted and is the fairest between the two.,1,1,1,2,
2025-12-08 20:22:16,2025-12-08 20:41:19,IP Address,,100,1142,True,2025-12-08 20:41:19,R_8Ok0JNdrVpH8qQb,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",,,,,,,,,,,,,,,,,,Blue,Purple,Yellow,Green,Red,Orange,,,,,,,,,,,,,,,,,,,,0,0,2.012,0,"i find this similar to making a loss on a piece of item bought at an expensive price but inflation makes it lose value, ",the price keeps depreciating and the value keeps dropping,"finally, the rates are coming up. inflation is dropping and the economy is looking good",everything is beginning to add up its not perfect but its better than wht it use to be,9.899,35.622,38.639,7,i have no reason for this,0,0,0.109,0,0,0,2.011,0,transferring that amount to the other participant is similar to making a good profit percentage,this is like transferring more than half of your profit in a business,this is a fair percentage for a business to split,this is sharing more percentage of profit than you would keep,14.232,31.598,35.278,8,i would love to keep the bigger part of the amount,0,0,0.108,0,33,Yes,8,0,1.5,673dbd8c0a9f2198fd592502,6937337175a8678ca7b8bf10,6936d6e6d839c49b99773e0e,kw,,'-$4,$0,'-$2,$4,'-$6,'-$8,'-$4,,,,,everything is beginning to add up its not perfect but its better than wht it use to be,"finally, the rates are coming up. inflation is dropping and the economy is looking good","i find this similar to making a loss on a piece of item bought at an expensive price but inflation makes it lose value, ",$0,the price keeps depreciating and the value keeps dropping,$2,$0,'-$4,$4,$0,$6,$4,$8,,,,,transferring that amount to the other participant is similar to making a good profit percentage,this is a fair percentage for a business to split,this is like transferring more than half of your profit in a business,this is sharing more percentage of profit than you would keep,9,i have no reason for this,i would love to keep the bigger part of the amount,1,1,1,2,
2025-12-08 20:36:23,2025-12-08 20:42:10,IP Address,,100,347,True,2025-12-08 20:42:11,R_2vYK4OZRlGyhkd3,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,,,,,,,,,,,,,,,,,,,,Blue,Purple,Yellow,Green,Red,Orange,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.107,0,Charging someone for a starbucks drink,Asking for spare change to buy a bus,Asking for a favour from that person,Asking someone to donate at a till,7.079,11.079,11.963,2,I dont think its fair to charge negative,0,0,0.206,0,0,0,2.003,0,Similar to buying a meal deal,Buying some milk ,Taking a free sample,Buying a bus ticket,6.771,11.131,11.83,4,Because its not too much but it isnt too little,0,0,0.202,0,24,Yes,5,0,12,5de12fbfe4f42a1842172d7a,693736c1938607cde9b48b43,6936d6e6d839c49b99773e0e,kw,,$0,$4,'-$4,'-$2,'-$8,'-$6,$0,,,,,Asking for a favour from that person,Asking someone to donate at a till,Asking for spare change to buy a bus,'-$4,Charging someone for a starbucks drink,$2,'-$4,$0,$4,$6,$4,$0,$8,,,,,Taking a free sample,Buying some milk ,Similar to buying a meal deal,Buying a bus ticket,9,I dont think its fair to charge negative,Because its not too much but it isnt too little,1,0,2,1,
2025-12-08 20:32:13,2025-12-08 20:42:22,IP Address,,100,609,True,2025-12-08 20:42:23,R_2VlopjuJOLIbvYY,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",,,,,,,,,,,,,,,,,,Blue,Purple,Yellow,Green,Red,Orange,,,,,,,,,,,,,,,,,,,,0,0,2.008,0,"I find it similar to ordinary work in my day job where I receive the agreed amount, no more and no less.",I find it similar to financial agreements with my mother where there's always some way that she pays less than agreed or somehow winds up with more than agreed.,I find it similar to getting to the register in the US where somehow the price is different due to taxes/tip etc and it's not as good a deal as you first thought.,"it again reminds me of my mother and how she always seems to manipulate situations to get as much out as she can, despite her promises or the effect on others.",2.859,10.246,11.571,4,I think that it £12 sounds a lot for the data but that the person should get the amount they agreed or very close to it.,0,0,0.205,0,0,0,2.014,0,I would feel like interacting with my mother and how she always manages to get more than is fair - I would feel guilty.,"I would feel a little more fair but still better off myself, like when I put food in the food bank box from my very full trolley.","I would feel like I had gone a bit over the top, like when I insist on paying for dinner out with a friend and realise afterwards that splitting it would have been fairer and not thought of badly.","I would feel fair and balanced, like I do with my husband when we split chores and childcare.",3.007,6.153,7.647,3,"I think it's fair to split the profits equally if people work equally hard, and I would feel better in myself if I did that.",0,0,0.217,0,42,Yes,22,0,11,588a4cbb670d6600012bd509,693735c14cc0350a55d9d2e4,6936d6e6d839c49b99773e0e,kw,,$4,$0,'-$4,'-$2,$0,'-$6,'-$4,,,,,"I find it similar to ordinary work in my day job where I receive the agreed amount, no more and no less.",I find it similar to getting to the register in the US where somehow the price is different due to taxes/tip etc and it's not as good a deal as you first thought.,I find it similar to financial agreements with my mother where there's always some way that she pays less than agreed or somehow winds up with more than agreed.,'-$8,"it again reminds me of my mother and how she always seems to manipulate situations to get as much out as she can, despite her promises or the effect on others.",$2,$4,'-$4,$0,$0,$4,$8,$6,,,,,I would feel like interacting with my mother and how she always manages to get more than is fair - I would feel guilty.,"I would feel a little more fair but still better off myself, like when I put food in the food bank box from my very full trolley.","I would feel fair and balanced, like I do with my husband when we split chores and childcare.","I would feel like I had gone a bit over the top, like when I insist on paying for dinner out with a friend and realise afterwards that splitting it would have been fairer and not thought of badly.",6,I think that it £12 sounds a lot for the data but that the person should get the amount they agreed or very close to it.,"I think it's fair to split the profits equally if people work equally hard, and I would feel better in myself if I did that.",1,1,1,2,
2025-12-08 20:14:27,2025-12-08 20:42:28,IP Address,,100,1681,True,2025-12-08 20:42:29,R_6D5QrJln3f61kNk,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",0,0,2.011,0,"I find it similar to an agreement set between two people but becomes deceptive somewhere down the line. I'm not sure if this is similar or not, but I can't think of a real-world situation at this time.","I think this is generous, and illustrates a positive change, but only if it is an increase and not a change to decrease the amount.",Can't find anything this is similar to.,Can't find anything this is similar to at this time.,20.711,45.637,53.716,5,I chose this price because I wanted to make a positive change and hopefully have a positive outcome.,0,0,0.216,0,Blue,Purple,Yellow,Green,Red,Orange,,,0,0,2.007,0,"I find this similar to two kids who originally agreed to sharing some candy with the other if each one had some to share four pieces of his eight pieces of candy, then later decides to take back the four pieces he shared, because he wanted more for himself. ","I find this similar to the opposite of the first scenario where the kids share candy. However, in this scenario, the one kid decides to share half of his candy to the other, which gives them both an equal amount. ","I find this similar to someone who has enough to share with others, but decides to keep it all for him/herself. ","I find this similar to someone who wants to share, but would like to have more for themself instead.",19.837,58.9,64.034,3,I chose this allocation because it gives both me and the participant an equal share.,0,0,0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,No,,0,12,66903bb5296cadf03b1a6d6e,693731465b754e4acd8f22e3,6936d6e6d839c49b99773e0e,lt,,$0,$4,'-$2,'-$4,'-$8,$0,'-$4,"I think this is generous, and illustrates a positive change, but only if it is an increase and not a change to decrease the amount.","I find it similar to an agreement set between two people but becomes deceptive somewhere down the line. I'm not sure if this is similar or not, but I can't think of a real-world situation at this time.",Can't find anything this is similar to.,Can't find anything this is similar to at this time.,,,,'-$6,,'-$4,$4,$0,$2,$4,$8,$6,$0,"I find this similar to the opposite of the first scenario where the kids share candy. However, in this scenario, the one kid decides to share half of his candy to the other, which gives them both an equal amount. ","I find this similar to someone who wants to share, but would like to have more for themself instead.","I find this similar to someone who has enough to share with others, but decides to keep it all for him/herself. ","I find this similar to two kids who originally agreed to sharing some candy with the other if each one had some to share four pieces of his eight pieces of candy, then later decides to take back the four pieces he shared, because he wanted more for himself. ",,,,,6,I chose this price because I wanted to make a positive change and hopefully have a positive outcome.,I chose this allocation because it gives both me and the participant an equal share.,1,1,1,2,
2025-12-08 20:32:05,2025-12-08 20:42:45,IP Address,,100,640,True,2025-12-08 20:42:46,R_2obGhT8o1S3Kr3H,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,,,0,0,2.028,0,keeping the equilibrium,stealing funds from someone,being generous or donating,stealing like taxation,3.279,10.326,11.256,4,i feel bad for the other person but charity  begins at home,0,0,0.225,0,Blue,Purple,Yellow,Green,Red,Orange,..another participant from Prolific,..affects earnining for both you and your match,0,0,2.012,0,sharing a bill in a restaurant,winning a prize draw,being mean,partial payment,12.587,26.334,27.343,6,i need funds as Christmas is a difficult and expensive time of year,0,0,0.215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,No,,0,5.5,67accd6f6cc4c127268bb6ad,693735b51ab19468eb23c1cc,6936d6e6d839c49b99773e0e,lt,,$0,'-$4,$4,'-$2,'-$8,'-$6,$0,being generous or donating,keeping the equilibrium,stealing like taxation,stealing funds from someone,,,,'-$4,,$4,$0,'-$4,$2,$8,$4,$0,$6,sharing a bill in a restaurant,partial payment,winning a prize draw,being mean,,,,,7,i feel bad for the other person but charity  begins at home,i need funds as Christmas is a difficult and expensive time of year,1,0,2,1,
