StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q212,Q213,Q214,Q215,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,Q217,Q218_First Click,Q218_Last Click,Q218_Page Submit,Q218_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q219,Q220,Q221,Q222,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,Q2,Q3,Q4,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,hp_lt_1,hp_lt_2,hp_lt_3,hp_lt_4,hp_kw_1,hp_kw_2,hp_kw_3,hp_kw_4,memory_lt_-$4,memory_lt_$0,memory_lt_$2,memory_lt_$4,memory_kw_$0,memory_kw_$4,memory_kw_$6,memory_kw_$8,reasons,attention_check,collect_hp,Q_DataPolicyViolations
2025-12-03 17:08:21,2025-12-03 17:17:47,IP Address,,100,565,True,2025-12-03 17:17:47,R_8jd0Yw8Z7pvPjsI,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.181,0,Greed,Less greedy,Insulting ,Generous ,1.261,34.114,35.701,21,I was part of a large family and was raised in an environment where we were encouraged to share ,0,0,0.227,0,,,,,,,,,,,,,,,,,,67,Yes,6,0,4,667dd824a2d8ed14f560a9fa,69306e7778ca6a53e3d4bddb,69305acf8b80cc2e2af7b865,lt,4,$0,$2,'-$4,$4,$6,$8,$4,$0,Insulting ,Greed,Less greedy,Generous ,,,,,I was part of a large family and was raised in an environment where we were encouraged to share ,1,1,
2025-12-03 17:15:58,2025-12-03 17:17:52,IP Address,,100,114,True,2025-12-03 17:17:52,R_6dSFHhQxEK46DWe,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.109,0,,,,,8.438,12.466,15.099,2,I need the money,0,0,0.215,0,34,No,,0,11.5,5589b65afdf99b118adfa595,69307047c23d80d3fd0779f5,69305acf8b80cc2e2af7b865,kw,0.5,$0,$2,$4,'-$4,$4,$0,$6,$8,,,,,,,,,I need the money,1,0,
2025-12-03 17:13:57,2025-12-03 17:18:00,IP Address,,100,243,True,2025-12-03 17:18:01,R_6CEwRGKVI9ZXvFn,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.107,0,,,,,18.388,23.319,27.636,2,"I had 8, they had 4, so I moved 2 to them so we would both have 6.  I chose that because it is what I would hope they would do in my shoes.  I would hope all participants would choose to make the amounts equal between participants.",0,0,0.205,0,,,,,,,,,,,,,,,,,,45,Yes,1,0,6,6687fd71edd0681f51857d2c,69306fc7279f6c6617d50883,69305acf8b80cc2e2af7b865,lt,2,$4,$2,'-$4,$0,$8,$4,$6,$0,,,,,,,,,"I had 8, they had 4, so I moved 2 to them so we would both have 6.  I chose that because it is what I would hope they would do in my shoes.  I would hope all participants would choose to make the amounts equal between participants.",1,0,
2025-12-03 17:15:48,2025-12-03 17:18:17,IP Address,,100,149,True,2025-12-03 17:18:17,R_20KaADUNlHnQtot,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.016,0,,,,,9.579,9.579,11.249,1,"I feel bad for the other person, but at the same time, that is what I have been allocated and do want to loose out.",0,0,0.213,0,30,Yes,4,0,10,5b57640fd574e30001c7124f,6930703a8d156bd1eab66faf,69305acf8b80cc2e2af7b865,kw,2,$4,'-$4,$0,$2,$0,$4,$8,$6,,,,,,,,,"I feel bad for the other person, but at the same time, that is what I have been allocated and do want to loose out.",1,0,
2025-12-03 17:12:05,2025-12-03 17:18:26,IP Address,,100,381,True,2025-12-03 17:18:27,R_3NDNIE3rtWzAe9J,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.036,0,,,,,41.826,41.826,54.191,1,We will get to have the same amount,0,0,0.215,0,,,,,,,,,,,,,,,,,,43,Yes,12,0,6,661124ea6eb49e5f25077328,69306f527f7924b7b4de0e6a,69305acf8b80cc2e2af7b865,lt,2,$4,'-$4,$2,$0,$0,$4,$6,$8,,,,,,,,,We will get to have the same amount,1,0,
2025-12-03 17:13:53,2025-12-03 17:18:40,IP Address,,100,287,True,2025-12-03 17:18:41,R_3NgY07Nxbleo4Yt,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.008,0,"Tossing a bit of your reward to another as a participation trophy, even though they did not initially receive the allocation",Giving to charity or someone in need of the money,"Being selfish and keeping it all for yourself. Only thinking of yourself, and not another participant.",Evening the distribution amongst all parties to ensure everything is fair.,3.356,7.995,8.895,3,Doesn't seem fair that my participant isn't getting any reward for their time. It's Christmas time and we're all just trying to get by and earn a bit extra by doing these studies. I'm good with splitting the allocation evenly with my partner.,0,0,0.102,0,39,Yes,8,0,6,671e6d002c9289cb169875ed,69306fcb5be226fee7567c6a,69305acf8b80cc2e2af7b865,kw,6,'-$4,$4,$0,$2,$4,$8,$0,$6,,,,,"Being selfish and keeping it all for yourself. Only thinking of yourself, and not another participant.","Tossing a bit of your reward to another as a participation trophy, even though they did not initially receive the allocation",Evening the distribution amongst all parties to ensure everything is fair.,Giving to charity or someone in need of the money,Doesn't seem fair that my participant isn't getting any reward for their time. It's Christmas time and we're all just trying to get by and earn a bit extra by doing these studies. I'm good with splitting the allocation evenly with my partner.,1,1,
2025-12-03 17:13:11,2025-12-03 17:18:42,IP Address,,100,330,True,2025-12-03 17:18:42,R_62qUw1So2euA1vS,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.118,0,It would be be similar to splitting a candy bar in half. We both end up with exactly the same amount. ,It would be similar to giving the other person a bigger slice of pie. ,Taking everything that the other person has. ,This is similar to you get what you were assigned at random. Since you started with nothing you should be excited that you got was randomly picked. ,18.439,23.278,24.382,3,I chose to transfer 0 because we both would get what we were randomly assigned. I didn't take anything or give anything. We were both given our random amount. ,0,0,0.214,0,,,,,,,,,,,,,,,,,,43,Yes,45,0,8,66fc218d3bbacd308ed20847,69306fa070723c93d2dc1bb4,69305acf8b80cc2e2af7b865,lt,0,$2,$4,'-$4,$0,$6,$8,$0,$4,Taking everything that the other person has. ,This is similar to you get what you were assigned at random. Since you started with nothing you should be excited that you got was randomly picked. ,It would be be similar to splitting a candy bar in half. We both end up with exactly the same amount. ,It would be similar to giving the other person a bigger slice of pie. ,,,,,I chose to transfer 0 because we both would get what we were randomly assigned. I didn't take anything or give anything. We were both given our random amount. ,1,1,
2025-12-03 17:17:06,2025-12-03 17:18:52,IP Address,,100,106,True,2025-12-03 17:18:53,R_2myIwUBCZPeJPKl,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.006,0,,,,,3.066,9.449,10.621,2,I want more money.,0,0,0.204,0,27,Yes,30,0,11,5fbeb80dd9b4b8000a76fb63,6930708bed394a32295ba54e,69305acf8b80cc2e2af7b865,kw,1,$2,'-$4,$4,$0,$6,$4,$8,$0,,,,,,,,,I want more money.,1,0,
2025-12-03 17:17:13,2025-12-03 17:18:56,IP Address,,100,103,True,2025-12-03 17:18:57,R_6RgEbJG6PHl1fTL,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.01,0,,,,,8.91,9.951,12.964,2,"With the decision being on me, I chose to give most of the money to me, with a small bonus still going to the other participant so they are not left with nothing.",0,0,0.206,0,,,,,,,,,,,,,,,,,,26,Yes,20,0,10,67915007d6208ae2bf005724,69307093c565e6ca5bdba252,69305acf8b80cc2e2af7b865,lt,-2,$2,$4,$0,'-$4,$0,$6,$4,$8,,,,,,,,,"With the decision being on me, I chose to give most of the money to me, with a small bonus still going to the other participant so they are not left with nothing.",1,0,
2025-12-03 17:15:50,2025-12-03 17:19:32,IP Address,,100,221,True,2025-12-03 17:19:32,R_3ARs6REtzrdYHIE,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.021,0,stealing from someone,It feels like walking past a homeless person asking for money that I can afford to give,"Equality, raising up others alongside you",donating to charity,5.066,10.267,11.901,4,I chose to give us both the same opportunity to have equal amounts. Why should I have more and they have less?,0,0,0.111,0,,,,,,,,,,,,,,,,,,36,Yes,6,1,6,5f0e16a89f0d68127670c288,69307039ee7e88d9b2ea00ab,69305acf8b80cc2e2af7b865,lt,2,'-$4,$0,$2,$4,$8,$4,$0,$6,stealing from someone,It feels like walking past a homeless person asking for money that I can afford to give,"Equality, raising up others alongside you",donating to charity,,,,,I chose to give us both the same opportunity to have equal amounts. Why should I have more and they have less?,1,1,
2025-12-03 17:16:04,2025-12-03 17:20:02,IP Address,,100,237,True,2025-12-03 17:20:02,R_6954OPNAjFapRNX,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.013,0,,,,,13.04,23.906,26.319,2,"I choose not give anything because from my understanding I won't be punished for my choice, so I decided to give myself the most possible out of pure greed. I don't really care about being fair to my partner that I do not know.",0,0,0.213,0,45,Yes,9,0,12,62749fbd70a9fa9d1450f775,69306fc4eb0a1e313480e313,69305acf8b80cc2e2af7b865,kw,0,'-$4,$2,$4,$0,$6,$0,$4,$8,,,,,,,,,"I choose not give anything because from my understanding I won't be punished for my choice, so I decided to give myself the most possible out of pure greed. I don't really care about being fair to my partner that I do not know.",1,0,
2025-12-03 17:15:16,2025-12-03 17:20:12,IP Address,,100,295,True,2025-12-03 17:20:12,R_8pbcaVMOVEdZVAc,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.006,0,I find it similar to being selfish as we should share the money ,I find it similar to running a business where the person getting the 8$ is the decision maker whereas the person getting $4 doesn't have much decision making power,We are both equal and respect each other hence splitting the amount evenly,I find it similar to being too kind as you gave the participant the idea they have power over you,5.407,9.607,10.376,4,well i like being kind and splitting the money evenly as a form of respect ,0,0,0.207,0,22,Yes,6,0,6,666a0a76b1d7349662971064,6930701deb0a1e313480e326,69305acf8b80cc2e2af7b865,kw,6,'-$4,$0,$2,$4,$0,$4,$6,$8,,,,,I find it similar to being selfish as we should share the money ,I find it similar to running a business where the person getting the 8$ is the decision maker whereas the person getting $4 doesn't have much decision making power,We are both equal and respect each other hence splitting the amount evenly,I find it similar to being too kind as you gave the participant the idea they have power over you,well i like being kind and splitting the money evenly as a form of respect ,1,1,
2025-12-03 17:18:49,2025-12-03 17:20:43,IP Address,,100,113,True,2025-12-03 17:20:43,R_1nVdpKsS8R9136m,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.015,0,,,,,9.292,9.292,12.719,1,"I wanted to make it even, so that the other participant wouldn't be disappointed or feel I cheated them out of money. I wouldn't have felt good taking all $12.",0,0,0.212,0,26,Yes,2,0,6,5c144c641f6f1500014950e5,693070f25ffac195918d3749,69305acf8b80cc2e2af7b865,kw,6,$2,$0,'-$4,$4,$4,$6,$8,$0,,,,,,,,,"I wanted to make it even, so that the other participant wouldn't be disappointed or feel I cheated them out of money. I wouldn't have felt good taking all $12.",1,0,
2025-12-03 17:15:49,2025-12-03 17:21:05,IP Address,,100,316,True,2025-12-03 17:21:06,R_21XbP2arjJOvPA8,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.017,0,It is similar to sharing anything equally between 2 people so as not to appear greedy,I find it similar to paying someone to do something but they have not done as much as you have,Taking their share of something that was won by playing as a pair and not being fair,It is similar to winning at a game and you both win but equal amounts and you both keep the amount you won,14.777,25.42,26.978,2,I dont know the other person and have no reason to give them a share of my allocation but also dont think it is fair to take any from them,0,0,0.112,0,,,,,,,,,,,,,,,,,,59,No,,0,8,660158b9a05b9c4adc616ff8,6930703d4cbae08ab5ca9730,69305acf8b80cc2e2af7b865,lt,0,$4,$2,'-$4,$0,$8,$6,$4,$0,Taking their share of something that was won by playing as a pair and not being fair,It is similar to winning at a game and you both win but equal amounts and you both keep the amount you won,I find it similar to paying someone to do something but they have not done as much as you have,It is similar to sharing anything equally between 2 people so as not to appear greedy,,,,,I dont know the other person and have no reason to give them a share of my allocation but also dont think it is fair to take any from them,1,1,
2025-12-03 17:18:04,2025-12-03 17:21:21,IP Address,,100,196,True,2025-12-03 17:21:21,R_1lnSx9k2mB2JdXt,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.126,0,,,,,41.058,41.058,42.139,1,"I wanted the other person to have some of my money since I got more than they did.  I started out with more so I felt bad.  However, I did not want to make it an even amount, so I just gave a small amount. ",0,0,0.218,0,,,,,,,,,,,,,,,,,,50,Yes,4,0,7,5eaecc764f192c59d0e8de52,693070c63256d803dee066bc,69305acf8b80cc2e2af7b865,lt,1,$4,'-$4,$2,$0,$6,$0,$4,$8,,,,,,,,,"I wanted the other person to have some of my money since I got more than they did.  I started out with more so I felt bad.  However, I did not want to make it an even amount, so I just gave a small amount. ",1,0,
2025-12-03 17:19:03,2025-12-03 17:21:30,IP Address,,100,147,True,2025-12-03 17:21:31,R_3fuF5tbseCqcREH,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.014,0,,,,,19.864,19.864,20.6,1,"I chose to transfer 2 dollars in order to be fair. I was given 8 and they were given 4, so 12 total. Between the two of us we should each get 6",0,0,0.21,0,,,,,,,,,,,,,,,,,,32,Yes,6,0,6,691b86c3d915b1e27714d6cb,693070ff4a2fde0f0ef69bf1,69305acf8b80cc2e2af7b865,lt,2,$2,$0,'-$4,$4,$0,$8,$4,$6,,,,,,,,,"I chose to transfer 2 dollars in order to be fair. I was given 8 and they were given 4, so 12 total. Between the two of us we should each get 6",1,0,
2025-12-03 17:19:50,2025-12-03 17:21:34,IP Address,,100,104,True,2025-12-03 17:21:35,R_5pKBNJPAxGW2gbn,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.108,0,,,,,11.359,18.659,21.517,2,I think it's fair to split the profits evenly — it's also simple that way.,0,0,0.206,0,,,,,,,,,,,,,,,,,,36,Yes,5,0,6,66075df395213912ccbfdf0f,69306f99c094c44660ca47fa,69305acf8b80cc2e2af7b865,lt,2,'-$4,$4,$0,$2,$4,$8,$6,$0,,,,,,,,,I think it's fair to split the profits evenly — it's also simple that way.,1,0,
2025-12-03 17:18:56,2025-12-03 17:22:21,IP Address,,100,205,True,2025-12-03 17:22:21,R_6HMaOVeGu9KY0Ol,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.013,0,That most people can be greedy and not share,That those who don't have much are always willing to help.,Give what you can afford,Making it equal,6.665,10.043,12.166,2,This is a fair amount for what I was given for free.,0,0,0.209,0,47,No,,0,6,6413599d52dc6500b2430165,693070f1889ba9638e176bdd,69305acf8b80cc2e2af7b865,kw,6,$2,$4,'-$4,$0,$0,$8,$4,$6,,,,,That most people can be greedy and not share,Give what you can afford,Making it equal,That those who don't have much are always willing to help.,This is a fair amount for what I was given for free.,1,1,
2025-12-03 17:19:45,2025-12-03 17:22:43,IP Address,,100,177,True,2025-12-03 17:22:43,R_61yJDXilqrchPdD,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.009,0,,,,,15.18,15.18,16.371,1,I chose this amount because I thought it was fair that me and the other person got half of the $12.,0,0,0.207,0,27,No,,0,6,6683324af0ba21178dd5242c,6930712aba9b7ea478b1d5e2,69305acf8b80cc2e2af7b865,kw,6,$0,'-$4,$4,$2,$0,$6,$8,$4,,,,,,,,,I chose this amount because I thought it was fair that me and the other person got half of the $12.,1,0,
2025-12-03 17:08:42,2025-12-03 17:23:09,IP Address,,100,866,True,2025-12-03 17:23:09,R_2QmFw3f5EjY9kWe,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.016,0,,,,,10.807,20.39,21.403,3,"It seemed rude to take more, and the suggested allocation was in my favour",0,0,0.204,0,,,,,,,,,,,,,,,,,,54,Yes,1,0,8,6318aed60b7ae5e0c899d3ee,69306e928c201a3babd7877a,69305acf8b80cc2e2af7b865,lt,0,$2,$4,'-$4,$0,$0,$8,$4,$6,,,,,,,,,"It seemed rude to take more, and the suggested allocation was in my favour",1,0,
2025-12-03 17:21:03,2025-12-03 17:23:12,IP Address,,100,129,True,2025-12-03 17:23:12,R_5eyHDgxs4sJzCKu,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.014,0,,,,,15.635,23.311,24.454,3,i wanted to keep it all for myself cuz i need the money but i felt bad so i gave them some.,0,0,0.212,0,25,Yes,2,0,10,5f32e130f2bc3308c42ca980,69307149aafe2cc50264fc98,69305acf8b80cc2e2af7b865,kw,2,$2,$4,'-$4,$0,$8,$0,$6,$4,,,,,,,,,i wanted to keep it all for myself cuz i need the money but i felt bad so i gave them some.,1,0,
2025-12-03 17:19:19,2025-12-03 17:23:12,IP Address,,100,233,True,2025-12-03 17:23:12,R_2d1aWFvCnhaC2oX,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.131,0,,,,,62.423,69.179,70.356,2,To receive the full amount,0,0,0.214,0,,,,,,,,,,,,,,,,,,35,Yes,20,0,12,668e596e0af437f0fd23fac6,693071089be93eaba457ca30,69305acf8b80cc2e2af7b865,lt,-4,'-$4,$2,$4,$0,$0,$4,$6,$8,,,,,,,,,To receive the full amount,1,0,
2025-12-03 17:08:11,2025-12-03 17:23:21,IP Address,,100,909,True,2025-12-03 17:23:21,R_8rAOFFGKdikKLpd,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.133,0,Me and my daughter when sharing sweets,Similar to the rich taking everything away from the poor,A parent conducting equality to ensure every student gets an equal share of food.,Dividing something based on equity where funds are allocated based on the needs of each individual.,31.677,31.677,33.516,1,I believe in equality. Both sides should get a fair share,0,0,0.22,0,58,Yes,50,0,6,67d89d92eb4323537c13b656,69306e72a087f513a48c6207,69305acf8b80cc2e2af7b865,kw,6,$2,'-$4,$4,$0,$8,$0,$6,$4,,,,,Similar to the rich taking everything away from the poor,Dividing something based on equity where funds are allocated based on the needs of each individual.,A parent conducting equality to ensure every student gets an equal share of food.,Me and my daughter when sharing sweets,I believe in equality. Both sides should get a fair share,1,1,
2025-12-03 17:18:37,2025-12-03 17:23:35,IP Address,,100,297,True,2025-12-03 17:23:35,R_1oqh6qnGxNPthhD,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.01,0,,,,,23.651,30.607,43.053,3,"I don't feel right taking any money from my partner. Especially since I was allocated more than my partner. Also, I did not feel like I had to give any money to my partner because they already have some money. The difference between allocations wasn't that big, and also the other participant will never know who I am and there is no consequence to not sharing.",0,0,0.208,0,,,,,,,,,,,,,,,,,,43,No,,0,8,65c6762ea86de7fbe4ac9406,693070e6ac7d7a6531c0ed2c,69305acf8b80cc2e2af7b865,lt,0,'-$4,$2,$4,$0,$8,$0,$6,$4,,,,,,,,,"I don't feel right taking any money from my partner. Especially since I was allocated more than my partner. Also, I did not feel like I had to give any money to my partner because they already have some money. The difference between allocations wasn't that big, and also the other participant will never know who I am and there is no consequence to not sharing.",1,0,
2025-12-03 17:18:53,2025-12-03 17:23:49,IP Address,,100,296,True,2025-12-03 17:23:50,R_1r3b1YvhuUeSM4P,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.122,0,,,,,14.124,45.203,47.588,3,I would like to keep as much money as possible that is why I only gave $1 instead of more,0,0,0.217,0,37,Yes,26,0,11,6620b6a209127dafd5b2dfb9,693070e158d76c6b898c2128,69305acf8b80cc2e2af7b865,kw,1,$4,$2,'-$4,$0,$0,$4,$8,$6,,,,,,,,,I would like to keep as much money as possible that is why I only gave $1 instead of more,1,0,
2025-12-03 17:19:43,2025-12-03 17:24:06,IP Address,,100,263,True,2025-12-03 17:24:07,R_1QLgxQBXuokkiUT,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.018,0,I would seem like I am trying to keeps things equal and fair.,"Taking everything for myself, very greedily.","It would be magnanimous, showing my benevolence to a stranger.","Accepting the results as they are, as if nature intended the original outcome. ",4.501,4.501,6.328,1,I just think this is the fairest allocation. ,0,0,0.216,0,,,,,,,,,,,,,,,,,,44,Yes,4,0,6,654650713282e9e8d26d0b86,69307129fc0e80354a4769fa,69305acf8b80cc2e2af7b865,lt,2,$2,'-$4,$4,$0,$6,$8,$0,$4,"Taking everything for myself, very greedily.","Accepting the results as they are, as if nature intended the original outcome. ",I would seem like I am trying to keeps things equal and fair.,"It would be magnanimous, showing my benevolence to a stranger.",,,,,I just think this is the fairest allocation. ,1,1,
2025-12-03 17:21:14,2025-12-03 17:24:11,IP Address,,100,177,True,2025-12-03 17:24:11,R_5mPKKHs528LuEM4,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.005,0,,,,,8.748,15.373,16.185,3,"I still want a good bonus, but I don't mind making it a little more fair for the other participant.",0,0,0.204,0,,,,,,,,,,,,,,,,,,38,Yes,12,0,6,66b504cd131c63b36b682b8d,69307185f5a815d3d95bdb92,69305acf8b80cc2e2af7b865,lt,2,$4,$0,$2,'-$4,$6,$8,$4,$0,,,,,,,,,"I still want a good bonus, but I don't mind making it a little more fair for the other participant.",1,0,
2025-12-03 17:21:59,2025-12-03 17:24:17,IP Address,,100,138,True,2025-12-03 17:24:18,R_8JL3Ymn8fnsavx6,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.11,0,,,,,7.518,9.986,11.15,2,It is the fairest way to do it,0,0,0.206,0,71,No,,0,6,65dca5938d478475cf3fe47f,693071b0aadf252f510f3974,69305acf8b80cc2e2af7b865,kw,6,$4,$2,$0,'-$4,$4,$0,$6,$8,,,,,,,,,It is the fairest way to do it,1,0,
2025-12-03 17:22:04,2025-12-03 17:24:19,IP Address,,100,134,True,2025-12-03 17:24:20,R_6FaCK7lxOEm40Tt,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.008,0,,,,,10.494,13.543,17.879,2,I decided to give $2 so we both would have an even amount of $6,0,0,0.204,0,,,,,,,,,,,,,,,,,,38,Yes,2,0,6,604397dd75ab0c367e5f2604,6930715ea4caa3bf4d6c731b,69305acf8b80cc2e2af7b865,lt,2,$4,$0,'-$4,$2,$0,$8,$4,$6,,,,,,,,,I decided to give $2 so we both would have an even amount of $6,1,0,
2025-12-03 17:20:24,2025-12-03 17:24:20,IP Address,,100,236,True,2025-12-03 17:24:21,R_1dyF9NenOqfVE1H,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.118,0,Not giving money to a beggar on the street.,Giving money to charity.,Giving money to charity.,Using your advantage in the rules.,9.025,21.127,22.781,3,I'm on this platform to make money for myself. This is a great opportunity to boost my earnings.,0,0,0.213,0,,,,,,,,,,,,,,,,,,43,Yes,5,0,12,61118cf8dd195d72acb7594a,6930714d8bc4c887bf2e0da0,69305acf8b80cc2e2af7b865,lt,-4,$0,$2,$4,'-$4,$0,$4,$8,$6,Using your advantage in the rules.,Not giving money to a beggar on the street.,Giving money to charity.,Giving money to charity.,,,,,I'm on this platform to make money for myself. This is a great opportunity to boost my earnings.,1,1,
2025-12-03 17:20:48,2025-12-03 17:24:33,IP Address,,100,224,True,2025-12-03 17:24:34,R_1ON37F2554BSd0n,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.013,0,someone who has money making the decision not to donate any of it,equally sharing costs of an event that you attend with a friend,paying back money that you owe someone,income taxes taking 33% of your money away to pay for others who don't work,3.577,3.577,8.021,1,I gave a little bit but wanted to keep $10 since it would be a nice bonus to have,0,0,0.209,0,35,Yes,4,0,10,6676ddf4aeae188a30f824f5,69307169aa7b973d8d582b0d,69305acf8b80cc2e2af7b865,kw,2,'-$4,$2,$4,$0,$0,$6,$8,$4,,,,,someone who has money making the decision not to donate any of it,income taxes taking 33% of your money away to pay for others who don't work,equally sharing costs of an event that you attend with a friend,paying back money that you owe someone,I gave a little bit but wanted to keep $10 since it would be a nice bonus to have,1,1,
2025-12-03 17:15:34,2025-12-03 17:24:35,IP Address,,100,540,True,2025-12-03 17:24:35,R_3fJapxPEUc1JsJj,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.11,0,Rich people getting tax cuts and poor people paying more taxes,An older sibling keeping all of their allowance which is more than the younger sibling.,"Having no money, finding money, and giving it to a friend who had some money, but now has an equal amount of money.",Giving to a charity,6.899,9.976,17.155,3,It would be fair for us to get the same amount of money. The questions beforehand made me think about it a little more. I may have transferred 0 without the prior questions.,0,0,0.21,0,,,,,,,,,,,,,,,,,,40,Yes,3,0,6,56f2a152ed0cf6000c913b6c,69307011cc05958f16e398fc,69305acf8b80cc2e2af7b865,lt,2,'-$4,$0,$2,$4,$8,$6,$0,$4,Rich people getting tax cuts and poor people paying more taxes,An older sibling keeping all of their allowance which is more than the younger sibling.,"Having no money, finding money, and giving it to a friend who had some money, but now has an equal amount of money.",Giving to a charity,,,,,It would be fair for us to get the same amount of money. The questions beforehand made me think about it a little more. I may have transferred 0 without the prior questions.,1,1,
