StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q237_First Click,Q237_Last Click,Q237_Page Submit,Q237_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q235,Q224,Q240,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,reasons,beliefs,P1_CHOICE,P1_ID,attention_check,Q_DataPolicyViolations
2026-04-21 17:24:06,2026-04-21 17:28:29,IP Address,,100,263,True,2026-04-21 17:28:30,R_8TZ5t4i8VDUDZty,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,5.429,0,0,0,2.017,0,Accept,"I think it is a fair price - the data provider gets the bulk of the fee for doing the work, my part in the transaction is minimal, and we both still benefit from my decision to accept rather than reject",Accept,0,,676aa9c4bde30e11da44f128,69e7b2ad87fb2e684e5f7a63,69e77a006a79977a2df1e51b,,,"I think it is a fair price - the data provider gets the bulk of the fee for doing the work, my part in the transaction is minimal, and we both still benefit from my decision to accept rather than reject",,10,67ce2cf14a401fe15a9d7742,1,
2026-04-21 17:25:07,2026-04-21 17:29:00,IP Address,,100,232,True,2026-04-21 17:29:01,R_5pQVNLuKnyECiKk,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.275,0,0,0,2.007,0,Reject,"I felt that this decision was very unfair and unequal, and it gives me no reason to accept it, it was selfish and made me upset. Therefore I declined the decision.",Accept,0,,69654623bcfe8f722caed070,69e7b2ea8afe75ae8cd7cb47,69e77a006a79977a2df1e51b,,,"I felt that this decision was very unfair and unequal, and it gives me no reason to accept it, it was selfish and made me upset. Therefore I declined the decision.",,12,69d9606c73f62e9716fead0b,1,
2026-04-21 17:28:37,2026-04-21 17:29:48,IP Address,,100,71,True,2026-04-21 17:29:49,R_5BhswrtpMi7hUZv,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects the broker's earnings,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,1,,655a546e15e533cb7b6c6cb8,69e7b3bf02e92e2157d06a7e,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 17:27:52,2026-04-21 17:30:16,IP Address,,100,143,True,2026-04-21 17:30:16,R_3sTH7r8XCyhEPuI,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.182,0,0,0,2.16,0,Accept,"The price seemed fair, and the amount I keep also seemed fair.",Accept,0,,663e3d049818c90172e37335,69e7b3846dfc19d32b6a91dc,69e77a006a79977a2df1e51b,,,"The price seemed fair, and the amount I keep also seemed fair.",,10,6978ead3e1bb70c6e27183a0,1,
2026-04-21 17:27:36,2026-04-21 17:30:40,IP Address,,100,184,True,2026-04-21 17:30:41,R_7067xzf4227bMZU,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.124,0,0,0,2.111,0,Reject,I would not accept that deal because I would not be making any money.  If I at least made a little bit I would be inclined to accept.  This is a very unfair amount.,Accept,0,,68d818d096ef8efd670fe839,69e7b374a17b166d7548f0fb,69e77a006a79977a2df1e51b,,,I would not accept that deal because I would not be making any money.  If I at least made a little bit I would be inclined to accept.  This is a very unfair amount.,,12,69b2a363f00cd8806e313755,1,
2026-04-21 17:27:39,2026-04-21 17:31:29,IP Address,,100,229,True,2026-04-21 17:31:29,R_3CxnlbrjYnJRqhY,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.623,0,0,0,2.009,0,Reject,I would get less than 5% of the original price.,Accept,0,,6993a6b251cd661664b40c85,69e7b3836d586a53406e7ab3,69e77a006a79977a2df1e51b,,,I would get less than 5% of the original price.,,11.5,65625c9b758e0b7486aa0b40,1,
2026-04-21 17:27:21,2026-04-21 17:31:53,IP Address,,100,271,True,2026-04-21 17:31:54,R_8I63jZXqzjyCVZs,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.275,0,0,0,2.105,0,Reject,No incentive for Broker to accept a deal where they get no price cut of the data.,Accept,1,,59d8d3aeea41450001ec79b0,69e7b37399eee090d64a2cd6,69e77a006a79977a2df1e51b,,,No incentive for Broker to accept a deal where they get no price cut of the data.,,12,6518dc5a753b188afdddeeb7,1,
2026-04-21 17:29:06,2026-04-21 17:32:07,IP Address,,100,181,True,2026-04-21 17:32:07,R_3rOAfNdQSBKm8Tg,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.21,0,0,0,2.006,0,Reject,I chose not accept because the data provider wanted all the funds for themselves which I thought was far too greedy abd that they didnt deserve the money if they were being like that.,Accept,0,,653be40e7331e59bf42923a6,69e7b3d895d18cf5993b9bb4,69e77a006a79977a2df1e51b,,,I chose not accept because the data provider wanted all the funds for themselves which I thought was far too greedy abd that they didnt deserve the money if they were being like that.,,12,698dfc12afe15931772f452e,1,
2026-04-21 17:27:39,2026-04-21 17:32:21,IP Address,,100,281,True,2026-04-21 17:32:21,R_37xoWu4JFy6wpfw,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.661,0,0,0,2.013,0,Accept,"I think the price is fair and equal for both parties, therefore I would accept it. ",Reject,0,,66b41679b48873793fd2993a,69e7b38468e61dc3821783ed,69e77a006a79977a2df1e51b,,,"I think the price is fair and equal for both parties, therefore I would accept it. ",,6,69b5fbeb75748ae2b41bc489,1,
2026-04-21 17:30:20,2026-04-21 17:32:36,IP Address,,100,135,True,2026-04-21 17:32:36,R_8rja7tm4b7jmwGQ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.435,0,0,0,2.007,0,Accept,$2 is better than $0,Accept,0,,5edf45c790b7091e3cfd7f62,69e7b3ceca14403541746559,69e77a006a79977a2df1e51b,,,$2 is better than $0,,10,697ccebb15d845eadb09e300,1,
2026-04-21 17:28:54,2026-04-21 17:33:10,IP Address,,100,255,True,2026-04-21 17:33:10,R_5ppPz9Vh74RrtIZ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.423,0,0,0,2.12,0,Accept,"Paying $9 for the data is more than I would have liked to pay, but in this case $3 is better than $0 so I went with it. I believe $6-7 would be a more fair price. ",Accept,1,,671850082109a84899a43a8e,69e7b3cf81cfa801ebc17959,69e77a006a79977a2df1e51b,,,"Paying $9 for the data is more than I would have liked to pay, but in this case $3 is better than $0 so I went with it. I believe $6-7 would be a more fair price. ",,9,69c84d1aaa5746161704d7a9,1,
2026-04-21 17:26:42,2026-04-21 17:33:31,IP Address,,100,408,True,2026-04-21 17:33:32,R_8VFD5VCdIzxspR7,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.758,0,0,0,2.005,0,Accept,I will be happy with the 2 dollar bonus!,Accept,0,,5e6fabc4f3fe5202f1346543,69e7b348b239fbecc769a990,69e77a006a79977a2df1e51b,,,I will be happy with the 2 dollar bonus!,,10,5dd299a27f1bbf2a83554ecf,1,
2026-04-21 17:29:44,2026-04-21 17:34:41,IP Address,,100,296,True,2026-04-21 17:34:41,R_2H0KcLkalVcvdR3,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.991,0,0,0,2.006,0,Accept,"I was unhappy with the other participant's need to take a larger cut than is fair (had I been in their position, I would have split it evenly), however I thought rather than punishing the other participant, it would be more fruitful for us both to walk away with a gain.",,0,,67657279b0bce380fa33721e,69e7b4024a453be588bca1d6,69e77a006a79977a2df1e51b,,,"I was unhappy with the other participant's need to take a larger cut than is fair (had I been in their position, I would have split it evenly), however I thought rather than punishing the other participant, it would be more fruitful for us both to walk away with a gain.",,8,6361b846bf7ec695367cbfee,1,
2026-04-21 17:30:26,2026-04-21 17:34:43,IP Address,,100,256,True,2026-04-21 17:34:43,R_8TFdiBFsyDPYsdt,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.589,0,0,0,2.028,0,Reject,I would be receiving a third of the payment and the other person 2 thirds. I would have accepted if it was a bit more in my favour.,,0,,5823c1b185e40e00012f2e68,69e7b42b0936ea13bcc03aab,69e77a006a79977a2df1e51b,,,I would be receiving a third of the payment and the other person 2 thirds. I would have accepted if it was a bit more in my favour.,,8,69c01ad32e8258f62bd58aeb,1,
2026-04-21 17:32:50,2026-04-21 17:36:54,IP Address,,100,243,True,2026-04-21 17:36:54,R_7sbyw8k8bdAJoWK,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.705,0,0,0,2.004,0,Accept,"Even though the provider set the price that was not ideal for me, choosing to reject the offer will not benefit me in any way. It was better for me to get something out of it.",Accept,0,,6914e49a75907c55d10e6317,69e7b4bb1f6f62fd277663a7,69e77a006a79977a2df1e51b,,,"Even though the provider set the price that was not ideal for me, choosing to reject the offer will not benefit me in any way. It was better for me to get something out of it.",,10,69d5258d109fa11d0255be47,1,
2026-04-21 17:34:49,2026-04-21 17:38:09,IP Address,,100,200,True,2026-04-21 17:38:10,R_3HHdX2JvEH3Ij8c,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.759,0,0,0,2.004,0,Reject,"The provider decided to keep most of the money for themselves, which is a little selfish when it can be evenly split. I have therefore decided to let us get neither amount.",Reject,0,,5baec6c108a10b000139cce8,69e7b53468082deca9e10d55,69e77a006a79977a2df1e51b,,,"The provider decided to keep most of the money for themselves, which is a little selfish when it can be evenly split. I have therefore decided to let us get neither amount.",,10,5a085045087f2e0001eae13a,1,
2026-04-21 17:34:51,2026-04-21 17:38:48,IP Address,,100,237,True,2026-04-21 17:38:49,R_8dMRWDgxC8pnpk2,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.24,0,0,0,2.014,0,Reject,I think it is fair to share the funds between the data provider and broker.,Reject,0,,62b224142b613b1ffb985ed2,69e7b52e9b365ec59476f6cf,69e77a006a79977a2df1e51b,,,I think it is fair to share the funds between the data provider and broker.,,12,69cad66437a1d1b542e2f5f5,1,
2026-04-21 17:36:54,2026-04-21 17:39:35,IP Address,,100,161,True,2026-04-21 17:39:36,R_5oBfSNbHCgPb1bS,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.5,0,0,0,2.012,0,Reject,I didnt want to accept 0,Reject,0,,57529fbc947a3d0007b53d1d,69e7b5ad58f63cd752666972,69e77a006a79977a2df1e51b,,,I didnt want to accept 0,,12,69cdde3374a60973e857a260,1,
2026-04-21 17:35:30,2026-04-21 17:39:36,IP Address,,100,245,True,2026-04-21 17:39:37,R_3jvwscpjP9CwrTi,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.383,0,0,0,2.015,0,Accept,Seems like a pretty fair deal if I got 5 and they got 5.,Reject,0,,66bb7502bf6ff87df8f7b700,69e7b55b4fff281758133352,69e77a006a79977a2df1e51b,,,Seems like a pretty fair deal if I got 5 and they got 5.,,6,67508fdb923229a00abf2aa7,1,
2026-04-21 17:36:39,2026-04-21 17:40:01,IP Address,,100,201,True,2026-04-21 17:40:01,R_8rGOlX4liBLYFXb,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.265,0,0,0,2.016,0,Accept,Getting 6 is better than getting 0,Reject,0,,63ea8a414ffb19ba667c3afe,69e7b5a18e8a898ecf9dda61,69e77a006a79977a2df1e51b,,,Getting 6 is better than getting 0,,6,62ade6a00c196ebbfe41612e,1,
2026-04-21 17:38:41,2026-04-21 17:40:37,IP Address,,100,116,True,2026-04-21 17:40:37,R_53ds2K2OxrYuD5f,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,13.1,0,0,0,2.007,0,Accept,"That seems reasonable to me. The task doesn't quite make sense, but I would like 5 dollars so I chose to accept. ",Reject,0,,6942060425da4b5cec716310,69e7b619161e5e84f0ab52e5,69e77a006a79977a2df1e51b,,,"That seems reasonable to me. The task doesn't quite make sense, but I would like 5 dollars so I chose to accept. ",,7,59d4b503e59146000112e521,1,
2026-04-21 17:32:45,2026-04-21 17:42:59,IP Address,,100,613,True,2026-04-21 17:42:59,R_8QmmrRrGXdkj6eS,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.588,0,0,0,2.008,0,Accept,It is more likely that the other person will accept the deal as they will receive 3 dollars as well. If they don't accept they will get nothing. ,Accept,0,,6558c9e19407ed92d4d18aa0,69e7b4b3d97b7e1d09ad430c,69e77a006a79977a2df1e51b,,,It is more likely that the other person will accept the deal as they will receive 3 dollars as well. If they don't accept they will get nothing. ,,9,5fc0add1954a2256e62c13da,1,
2026-04-21 17:37:54,2026-04-21 17:43:48,IP Address,,100,353,True,2026-04-21 17:43:48,R_8ysjqjYO6t3P4FB,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.117,0,0,0,2.008,0,Reject,I will not take an offer where I get $0,Accept,0,,66c497b85f7737ba1fae7229,69e7b5eaf2c4942c513664a6,69e77a006a79977a2df1e51b,,,I will not take an offer where I get $0,,12,5c6563e20d80fd0001425671,1,
2026-04-21 17:30:00,2026-04-21 17:46:23,IP Address,,100,983,True,2026-04-21 17:46:24,R_5GLVZyVolcsEeFH,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,6.283,0,0,0,2.011,0,Accept,equal payout for both parties seems fair,Reject,0,,655f8e891b552204b27bea44,69e7b413c669b77ab72aa0dd,69e77a006a79977a2df1e51b,,,equal payout for both parties seems fair,,6,69d3e65eb6e6b81c7c0b234a,1,
2026-04-21 17:43:38,2026-04-21 17:46:39,IP Address,,100,180,True,2026-04-21 17:46:39,R_7qLiQhq5nqqUQAF,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.027,0,0,0,2.112,0,Accept,It's fine with me as it's a positive.,Accept,0,,58c3a8c1b101a70001293790,69e7b7408c7816d9794ce2dd,69e77a006a79977a2df1e51b,,,It's fine with me as it's a positive.,,4,6760799c5c7e5d977eb5a274,1,
2026-04-21 17:44:18,2026-04-21 17:46:51,IP Address,,100,152,True,2026-04-21 17:46:51,R_6pMPkfwuLHcpt7j,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.69,0,0,0,2.012,0,Reject,There is nothing in it for me.,Reject,0,,677618e6c8caeb6caebd74a3,69e7b769658ffdfe717de8c7,69e77a006a79977a2df1e51b,,,There is nothing in it for me.,,12,69d6a275b26596eac5478f13,1,
2026-04-21 17:44:59,2026-04-21 17:47:51,IP Address,,100,171,True,2026-04-21 17:47:51,R_1NDFNWK2O3zDLaN,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.376,0,0,0,2.004,0,Accept,Receiving $11 out of $12 is a really great deal.,Accept,0,,5e3dd95e5ed1320527366aae,69e7b795e34dfac8f9462547,69e77a006a79977a2df1e51b,,,Receiving $11 out of $12 is a really great deal.,,1,66ba47055f716c982dbc4a2c,1,
2026-04-21 17:46:19,2026-04-21 17:48:08,IP Address,,100,109,True,2026-04-21 17:48:09,R_1NCWHw9a99mthnk,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.471,0,0,0,2.003,0,Accept,its a good deal so i decided to accept it,Reject,0,,5ee68971dde4ef4056079287,69e7b7e3523dc4cd6ea46aa5,69e77a006a79977a2df1e51b,,,its a good deal so i decided to accept it,,6,62cbfe7dd820cc9d2cd7c87a,1,
2026-04-21 17:45:56,2026-04-21 17:48:10,IP Address,,100,133,True,2026-04-21 17:48:10,R_5AUHUyvbp7plUVr,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,2.712,2.712,3.788,1,0,0,2.009,0,Accept,"If I rejected it, I would get no money at all, so I might as well get the $4.",,0,,69861c8ad34b4ad055115b6e,69e7b7cb0484327e421983ca,69e77a006a79977a2df1e51b,,,"If I rejected it, I would get no money at all, so I might as well get the $4.",,8,69e1cc5c0b3d798569e2a7ef,1,
2026-04-21 17:45:26,2026-04-21 17:48:52,IP Address,,100,205,True,2026-04-21 17:48:52,R_1G1gWyNhxZ6qHSi,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.252,0,0,0,2.021,0,Accept,It feels like it's probably a rip off but it doesn't really matter if I still get more than if I reject it.,Accept,0,,5b7ba10e4ba9cd0001e66fb4,69e7b7b11cf1593a69592746,69e77a006a79977a2df1e51b,,,It feels like it's probably a rip off but it doesn't really matter if I still get more than if I reject it.,,11,69d59bb26cbbb9ca14a5eb04,1,
2026-04-21 17:47:55,2026-04-21 17:51:34,IP Address,,100,218,True,2026-04-21 17:51:34,R_5TVRavlMugLOLwR,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.156,0,0,0,2.006,0,Accept,If the crux is that I get 0 dollars if I reject I feel as I should accept,Accept,0,,69a49087005f0fa5ea43129c,69e7b844c96c8cf5db0106ef,69e77a006a79977a2df1e51b,,,If the crux is that I get 0 dollars if I reject I feel as I should accept,,4,65419321636d71344c9f51a8,1,
2026-04-21 17:48:15,2026-04-21 17:51:44,IP Address,,100,208,True,2026-04-21 17:51:44,R_7LYBDXV8TaqqTv5,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.436,0,0,0,2.009,0,Accept,I am getting the most out of it so I chose to accept it based on that.,Accept,1,,55ec49b67480920010aaa4e8,69e7b859d402a8c9fa08781a,69e77a006a79977a2df1e51b,,,I am getting the most out of it so I chose to accept it based on that.,,2,5f174b1c034f640a2364c426,1,
2026-04-21 17:47:52,2026-04-21 17:51:51,IP Address,,100,239,True,2026-04-21 17:51:51,R_8V9XTwd9WstvREO,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.461,0,0,0,2.011,0,Reject,The data is sold for $12 and I get to keep the remaining amount. 12-12 = 0. I get nothing. The data provider has set a price that is too high.,Accept,0,,569a54a5217ca2000cc93db0,69e7b83ff422b2a840d52410,69e77a006a79977a2df1e51b,,,The data is sold for $12 and I get to keep the remaining amount. 12-12 = 0. I get nothing. The data provider has set a price that is too high.,,12,5d4200b0f1006e00196a9322,1,
2026-04-21 17:50:45,2026-04-21 17:53:09,IP Address,,100,143,True,2026-04-21 17:53:10,R_517vquPd9ZkqvXX,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.856,0,0,0,2.117,0,Reject,I don't receive a benefit.,Accept,0,,657e3ff4df3541eb1ec0eb11,69e7b8f036d6000a253f24f8,69e77a006a79977a2df1e51b,,,I don't receive a benefit.,,12,57b9b4304b33280001acf11e,1,
2026-04-21 17:51:29,2026-04-21 17:53:52,IP Address,,100,143,True,2026-04-21 17:53:53,R_549OiG5lGpz4z0l,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.476,0,0,0,2.011,0,Reject,I took a risk. I believe that $2 was not enough.,Accept,1,,65f82fe37e289786af0ffb70,69e7b91785d43b9adac59bb6,69e77a006a79977a2df1e51b,,,I took a risk. I believe that $2 was not enough.,,10,5d74ce25e8351c0018f3f28f,1,
2026-04-21 17:52:22,2026-04-21 17:54:56,IP Address,,100,153,True,2026-04-21 17:54:56,R_2tiQJB5tUsUoYbT,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects the broker's earnings,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,1,,65c6324fad1c195cf4ad3ad7,69e7b94e5b123d8a1376678d,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 17:52:53,2026-04-21 17:55:33,IP Address,,100,159,True,2026-04-21 17:55:33,R_1fV7YPpegqGhxus,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.206,0,0,0,2.007,0,Accept,I get an amount higher than zero.,Accept,0,,6941b24742885b123df97429,69e7b96d84760e6d9931471a,69e77a006a79977a2df1e51b,,,I get an amount higher than zero.,,11,69ae0d684ac4df4fbfc2b30f,1,
2026-04-21 17:52:52,2026-04-21 17:56:57,IP Address,,100,244,True,2026-04-21 17:56:57,R_8mVV6n4gx5L7mEN,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.94,0,0,0,2.115,0,Reject,I didn't like seeing I get 0,Accept,0,,5e2f2afece5e9a4ef7de8452,69e7b96be914604731dc55ab,69e77a006a79977a2df1e51b,,,I didn't like seeing I get 0,,12,697ec510cc6b368da62cf689,1,
2026-04-21 17:51:33,2026-04-21 17:57:47,IP Address,,100,374,True,2026-04-21 17:57:48,R_6Nx2XhuPu5r1tx8,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.009,0,0,0,2.105,0,Reject,I want more money than what is being offered.,,0,,5deb3ffdf375c625fa83bac7,69e7b91e3e48d79b15d8e2bb,69e77a006a79977a2df1e51b,,,I want more money than what is being offered.,,8,55d621bbdb6a810013fa0ea0,1,
2026-04-21 17:57:38,2026-04-21 17:57:57,IP Address,,100,19,True,2026-04-21 17:57:58,R_5ZMEkY6LzZ9mvrb,,,,,,,anonymous,EN,Very interested,,,,,,,,,,,,,,,,,,0,,69831092a463a6c444d383eb,69e7ba89ecbf273233b1d117,69e77a006a79977a2df1e51b,,,,,,,0,
2026-04-21 17:55:02,2026-04-21 18:00:43,IP Address,,100,340,True,2026-04-21 18:00:43,R_77HXTfg5jlQXXaX,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.033,0,0,0,2.008,0,Accept,"getting something is better than getting nothing. and my understanding is that if i reject it, i will get nothing. ",Accept,0,,65ce44312d4ad7ca12d31bc6,69e7b9ed69720a0a48606f80,69e77a006a79977a2df1e51b,,,"getting something is better than getting nothing. and my understanding is that if i reject it, i will get nothing. ",,10,6679cfba14b59d3f748dd414,1,
2026-04-21 17:58:27,2026-04-21 18:01:56,IP Address,,100,208,True,2026-04-21 18:01:57,R_5llqDXVw3Aeb08R,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.606,0,0,0,2.012,0,Accept,"If I were to reject the proposal I'd gain nothing. Honestly, I think it's too greedy on the part of the other participant to keep eleven dollars, but I'd rather gain one dollar than come out with nothing.",Accept,0,,5ac440da9534ba0001c736da,69e7b9592267e2d2715ca3fd,69e77a006a79977a2df1e51b,,,"If I were to reject the proposal I'd gain nothing. Honestly, I think it's too greedy on the part of the other participant to keep eleven dollars, but I'd rather gain one dollar than come out with nothing.",,11,5c345ebad4f77a0001a91ec0,1,
2026-04-21 17:55:55,2026-04-21 18:02:16,IP Address,,100,380,True,2026-04-21 18:02:16,R_1LwkbM7ElDkRROu,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.268,0,0,0,2.013,0,Accept,"Basically my best bet is to accept no matter what. If I reject I get zero and the ""other person"" gets zero. If I accept and I still get zero, the ""other person"" will get the price. So why not accept the offer and at least one of us makes out rather than both of us getting ""nothing.""",Accept,0,,699dd9cdc3b78483a2dfab59,69e7ba1c04e030c5e5901fa4,69e77a006a79977a2df1e51b,,,,,12,69e0e97cb2ba85d80db5163b,1,
2026-04-21 17:58:17,2026-04-21 18:03:29,IP Address,,100,311,True,2026-04-21 18:03:29,R_3OkBqypTBuejVmh,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.839,0,0,0,2.009,0,Reject,"Upon first glance it looks like a fair split to accept; however, as the broker, the cost quality of the data was worth $12",Reject,1,,5dd6abfb428d61634c13c32c,69e7bab14b72b52968698c2f,69e77a006a79977a2df1e51b,,,"Upon first glance it looks like a fair split to accept; however, as the broker, the cost quality of the data was worth $12",,6,66a94c224273fab59f0b2c71,1,
