"classification_id","memory"
"WCLS01946","Changing rooms in school."
"WCLS01947","Changing the price by $0 feels like when you decide to just leave things exactly how they are. It’s like when someone offers you a deal and you’re cool with it as-is, so you don’t bargain or adjust anything."
"WCLS01948","Changing the price by $0 means a stable income or a stable life, where there is no fluctuations"
"WCLS01949","Changing the price by $0 reminds me of when two friends try to figure out how much one should chip in for gas on a trip. They talk it over and eventually just shrug and say the original amount is fine. Nothing changes, because it already feels fair, so they just stick with what they had."
"WCLS01950","Changing the price by $4 is not fair for anybody."
"WCLS01951","Changing the price by $4 is similar to bidding for an object at an auction."
"WCLS01952","Changing the price by $4 would mean that the broker would not make any money - it would be like a salesperson buying a car and only selling it for the same price they bought it for"
"WCLS01953","Changing the price by +$4 is like when a shop raises the cost of something, for example increasing a product from $8 to $12."
"WCLS01954","Changing the price by -$2 is cutting 25% off of the value off of the data. This is like an clothing sale where prices are cut by 20-30%."
"WCLS01955","Changing the price by -$2 is good for me."
"WCLS01956","Changing the price by -$4 is beating up the other side."
"WCLS01957","Changing the price by -$4 is like a half-price sale. Ie something is being sold at half of its original price"
"WCLS01958","Changing the price by -4 would be similar as date would be cheaper but i feel i would benefit from receiving a higher cost amount which would be better for me."
"WCLS01959","Changing the price by -8 would be alright as would still be happy to receive the amount however this is still a massively reduced rate and change but is similar to 0-12 as there is still an amount."
"WCLS01960","Changing the price by a little"
"WCLS01961","Changing the price by half so similar to offering an item at 50% less"
"WCLS01962","CHANGING THE PRICE BY MINUS 2 , HAPPENED WHEN WE TRIED BUYING A COMPUTER FOR OUR CLUB HOUSE."
"WCLS01963","Changing the price by zero is not negotiation."
"WCLS01964","changing the price of bread"
"WCLS01965","changing the price of coffee"
"WCLS01966","changing the price of eggs"
"WCLS01967","Changing the price to $0 is the same as finding a 'lucky' penny on the street."
"WCLS01968","Changing the price to $4 means increasing the price by half, for me this is shows how much we gain when we work very hard"
"WCLS01969","Changing the price to -$ means decreasing the price by 25%, for me this shows small losses or minor changes we encounter"
"WCLS01970","Changing the price to -$4 means decreasing the price by half, for me this is similar to a situation where a friend lost almost everything she had"
"WCLS01971","Changing the price would feel fair to me overall mainly because the person would still recieve 4 usd"
"WCLS01972","Changing to -6 would be considered as similar and would be half of the amount originally offered for the date which may be considered."
"WCLS01973","Charging a fair price for my data provision."
"WCLS01974","Charging a friend for a lift you are giving them"
"WCLS01975","Charging cost price for any item in a store"
"WCLS01976","Charging for goods or services."
"WCLS01977","Charging full price and no discount"
"WCLS01978","Charging less for an item on vinted and losing out on money"
"WCLS01979","Charging premium on items"
"WCLS01980","charging rent is what this is liek"
"WCLS01981","Charging someone a higher price for something I sold"
"WCLS01982","charging someone for a service"
"WCLS01983","Charging the full amount like a regular profitable business"
"WCLS01984","Charging the market rate for a service"
"WCLS01985","Charging the other participant for some service I perform & value at $4 per transaction."
"WCLS01986","Charing the correct price for a product"
"WCLS01987","Charitable but miserly with the donation"
"WCLS01988","Charitable contributions to a needy person"
"WCLS01989","Charitable giving"
"WCLS01990","Charitable giving. The participant would then have more than me."
"WCLS01991","Charitbale donation."
"WCLS01992","Charity"
"WCLS01993","charity - giving away my money to someone else"
"WCLS01994","Charity - I believed this person needed the funds more than me."
"WCLS01995","Charity donations"
"WCLS01996","charity donations - a little of your money but not enough to impact you too much"
"WCLS01997","Charity work"
"WCLS01998","Charity work."
"WCLS01999","Charity, as you are giving away a large percentage of your money to someone else, for no gain on your part."
"WCLS02000","charity, but potentially a fair split"
"WCLS02001","charity, why should they adjust the prices when there is no repurcussions"
"WCLS02002","charity."
"WCLS02003","Charity. I'm giving a little of what I have, but not enough to make the other participant equal."
"WCLS02004","Charity. We are giving someone money that we have and that they do not have"
"WCLS02005","charity?"
"WCLS02006","Cheap"
"WCLS02007","Cheap as chips! $4 is a very reasonable price, just like buying a couple of burgers at a fast food joint"
"WCLS02008","Cheapness"
"WCLS02009","cheating"
"WCLS02010","Cheating a system. Paying $0 feels as if I am getting out of having to pay for something if its taxes, wages or donations."
"WCLS02011","cheating after making money together in a task"
"WCLS02012","Cheating another person out of their fair share of sweets."
"WCLS02013","cheating at a game and taking all of the winnings."
"WCLS02014","Cheating myself out of cash"
"WCLS02015","cheating someone out of something."
"WCLS02016","checking a lottery ticket and not winning"
"WCLS02017","Chipping into a gift for someone's maternity leave or retirement organised by someone else."
"WCLS02018","choice of coffees at greggs"
"WCLS02019","Choosing how to price the services my business offers"
"WCLS02020","Choosing to do nothing"
"WCLS02021","Choosing to give your food to someone when you are hungry"
"WCLS02022","Choosing to not give money to a stranger"
"WCLS02023","Chopping the amount of money in half with an invisible axe. This is a great move often seen made by people who aren't total wimps but also have the sense to know they can't be gambling too much with their funds."
"WCLS02024","chosing to not buy a product that I was on the fence about"
"WCLS02025","Christmas sale or end of year sale"
"WCLS02026","Christmas sales and the black Friday deals"
"WCLS02027","Cinema tickets increasing"
"WCLS02028","claiming money back from my colleague when i have purchased shared refreshments for the team."
"WCLS02029","Claiming money back that I lent off someone"
"WCLS02030","Class division. Rich people not donating to charity. Rich people not being taxed."
"WCLS02031","Clearance prices at the dept store"
"WCLS02032","clearance sale to remove all stock"
"WCLS02033","clearance sale, to bring in more sales"
"WCLS02034","clearance, or final sale, closing down"
"WCLS02035","Clearence sale - we have too much inventory and must sell it"
"WCLS02036","Clearing a debt"
"WCLS02037","Clearing a debt and the balance being finalised at zero."
"WCLS02038","Closing down sale for a clothes store"
"WCLS02039","Closing down sale in a shop"
"WCLS02040","Closing down sale, last chance to buy!"
"WCLS02041","Coffee price the same week upon week."
"WCLS02042","Collaborating on a job with one other person and each of us taking half of the payment for ourselves"
"WCLS02043","collaborating with a food order amongst friends"
"WCLS02044","Collaborating with a friend or business contact"
"WCLS02045","Collecting money owed by a friend, even if they don't have much"
"WCLS02046","Come Christmas, i need to cut down on gifts and keep enough to make sure i can cover my bills"
"WCLS02047","coming from and to work for two days out of the week using the budget i have for gas"
"WCLS02048","Coming runner up in a quiz, not quite being the best, but still respectable."
"WCLS02049","Coming to an agreement that they have offered to take some but not all the value."
"WCLS02050","coming to an agreement to reduce the price slightly"
"WCLS02051","Coming towards end of season so an opportunity to sell off the remaining few items available"
"WCLS02052","Committed to equal shares"
"WCLS02053","Committing to something of high value but then realising that you are then practically giving it away when moving it on."
"WCLS02054","Common greed, like most billionaires would choose to do."
"WCLS02055","Communism"
"WCLS02056","Communism - taking all of somebody's money for the 'good of the state'."
"WCLS02057","communism/socialism because we both get paid equally."
"WCLS02058","Compassionate without being overly generous."
"WCLS02059","Compensating them for unequal treatment but at my own expense, like working extra hours to cover a sick colleague"
"WCLS02060","compensation"
"WCLS02061","Completed some of the work that my partner was supposed to do for a software engineering task, and charging him 4 dollars for it."
"WCLS02062","Completely devaluing one's own skills"
"WCLS02063","Completely eliminating my bonus."
"WCLS02064","completing a bank transfer"
"WCLS02065","Completing a job where both parties are credited and rewarded equally."
"WCLS02066","Completing a prolific study!"
"WCLS02067","completing a survey and receiving a bonus"
"WCLS02068","Completing my job and expecting to be paid as normal."
"WCLS02069","compromising by not negotiating just saying ok that will do"
"WCLS02070","compromising on a deal"
"WCLS02071","Conceding on price to get the deal done quickly"
"WCLS02072","conducting a sale during holdays"
"WCLS02073","Congress closing down the government so that many don't get paid, yet they still receive their salary."
"WCLS02074","considered fair given the circumstances"
"WCLS02075","consistency and reliability"
"WCLS02076","Consistent prices kept the same"
"WCLS02077","Consistent pricing in shops"
"WCLS02078","consolation prize"
"WCLS02079","Consumer prices go slightly lower"
"WCLS02080","Consumer prices remain unchanged"
"WCLS02081","contibuting to a church or charity of choice"
"WCLS02082","continuing to sell an item at the same price"
"WCLS02083","Contributing to a car park ticket?"
"WCLS02084","contributing to a charity payment"
"WCLS02085","contributing to a collection for a colleague"
"WCLS02086","Contributing to petrol money when a friend has driven for an event or excursion"
"WCLS02087","Contributing towards a gift"
"WCLS02088","Contributing, but not equally. Perhaps based on my share of cost"
"WCLS02089","Controlling the outcome?"
"WCLS02090","cooking someone a Sunday dinner but leaving out the meat and roast potatoes"
"WCLS02091","Cool, but the broker might look for a better data provider"
"WCLS02092","cost of a meal deal"
"WCLS02093","cost of cuppa tea"
"WCLS02094","Cost of fuel fluctuating."
"WCLS02095","cost of living and how it sucks everything is going up"
"WCLS02096","Cost of living crisis. It is what it is unfortunately."
"WCLS02097","cost of living increases"
"WCLS02098","cost of lottery tickes for the family"
"WCLS02099","cost of return train fare"
"WCLS02100","cost of something really want decreasing"
"WCLS02101","cost remaining the same"
"WCLS02102","Costs remain the same so so does the price."
"WCLS02103","Countries with different economies"
"WCLS02104","Covering for a friend when they don't have it. They need $4 to make up the bill or something so you give it to them, not knowing if you'll get it back."
"WCLS02105","Covering money to someone short on cash following the payment"
"WCLS02106","Covering most of a group gift for a coworker’s birthday because you’re in a better financial spot right now."
"WCLS02107","covering payment for a nonuniform day or similar cheap thing."
"WCLS02108","Covering the cost of my drink"
"WCLS02109","crashing into someone's car"
"WCLS02110","Creating a discount on a product for marketing purposes to drive up demand or reduce stock"
"WCLS02111","Creating a margin to make a profit in business"
"WCLS02112","Cruelly taking the last dime someone in need has."
"WCLS02113","cup of coffee atgreggs"
"WCLS02114","Current market prices"
"WCLS02115","current rise in inflation"
"WCLS02116","Current stock is good and for sale."
"WCLS02117","cut throat dealing"
"WCLS02118","Cutting a cake for 4 people into quarters."
"WCLS02119","Cutting a cake in half"
"WCLS02120","Cutting a cake in half with a friend equally"
"WCLS02121","Cutting a cake into 3 and giving 2 slices"
"WCLS02122","Cutting a cake into 3 and giving one slice"
"WCLS02123","Cutting a cake into thirds and giving a friend 2 slices"
"WCLS02124","Cutting a cake into thirds and taking all 3 of them"
"WCLS02125","Cutting out the middle man"
"WCLS02126","cutting out the middle man and removing the broker's commissions."
"WCLS02127","daily life ! have to pay the price stated"
"WCLS02128","daily life, where everyone starts with different levels of wealth"
"WCLS02129","Data has higher value than the broker but still gets a fair cut"
"WCLS02130","data staying the same as per a conversation"
"WCLS02131","Day light robbery that i wouldnt accept"
"WCLS02132","day to day realities of life"
"WCLS02133","Day to day spending where items are the price you would expect and no discount is offered"
"WCLS02134","Daylight robbery. Like working for nothing."
"WCLS02135","Daylight robery, way too low"
"WCLS02136","debiting"
"WCLS02137","Decent and fair"
"WCLS02138","decided that the amount given is fair based on the amount of work that resulted in the awarded amount to individual within a group, i.e. group project where I did what I felt was the fair share and fair payment"
"WCLS02139","Deciding not to buy something in a shop"
"WCLS02140","Deciding not to do something"
"WCLS02141","Deciding not to repay a debt"
"WCLS02142","Deciding not to share"
"WCLS02143","Deciding not to share my lunch money."
"WCLS02144","Deciding that I did not want to make any gift to the other participant."
"WCLS02145","Deciding that I did not wish to give any asset to the individual."
"WCLS02146","Deciding that it was unfair of them to feel the pain of the loss so much that I decide to give more than I get so they balance out the feeling of loss"
"WCLS02147","Deciding that it would be a nice gesture"
"WCLS02148","deciding the other person did not need any money"
"WCLS02149","Deciding the other person either doesn't want or doesn't deserve the thing in question"
"WCLS02150","Deciding they are OK because they already have some"
"WCLS02151","Deciding to be a little greedy."
"WCLS02152","Deciding to give or lend a friend some money but only being able to give them a very small amount"
"WCLS02153","Deciding to go halves with someone on something you get."
"WCLS02154","Deciding to keep more as you both have a reasonable amount"
"WCLS02155","deciding we are not going to go out for lunch"
"WCLS02156","Deciding you win some you lose some, and I'm going to enjoy the win and maybe next time they'll win"
"WCLS02157","decliining a request to lend money"
"WCLS02158","Declining a charitable donation at the till"
"WCLS02159","Decreasing by 4 dollars is similar to selling on an online platform and accepting someone's lower offer"
"WCLS02160","decreasing half of the amount of the price originally selected by the computer"
"WCLS02161","Decreasing it 60 percent"
"WCLS02162","decreasing it a little but, you get more of the money"
"WCLS02163","Decreasing it by 20 percent"
"WCLS02164","Decreasing it by half"
"WCLS02165","Decreasing the amount of my bonus."
"WCLS02166","Decreasing the price by $2 will help draw interest from groups of people, which will make them look and maybe purchase."
"WCLS02167","Decreasing the price by -2 would be like a sale price. It would net me a smaller amount of profit but they broker would get more in theory."
"WCLS02168","decreasing the price by -4 will mean the price too down may to a point of not working, this will benefit one party while the other will suffer"
"WCLS02169","Decreasing the price for increased numbers of purchasers."
"WCLS02170","Decreasing the price here is like offering a coupon for a product."
"WCLS02171","Decreasing the price in a closing down sale"
"WCLS02172","Decreasing the price in a sale"
"WCLS02173","Decreasing the price makes me feel like its a yard sale and people are bartering for lower prices."
"WCLS02174","Decreasing the price slightly do err on on the air of caution"
"WCLS02175","Decreasing the prices opens up opportunities for more people to participate. It's like Disney reducing the price of a ticket by 50%, which makes it more affordable for everyone. It would also increase the customer base for Disney."
"WCLS02176","Deduction for buying two tickets"
"WCLS02177","Deduction for prompt payment"
"WCLS02178","Defective item, encourage sale even though damaged"
"WCLS02179","Demand exceeds supply so the seller can increase its price and still sell out."
"WCLS02180","Denying a friend money."
"WCLS02181","Denying myself a profit for my work"
"WCLS02182","Denying the other participant of his share"
"WCLS02183","denying them any credit for their help in the experiment"
"WCLS02184","Depending on context"
"WCLS02185","Depending on effort for work involved I'd say it was fair if more effort was done by me than the other person."
"WCLS02186","Depending on how much work was put in by both parties it could be deemed as being fair as both parties would be equal however if I worked harder I'd say I was giving money away."
"WCLS02187","depending on the context of data"
"WCLS02188","Depends if i literally steal the person's money. Then this will be similar to robbery."
"WCLS02189","Depends. Either slavery because a contributor receives $0 share of the item produced or it would be a sole proprietor or craftsmen that works for themselves and does not have to share payment with anyone else."
"WCLS02190","Depressing like my cousin."
"WCLS02191","Depriving myself and benefiting the other participant"
"WCLS02192","Devaluing your product."
"WCLS02193","Dictatorship"
"WCLS02194","Discount at store from being member of shopping club."
"WCLS02195","Discount for moving product faster if it is not selling well"
"WCLS02196","Discount offer to drive sales"
"WCLS02197","Discount products to get rid off"
"WCLS02198","Discount retailer who offers year round discounts"
"WCLS02199","Discounted and giving away for feee or handing out"
"WCLS02200","Discounted and unrelated"
"WCLS02201","discounted beers in a shop that go on offer during certain festive periods"
"WCLS02202","Discounted item, last run out"
"WCLS02203","DISCOUNTED PRODUCTS that are about to expire"
"WCLS02204","Discounting a service to gain business"
"WCLS02205","discounting clothing when reselling them to a thrift shop"
"WCLS02206","Discounting for damages."
"WCLS02207","Discounting something by a third when selling it"
"WCLS02208","Disrespecting myself or not having faith in my own abilities."
"WCLS02209","Disrespecting someone."
"WCLS02210","Divided with a finders fee for me."
"WCLS02211","Dividing a pie among two people, where you're aiming to ensure a 50-50 split of that pie."
"WCLS02212","Dividing a pizza into quarters."
"WCLS02213","Dividing an inheritance equally between all children of the deceased parent."
"WCLS02214","Dividing candy between my twins."
"WCLS02215","Dividing something equally"
"WCLS02216","Doesn't make sense?"
"WCLS02217","Doesn't seem fair."
"WCLS02218","doing a black friday sale offer"
"WCLS02219","doing a cheaper deal"
"WCLS02220","Doing a customer/supplier a favour."
"WCLS02221","Doing a favor for someone in need. Perhaps they are a friend and need the money more than I do."
"WCLS02222","doing a favour by dropping the price"
"WCLS02223","Doing a favour for a friend or family member."
"WCLS02224","Doing a favour for free."
"WCLS02225","Doing a favour for someone with no monetary value."
"WCLS02226","Doing a good dead and being fair."
"WCLS02227","doing a good deed and feeling smug"
"WCLS02228","Doing a good job as a server or something where they received a tip"
"WCLS02229","Doing a group project and splitting the work evenly."
"WCLS02230","Doing a group project where I did all the work."
"WCLS02231","Doing a group project where I did slightly more work."
"WCLS02232","Doing a group project where the other person does slightly more work."
"WCLS02233","Doing a hard days work and not getting paid for it, while someone else gets paid and gives you nothing."
"WCLS02234","Doing a poor job at a serving job"
"WCLS02235","Doing a raffle and having two additional one dollar tickets left to sell. Someone offering to give you the additional two dollars to make up the difference."
"WCLS02236","Doing absolutely nothing"
"WCLS02237","Doing an act of charity or donation to a charity shop and so feeling good about myself"
"WCLS02238","Doing charity work and giving sharing your lunch when someone forgot theirs."
"WCLS02239","doing chores but instead of doing all my chores i had to pay my brother for doing one of my chores"
"WCLS02240","Doing deep discounting in order to sell future products"
"WCLS02241","doing lots of work to bring great data"
"WCLS02242","Doing myself out of money foe the benefit of someone else"
"WCLS02243","doing mystery shopping"
"WCLS02245","Doing nothing at all"
"WCLS02246","Doing nothing financially"
"WCLS02247","doing nothing in a situation"
"WCLS02248","doing nothing really."
"WCLS02249","Doing nothing."
"WCLS02250","Doing online surveys for minimal return."
"WCLS02251","Doing some work after agreeing on an hourly rate only to find out there was more work than expected but I won't be paid for the extra time."
"WCLS02252","doing someone a favour"
"WCLS02253","Doing something good"
"WCLS02254","Doing something I didn't want"
"WCLS02255","Doing something I don't really want to do because I really need the money."
"WCLS02256","Doing the morally right thing by someone else"
"WCLS02257","Doing the most I possibly can for a friend in need within budgetary limits."
"WCLS02258","Doing this would make a large loss but is similar to a supermarket marketing an item at a price well below cost in order to encourage customers to shop and hopefully buy other items"
"WCLS02259","Doing what is most fair"
"WCLS02260","Doing work and having a coworker who didn't do anything or less equal work than me."
"WCLS02261","Doing your good deed for the day."
"WCLS02262","Doling out a sum of money equally between team members because they all participated in the job."
"WCLS02263","don't find it similar to anything"
"WCLS02264","Don't know. Not rally sure what it is like"
"WCLS02265","Don't know. Not really sure what it is like"
"WCLS02266","Don't know. Not really sure what it is like."
"WCLS02267","Don't know; not really sure what it is like"
"WCLS02268","Donal trump stealing all the money he can lay his hands on!"
"WCLS02269","Donald Trump"
"WCLS02271","donating $4 to charity"
"WCLS02272","Donating a fraction of my income to charity."
"WCLS02273","Donating a meal to the opponent. It's showing some large kindness to them."
"WCLS02274","Donating a small portion of money to someone in need such as an organization that helps animals."
"WCLS02275","donating change to charity"
"WCLS02276","Donating loose change"
"WCLS02277","Donating mney"
"WCLS02278","Donating money"
"WCLS02279","Donating money at church."
"WCLS02280","Donating money for special occasion"
"WCLS02281","Donating money to a charity that would benefit more from the money than I wuld"
"WCLS02282","Donating money to charity."
"WCLS02283","Donating money to charity. Their group benefits but my allocation decreases."
"WCLS02284","Donating money to my partner who does not have any."
"WCLS02285","donating most of my bonus but, only keeping a small amount for myself"
"WCLS02286","donating some money to a homeless person so they can buy some food"
"WCLS02287","Donating some of your money to go to charity"
"WCLS02288","Donating spare change to someone in need or a charity."
"WCLS02289","donating to a beggar"
"WCLS02290","Donating to a cause."
"WCLS02291","donating to a charity"
"WCLS02292","donating to a charity by buying some cakes from a cake sale"
"WCLS02294","Donating to a chosen charity"
"WCLS02295","Donating to a decent amount to charity"
"WCLS02296","Donating to a favorite charity of my choice after an unexpected windfall."
"WCLS02297","donating to a street performer"
"WCLS02298","donating to a YouTubers live show"
"WCLS02299","Donating to be kind"
"WCLS02300","donating to cancer research"
"WCLS02301","Donating to charitable causes"
"WCLS02303","Donating to charity maybe."
"WCLS02304","Donating to Charity or recognising someone has done more work than you"
"WCLS02305","Donating to charity, but not as much as I could"
"WCLS02307","Donating to homeless people."
"WCLS02308","Donating to somebody in need or giving out this money to somebody on the street."
"WCLS02309","Donating to someone who might need it more than I do."
"WCLS02310","Donating to someone you know who is needier than you"
"WCLS02311","Donating/giving to someone in need"
"WCLS02312","Donation"
"WCLS02313","donation 8 dollars to a homeless person for a hot meal"
"WCLS02314","Donation or a gift"
"WCLS02315","Donation to charity"
"WCLS02316","donation to help the needy."
"WCLS02317","Donation to street collection charity"
"WCLS02318","Donations. We are taking money from ourselves and giving it to someone in need"
"WCLS02319","dont know I really am not sure what this reminds me of"
"WCLS02320","Donuts"
"WCLS02321","Doung round up with your bank."
"WCLS02322","Downright stealing from them? Unless they were to owe me something from a previous encounter, like something I paid for them."
"WCLS02323","drastic changes that are very uncomfortable"
"WCLS02324","Drinking 3/4 of your drink"
"WCLS02325","Drip price reduction aimed at attracting customer sales"
"WCLS02326","Dropping a 10, seeing that you've dropped it but not picking it up again."
"WCLS02327","Dropping it by $4 is like a buddy giving you a small discount but still charging something"
"WCLS02328","Dropping it by $6 is kinda like a landlord cutting rent in half so someone can stay."
"WCLS02329","Dropping it by $8 feels like a band selling dirt‑cheap tickets so more fans can show up"
"WCLS02330","Dropping my phone whilst having an average day, just a small bump down from average day."
"WCLS02331","Dropping the price before closing down"
"WCLS02332","Dropping the price by $4 feels like when you agree to take a little less for something just to keep things moving smoothly. It’s like when you sell something online and the buyer asks for a small discount, and you’re like, “okay whatever, that’s fine,” even though you know it’s worth more."
"WCLS02333","Dropping the price by $6 feels like when you meet someone in the middle after they push for a deal. It’s like agreeing to a decent discount — not the biggest cut, but enough to show you’re willing to compromise so both sides walk away satisfied."
"WCLS02334","Dropping the price by two thirds, akin to an opening offer for a business"
"WCLS02335","dropping the price of an item in a Black Friday sale"
"WCLS02336","Dropping the price on a house for a quicker sale"
"WCLS02337","Dropping the price to split the cost of a meal"
"WCLS02338","dropping your morning coffee you brought and not getting to drink it"
"WCLS02339","Drops of grace here and there for our job efforts in the economy"
"WCLS02340","Dumb"
"WCLS02341","DURING A CHRISTMAS PARTY AT THE END OF THE YEAR"
"WCLS02342","DURING A CHRISTMAS PARTY IN MY OFFICE"
"WCLS02343","DURING A XMAS PARTY AND WE HAD BONUS TO SHARE"
"WCLS02344","DURING BUYING A COMPUTER FOR OUR CLUB HOUSE"
"WCLS02345","During cold weather, giving a coatless person the coat I myself was wearing."
"WCLS02346","DURING THE CHRISTMAS PARTY IN MY OFFICE"
"WCLS02347","Dynamic pricing, whereby price id determined by demand"
"WCLS02348","each getting half of the $12"
"WCLS02349","each just keeping what you had at the start not helping or harming each other"
"WCLS02350","Each of us gets $6 and we have equal money"
"WCLS02351","Each of us paying for our own meal at a restaurant."
"WCLS02352","Each of us will get the same amount of money. It is equal"
"WCLS02353","Each participant will have equal share of $6 each"
"WCLS02354","Each person paying their way"
"WCLS02355","eaning a lot less than the other partner"
"WCLS02356","earning money and not sharing the money i have earned"
"WCLS02357","Earning money yourself with no help"
"WCLS02358","earning the expected wage"
"WCLS02359","Easier and or quicker work than usual"
"WCLS02360","Eating a cake all by myself."
"WCLS02361","Eating a full loaf of bread to myself"
"WCLS02362","eating all of my sandwich"
"WCLS02363","Eating all the cake yourself"
"WCLS02364","Eating all the ice cream in the house yourself."
"WCLS02365","Eating four slices of pizza out of 12"
"WCLS02366","Eating most of a chocolate bar by byself."
"WCLS02367","Eating the full cake"
"WCLS02368","eating your share of food at a dinner party where the food is communal"
"WCLS02369","Ebenezer Scrooge and his workers."
"WCLS02370","eeek not very nice"
"WCLS02371","Effectively stealing."
"WCLS02372","Either a recessions or just finding out the data isnt worth the allocated amount"
"WCLS02373","either being mean and greedy or owing money to someone"
"WCLS02374","either being very generous or calculated and thinking if they get more then i will later"
"WCLS02375","Either selfless generosity or bad maths"
"WCLS02376","Elections where the winner takes it all home and the loser has nothing to show other than the inadequate votes gathered"
"WCLS02377","Electricity rates seem to be rising and id guess it’s been about $4. a week lately."
"WCLS02378","Eliminating my bonus"
"WCLS02379","Employing a cleaner to carry out cleaning and repairs to my home."
"WCLS02380","Enabling someone to buy something from mcdonalds"
"WCLS02381","End of season getting rid of sales"
"WCLS02382","End of season sale getting something I wanted for a huge discount"
"WCLS02383","Ensuring 2 friends have a fair share"
"WCLS02384","Entering a free to enter lottery and winning a prize and sharing it with the other entrants."
"WCLS02385","entering a prize draw so sending a contribution"
"WCLS02386","entirely unfair, it wouldnt be right to keep all the money for myself"
"WCLS02387","equal"
"WCLS02388","Equal amount to each party- feel relivied"
"WCLS02389","Equal amounts each so the most fair"
"WCLS02390","equal distribution of the pot"
"WCLS02391","equal division of payment for a shared task"
"WCLS02392","Equal exchange of information"
"WCLS02393","Equal partnership in an operation."
"WCLS02394","Equal pay and fair"
"WCLS02395","equal pay for each participant"
"WCLS02396","Equal share of profits, give and take situation"
"WCLS02397","Equal shares"
"WCLS02398","Equal Sharing of a prize"
"WCLS02399","equal to 33% of a orignal price"
"WCLS02400","equal to 50% reduction"
"WCLS02401","equal to 75% of a orignal price"
"WCLS02402","equal to 75% reduction"
"WCLS02403","equal to a 33% reduction"
"WCLS02404","Equal transfer we both have the same amount"
"WCLS02405","Equal work for equal pay"
"WCLS02406","Equal work for equal pay."
"WCLS02407","Equalising the money"
"WCLS02408","Equality"
"WCLS02409","equality - like splitting food in half with siblings"
"WCLS02410","Equality - nice"
"WCLS02411","equality as tarting the same as ending up"
"WCLS02412","Equality but not necessarily equity. US stimulus checks during Covid."
"WCLS02413","equality in pay"
"WCLS02414","Equality in pay!"
"WCLS02415","Equality in society"
"WCLS02416","Equality such as in a board game where everyone is allowed an equal share."
"WCLS02417","Equality, each getting $5"
"WCLS02418","Equality, each of you get the $6."
"WCLS02419","Equality."
"WCLS02420","Equality. If we both start with 6, then we starting as equals and it is fair."
"WCLS02421","Equalization"
"WCLS02422","Equally sharing a prize between 2 siblings"
"WCLS02423","Equally sharing a winning"
"WCLS02424","Equally sharing an inheritance"
"WCLS02425","Equally splitting a bill at a restaurant"
"WCLS02426","Equally splitting a reward and acknowledging the effort of both parties"
"WCLS02427","Equally splitting lottery ticket winnings with someone."
"WCLS02428","Equally splitting the bill of something we both want"
"WCLS02429","Equally, 2 people achieving the same outcome like getting the same prize in a competition"
"WCLS02430","equilibrium, remaining the same"
"WCLS02431","equity"
"WCLS02432","Equity - this would make us equal and i have no information suggesting it shouldn't be that way"
"WCLS02433","Equity betwen two people, contributing to a shared meal"
"WCLS02435","Even split for answering the same questions, fair for both parties"
"WCLS02436","Even stevens is fair"
"WCLS02437","Even, fairness"
"WCLS02438","Evening out the money so the balance is the same"
"WCLS02439","Evening things out for equality, like when a partner gets a smaller salary/bonus but you both contribute to a common pot"
"WCLS02440","evening up"
"WCLS02441","evening up the allocation to 50% because I borrowed $4"
"WCLS02442","evening up the distribution."
"WCLS02443","Evening up the playing field"
"WCLS02444","Evenly splitting the profit between my team members."
"WCLS02445","Evens things up a bit, fairs fair"
"WCLS02446","Every Christmas myself and my brother got an equal number of presents"
"WCLS02447","Every day life without any cash on hand."
"WCLS02448","every decision by trump ever"
"WCLS02449","every decision made by Trump ever"
"WCLS02450","Every time I go for a haircut it goes up two dollars."
"WCLS02451","Everyday"
"WCLS02452","Everyday life - get what you are given"
"WCLS02453","Everyday life - Thevalue we present is worth every penny."
"WCLS02454","everyday life as i don't generally go around giving money to random strangers on the internet"
"WCLS02455","Everyday life where I don't transfer money to friends."
"WCLS02456","everyday life with no exchange of money"
"WCLS02457","Everyday life, no need to change the costs because nothing has changed."
"WCLS02458","Everyday life, normal shopping parameters"
"WCLS02459","everyday life- everyone has their own money"
"WCLS02460","Everyday price of an item."
"WCLS02461","everyday sales price"
"WCLS02462","Everyday shopping where everything is expensice and there are no offers"
"WCLS02463","Everyday shopping, paying full price."
"WCLS02464","Everyone decides to keep the money they already have"
"WCLS02465","everyone is missing, nothing and no one"
"WCLS02466","Everyone keeping what they have."
"WCLS02467","Everyone paying for themselves or doing their own work independently"
"WCLS02468","Everything in life that is fair. It reminds me of myself and my partner who share everything fairly."
"WCLS02469","everything is beginning to add up its not perfect but its better than wht it use to be"
"WCLS02470","Everything staying the same"
"WCLS02471","evil, unkind and uncalled for people. selfish no reason to doo that"
"WCLS02472","Exchanging gifts where the one I receive is worth a little less than the one I give."
"WCLS02473","Exchanging gifts where the one I receive is worth a little more than the one I give."
"WCLS02474","Expensive"
"WCLS02475","Exploitation as usual in the society"
"WCLS02476","Exploitation. AS I will be working for a loss as the broker will need $12, so I will have a $6 loss"
"WCLS02477","Exploitation. Working at a loss as the broker will need the payment plus $8 to make up his $12 fee"
"WCLS02478","Exploitation. Working for a loss as the broker will need to be paid $4 to make up his $12 fee"
"WCLS02479","Extending your phone contract"
"WCLS02480","extracting further value from your data"
"WCLS02481","extreme charity"
"WCLS02482","Extreme client dissatisfaction so a discount is provided"
"WCLS02483","extreme greed"
"WCLS02484","Extreme greed. Narcissism"
