classification_id,category_num,classification_origin
WCLS12830,2,gpt_5_6_subagent_rowwise
WCLS12831,3,gpt_5_6_subagent_rowwise
WCLS12832,1,gpt_5_6_subagent_rowwise
WCLS12833,1,gpt_5_6_subagent_rowwise
WCLS12834,2,gpt_5_6_subagent_rowwise
WCLS12835,3,gpt_5_6_subagent_rowwise
WCLS12836,0,gpt_5_6_subagent_rowwise
WCLS12837,0,gpt_5_6_subagent_rowwise
WCLS12838,3,gpt_5_6_subagent_rowwise
WCLS12839,3,gpt_5_6_subagent_rowwise
WCLS12840,1,gpt_5_6_subagent_rowwise
WCLS12841,3,gpt_5_6_subagent_rowwise
WCLS12842,1,gpt_5_6_subagent_rowwise
WCLS12843,1,gpt_5_6_subagent_rowwise
WCLS12844,1,gpt_5_6_subagent_rowwise
WCLS12845,0,gpt_5_6_subagent_rowwise
WCLS12846,3,gpt_5_6_subagent_rowwise
WCLS12847,1,gpt_5_6_subagent_rowwise
WCLS12848,1,gpt_5_6_subagent_rowwise
WCLS12849,1,gpt_5_6_subagent_rowwise
WCLS12850,1,gpt_5_6_subagent_rowwise
WCLS12851,1,gpt_5_6_subagent_rowwise
WCLS12852,1,gpt_5_6_subagent_rowwise
WCLS12853,1,gpt_5_6_subagent_rowwise
WCLS12854,1,gpt_5_6_subagent_rowwise
WCLS12855,1,gpt_5_6_subagent_rowwise
WCLS12856,1,gpt_5_6_subagent_rowwise
WCLS12857,1,gpt_5_6_subagent_rowwise
WCLS12858,1,gpt_5_6_subagent_rowwise
WCLS12859,1,gpt_5_6_subagent_rowwise
WCLS12860,1,gpt_5_6_subagent_rowwise
WCLS12861,1,gpt_5_6_subagent_rowwise
WCLS12862,1,gpt_5_6_subagent_rowwise
WCLS12863,1,gpt_5_6_subagent_rowwise
WCLS12864,3,gpt_5_6_subagent_rowwise
WCLS12865,1,gpt_5_6_subagent_rowwise
WCLS12866,1,gpt_5_6_subagent_rowwise
WCLS12867,0,gpt_5_6_subagent_rowwise
WCLS12868,1,gpt_5_6_subagent_rowwise
WCLS12869,1,gpt_5_6_subagent_rowwise
WCLS12870,2,gpt_5_6_subagent_rowwise
WCLS12871,3,gpt_5_6_subagent_rowwise
WCLS12872,1,gpt_5_6_subagent_rowwise
WCLS12873,0,gpt_5_6_subagent_rowwise
WCLS12874,1,gpt_5_6_subagent_rowwise
WCLS12875,1,gpt_5_6_subagent_rowwise
WCLS12876,0,gpt_5_6_subagent_rowwise
WCLS12877,1,gpt_5_6_subagent_rowwise
WCLS12878,0,gpt_5_6_subagent_rowwise
WCLS12879,1,gpt_5_6_subagent_rowwise
WCLS12880,1,gpt_5_6_subagent_rowwise
WCLS12881,0,gpt_5_6_subagent_rowwise
WCLS12882,1,gpt_5_6_subagent_rowwise
WCLS12883,1,gpt_5_6_subagent_rowwise
WCLS12884,1,gpt_5_6_subagent_rowwise
WCLS12885,0,gpt_5_6_subagent_rowwise
WCLS12886,0,gpt_5_6_subagent_rowwise
WCLS12887,0,gpt_5_6_subagent_rowwise
WCLS12888,0,gpt_5_6_subagent_rowwise
