"classification_id","memory"
"WCLS06283","It really would not be worth the effort at that price"
"WCLS06284","it reflects fairness and wanting to share, even though you could have kept everything."
"WCLS06285","It reflects neutrality — not acting unfairly, but not going out of the way to act generously either."
"WCLS06286","It reminds me of a half price sale in a shop"
"WCLS06287","It reminds me of a time when all was well and nothing more or less needed to be done."
"WCLS06288","It reminds me of a time when I am doing well so I am able to give more."
"WCLS06289","It reminds me of a time when I had a little extra to give and so I did."
"WCLS06290","It reminds me of a time when I had to really consider my situation and settle for less than what I wanted but it was the responsible thing to do."
"WCLS06291","It reminds me of a time when I was being greedy out of spite and refused to give someone what they deserved."
"WCLS06292","It reminds me of a time when I was doing quite well and was able to give more."
"WCLS06293","It reminds me of a time when I was pleased as things were and didn't need to do anything else."
"WCLS06294","it reminds me of a time where i was compentsated for something but not by the amount that I woukld have liked and this made me annoyed"
"WCLS06295","It reminds me of agreeing to a more generous discount to keep a good relationship, even if it means I’m clearly earning less than I could."
"WCLS06296","it reminds me of agreeing to pay more than my share in a group expense so that the other person pays less. its not a huge sacrifice, but it shows cooperation and trying to make the situation easier for the other person."
"WCLS06297","It reminds me of any time I've ever gotten something free"
"WCLS06298","It reminds me of completely want to share whatever I have with a friend so that we are both enjoying ourselves and are completely equal"
"WCLS06299","It reminds me of dividing something evenly after noticing the other person started with nothing, like splitting a small cash prize or a snack 50/50 so things feel balanced."
"WCLS06300","It reminds me of giving money to a friend who was desperate"
"WCLS06301","It reminds me of giving money to friends that need it"
"WCLS06302","it reminds me of giving money to your child out of your last $12"
"WCLS06303","It reminds me of helping a friend or colleague by giving up some of my own resources so that both of us end up in a more balanced situation"
"WCLS06304","It reminds me of how I didn't pay for someone's meal after I already paid for the last one."
"WCLS06305","It reminds me of how much fewer groceries I can buy during the current economy."
"WCLS06306","It reminds me of paying my monthly expenses, the majority of my money is going out to others and I am left with a small amount."
"WCLS06307","it reminds me of sharing your pocket money with your sibling"
"WCLS06308","It reminds me of splitting a restaurant bill when one friend accidentally forgot their wallet, and you cover part of their share to help out. You’re not giving them everything, but you are easing their burden."
"WCLS06309","It reminds me of sticking to the original price for something because i feel it's already fair and don't want to lower it."
"WCLS06310","It reminds me of teenage mutant ninja turtles"
"WCLS06311","it reminds me of the small fees money machines charges when you take money out"
"WCLS06312","it reminds me of the story of scrooge"
"WCLS06313","It reminds me of the time I gave my study notes to my friend for the price we had agreed."
"WCLS06314","It reminds me of the time I got a voucher to reduce a price by $4"
"WCLS06315","It reminds me of the time I reduced the price I sold a book to a friend for by $8"
"WCLS06316","It reminds me of the time I won a prize and kept it all for myself."
"WCLS06317","It reminds me of the time my mother slapped me"
"WCLS06318","It reminds me of trying to get rid of items I cleaned out of my storage space. They are things I didn't want to donate but wanted to sell quickly and, basically, get rid of them so being modest or lowering the price seemed reasonable."
"WCLS06319","It reminds me of when I couldn't give someone more than I wanted because all I had was a certain amount of money."
"WCLS06320","It reminds me of when I gave a third of my money away to charity"
"WCLS06321","It reminds me of when I pay my taxes, to be honest, because it feels like most of what I earn goes that way (which, I wouldn't mind, if I felt the government used them well)."
"WCLS06322","It reminds me of when I thought that I found money but it turned out to be something else in my pocket."
"WCLS06323","It reminds me of when my gym increased my membership monthly fee by 4£ last year"
"WCLS06324","It reminds me of when my partner didn't have enough money to cover their food for our trip so we shared my money because I'm of the idea that if they have 0 and I have £20 then WE have 20"
"WCLS06325","It reminds me of when my twin sister and I used to get presents or prizes when we were younger - we were always expected to share equally."
"WCLS06326","it reminds me of when ron gave harry his chocolate frog"
"WCLS06327","it reminds me of winning at bingo and splitting the winnings"
"WCLS06328","It reminds me oof being in a situation where I have been taken advantage off and the other person involved enjoyed taking what was mine"
"WCLS06329","It reminds me that I can buy a $10.00 scratch ticket and still have a little cash in my wallet."
"WCLS06330","It reminds me that I can only by a small ice cream cone."
"WCLS06331","It reminds me when a friend was broke and asked me for a few dollars one day"
"WCLS06332","It represents real life. Some have more than others, some have less."
"WCLS06333","It resembles a moment of unfairness or exploitation, where someone gains only because the other person loses."
"WCLS06334","It resembles a situation where someone decides not to lend money because they feel they have no obligation or aren’t comfortable sharing their resources."
"WCLS06335","It resembles an act of fair generosity and making things feel more equal."
"WCLS06336","It resembles dividing a benefit evenly with another person so that we both walk away with the same amount, even though I originally received everything"
"WCLS06337","It resembles noticing that someone got the smaller portion and voluntarily giving them extra so things feel more balanced."
"WCLS06338","It resembles small cooperation, a little generosity that eases things for the other person while keeping things comfortable for both."
"WCLS06339","It seem to break even; you're selling your data at cost with no real profit it seems like the going rate."
"WCLS06340","It seems a little selfish"
"WCLS06341","it seems a lot to change the price by this amount can only imagine it was overpriced"
"WCLS06342","It seems equal for both parties myself/participant. Feels like the most fair deal as of yet."
"WCLS06343","It seems fair since that's what the broker would get."
"WCLS06344","it seems fair to transfer this amount."
"WCLS06345","It seems fair, and like I'm paying a friend back for a cup of coffee."
"WCLS06346","It seems like a small charitable donation."
"WCLS06347","It seems like underselling myself."
"WCLS06348","It seems logical to half or share fairly what you have been given."
"WCLS06349","it seems similar to a 25% sale"
"WCLS06350","it seems similar to a 50% sale"
"WCLS06351","it seems similar to a 75% sale"
"WCLS06352","It seems similar to being bullied/not included on the playground at school."
"WCLS06353","it seems similar to giving someone 25% of my money"
"WCLS06354","it seems similar to giving someone 50% of my money"
"WCLS06355","it seems similar to giving someone 75% of my money"
"WCLS06356","it seems similar to going to the store without a coupon"
"WCLS06357","it seems similar to my every day life where i do not give anyone money"
"WCLS06358","It seems similar, to loosing a massive point"
"WCLS06359","It seems unfair, and not in the spirit of the game."
"WCLS06360","IT SHOWS TEAMWORK"
"WCLS06361","It similar to equality and sharing everything you receive"
"WCLS06362","It similar to helping a friend by giving them some money when they need it"
"WCLS06363","it stays the same as it is"
"WCLS06364","it stays the same so nothing similar"
"WCLS06365","It still feeling somewhat equal"
"WCLS06366","It us the fairest option maybe"
"WCLS06367","It was as if I was lending someone the money."
"WCLS06368","It was like when I was a child and found £5. I treat all my friends to an ice cream with the money."
"WCLS06369","it was person slightly beter off"
"WCLS06370","It was probably marked up too expensive"
"WCLS06371","it will be like a tax"
"WCLS06372","It will be neither positive or negative"
"WCLS06373","It will be neither positive or neutral."
"WCLS06374","It will be similar to a big clearance"
"WCLS06375","It will be similar to a person who is mean and not a cheerful giver, it will be another colleague of mine who always appear superior and not helpful and does not donate when it comes to celebrating others."
"WCLS06376","It will be similar to a small discount"
"WCLS06377","It will be similar to half price sale"
"WCLS06378","It will be the same as it is now. I will have $8 and my match will have $4"
"WCLS06379","It will remain a positive number"
"WCLS06380","It will remain a positive number."
"WCLS06381","it will remain the same as the lightning bolt on harry potters forehead"
"WCLS06382","It will same as going for a court hearing and the court ruling is taken to a later date"
"WCLS06383","It would be 12 and 12 which would be equal as it should be."
"WCLS06384","it would be a bit selfish taking money from the other participant"
"WCLS06385","it would be a considerate action. lifting someone from nothing to something."
"WCLS06386","it would be a fair bargain from my end, everyone has an equal share."
"WCLS06387","It would be a kind 50/50 share, like splitting the cost of something together."
"WCLS06388","it would be a low level of charity"
"WCLS06389","it would be a nice geasture - like a charitable donation"
"WCLS06390","It would be a set price."
"WCLS06391","It would be a situation where the other participant didn't want the funds and knew I needed them in the request."
"WCLS06392","It would be a situation where the person needed those funds, and it was all I could spare."
"WCLS06393","It would be a, selfish decision"
"WCLS06394","It would be an even steven exchange where we both owed each other for things we did for each other and kept it all equal."
"WCLS06395","it would be being fair and considerate"
"WCLS06396","It would be data that's less valuable."
"WCLS06397","It would be extremely valuable."
"WCLS06398","It would be fairer for us"
"WCLS06399","It would be horrible and they other participant would have nothing like their money got taken away"
"WCLS06400","It would be just receiving nothing"
"WCLS06401","It would be kind of like tax fraud/evasion, since I'm refusing to give money for the public good."
"WCLS06402","it would be kind of mean to do this"
"WCLS06403","it would be like a good charity donation"
"WCLS06404","It would be like buying something at the store."
"WCLS06405","it would be like buying them a coke"
"WCLS06406","it would be like buying them a cup coffee"
"WCLS06407","it would be like doing nothing"
"WCLS06408","It would be like donating to a charity"
"WCLS06409","It would be like earning nothing"
"WCLS06410","It would be like giving to charity, because I'm helping a stranger beyond what is actually required of me, since they would get more money than me."
"WCLS06411","It would be like helping someone less than you are able too"
"WCLS06412","It would be like I want to appear to be generous but have reservations. Perhaps I am being a little stingy."
"WCLS06413","It would be like just keeping the status quo. I got what I got and they got what they got."
"WCLS06414","It would be like keeping extra change a clerk gave me"
"WCLS06415","It would be like keeping my money."
"WCLS06416","it would be like me buying them a cup a coffee"
"WCLS06417","it would be like not paying for something u deserve"
"WCLS06418","it would be like nothing happening"
"WCLS06419","It would be like nothing. There is no change."
"WCLS06420","It would be like paying for a hot drink and cake in a cafe."
"WCLS06421","It would be like paying for a hot drink in a cafe with someone."
"WCLS06422","It would be like seeing someone drop some money but picking it up and keeping it myself"
"WCLS06423","It would be like selling directly to the Research team, and the broker was be redundant. This would be ideal if providers knew and had access to the research teams. Perhaps direct local sellers for small value items - facebook marketplace"
"WCLS06424","it would be like sending money for a loan"
"WCLS06425","It would be like sending my son money."
"WCLS06426","It would be like sharing a cake and making sure I had the bigger piece"
"WCLS06427","It would be like sharing a pie equally with one other person"
"WCLS06428","It would be like sharing a pizza equally"
"WCLS06429","it would be like someone buying me a cup of coffee"
"WCLS06430","It would be like someone just wanting to keep what they have and not worry about the rest of the world."
"WCLS06431","It would be like someone who wants to APPEAR generous."
"WCLS06432","It would be like stealing money from a cash register"
"WCLS06433","It would be like stealing."
"WCLS06434","It would be like them owing me money for their part of something (a bet) and the bet loses but I still placed it."
"WCLS06435","It would be like wanting to help the other person because I think they are in need of the extra money."
"WCLS06436","It would be making it fair- sharing equally"
"WCLS06437","It would be me possibly misunderstanding that they other person already has $4"
"WCLS06438","It would be paying for someone's parking as their card is not working to pay for the parking space."
"WCLS06439","It would be pretty generous."
"WCLS06440","It would be relatively similar to my relationship as we tend to keep everything as fair as possible"
"WCLS06441","it would be similar for working for a small company that values its employees"
"WCLS06442","it would be similar to $12"
"WCLS06443","it would be similar to $4"
"WCLS06444","it would be similar to $6"
"WCLS06445","it would be similar to $8"
"WCLS06446","It would be similar to a mean, unhelpful colleague at work."
"WCLS06447","It would be similar to adding tribute to my partner"
"WCLS06448","It would be similar to any 50/50 proposition. Give away money to make both participants equal."
"WCLS06449","It would be similar to equalizing the dollar amounts"
"WCLS06450","It would be similar to giving someone who made food to share more, even though they intended to share equally with you."
"WCLS06451","It would be similar to not acting at all"
"WCLS06452","It would be similar to nothing occuring. Somebody giving you a bigger share of food for no particular reason."
"WCLS06453","It would be similar to requesting 4 from another cash app user"
"WCLS06454","it would be similar to sending it to a friend that plays online slots."
"WCLS06455","it would be similar to sending it to one of my children"
"WCLS06456","it would be similar to sending money to play a game online"
"WCLS06457","It would be similar to sharing a drink"
"WCLS06458","It would be similar to someone owing me money or something they borrowed and did not return"
"WCLS06459","it would be similar to someone really needing the money, finding a dropped tenner and keeping it"
"WCLS06460","It would be similar to splitting a bill perhaps, the other person is owed the $8 which is totally fine to send/transfer over"
"WCLS06461","It would be similar to splitting something, like money or food, evenly, as we would both receive the same amount."
"WCLS06462","It would be similar to what a selfish person would do to me. Maybe someone who is greedy or just don't like me for some reason."
"WCLS06463","It would be the same as helping yourself to a plate of food somebody made for you with the intention of you both sharing it."
"WCLS06464","It would be the same as stealing $4 from someone because the opportunity arose."
"WCLS06465","It would be useless data."
"WCLS06466","It would data that's also less valuable."
"WCLS06467","It would depend on the decrease of increase."
"WCLS06468","It would feel like mine and my partners roles changing. which was when I left my job and became a home maker and she went to work"
"WCLS06469","It would feel like unfairly taking something away from someone for no reason"
"WCLS06470","it would feel really selfish"
"WCLS06471","It would give me a negative balance to begin with"
"WCLS06472","It would give them more money."
"WCLS06473","It would give us both the same amount."
"WCLS06474","It would have less value."
"WCLS06475","It would have stable value."
"WCLS06476","It would keep my advantage like I could manipulate my salary for my benefit"
"WCLS06477","It would keep things the same"
"WCLS06478","It would leave us both with the same money we started with"
"WCLS06479","It would let both people keep the same amount of money."
"WCLS06480","It would make us even so it feels like splitting a lunch"
"WCLS06481","It would mean a decrease in the quality of information."
"WCLS06482","It would mean I lose money"
"WCLS06483","It would mean I lose money, basically making double less"
"WCLS06484","It would mean that i keep to choose the money without any transfer and that my friend wont receive any equal profit."
"WCLS06485","It would reduce my money by 25% and increase the other participants money by 50%"
"WCLS06486","It would remain as is, with me getting $8.00 and the other participant getting $4.00."
"WCLS06487","It would seem selfish"
"WCLS06488","it would seem that i was going even in my fairness"
"WCLS06489","It would take half of their money."
"WCLS06490","It's a bit more of a fair share, like being the middleman to a job"
"WCLS06491","It's a homeless person in need of food and drink. I give them $4"
"WCLS06492","It's a small charity action, like dropping money in a donation bucket or at church."
"WCLS06493","It's almost like they have bought me a coffee and I am paying them back,"
"WCLS06494","It's an ordinary interaction, similar to dozens I have every day that don't involve the exchange of money"
"WCLS06495","It's being kind, like refusing when a friend offers to leave a tip on a coffee date. It all comes out equal eventually. The friend will give back another time."
"WCLS06496","It's better than nothing but a bit selfish of me"
"WCLS06497","It's fair - sharing the last of a cake"
"WCLS06498","It's greed on my part."
"WCLS06499","It's greedy. Having more money than someone then pinching all that they have to add insult to injury."
"WCLS06500","It's hard to justify the dollar amount without knowing what the broker can do in the chain of process. So -$2 is not a big deal I guess. It's like we are a team in this case, sharing the profit equally."
"WCLS06501","It's inhumane. It means i am a greedy person"
"WCLS06502","It's just life- you get nothing"
"WCLS06503","It's keeping your investment but not investing further. It's not a risk."
"WCLS06504","It's kind of just like winning a small prize And just keeping the whole thing because you feel Like it's been earned and there's no real expectation for you to split it with anyone"
"WCLS06505","It's kind of like petty theft, where you shortchange somebody."
"WCLS06506","It's kind of like splitting a small gift with a sibling or a co-worker"
"WCLS06507","It's like a shop raising the price of something because they think people will still buy it"
"WCLS06508","It's like a small discount to make the item a bit cheaper"
"WCLS06509","It's like being lied too a little, or losing money down a drain. It hurts a little at the start but then you forget it about it soon enough. It's only 4 dollars."
"WCLS06510","It's like being sent home early from a job, you expect to get paid for 8 hours but make less."
"WCLS06511","It's like buying him coffee."
"WCLS06512","It's like buying him lunch."
"WCLS06513","It's like buying something at Clubcard price in Tesco."
"WCLS06514","It's like choosing not to buy something anymore."
"WCLS06515","It's like giving a friend part of my $12 allowance to help them out, but keeping most to myself."
"WCLS06516","It's like giving a small gift to a colleague for their help on a task."
"WCLS06517","It's like giving away half your lunch to someone who is hungry."
"WCLS06518","It's like keeping all $12 for myself and not giving anything to anyone else."
"WCLS06519","It's like keeping the price the same and not changing anything"
"WCLS06520","It's like knocking off something at a cheap price to get rid of it."
"WCLS06521","It's like leaving things the same and not giving or taking anything"
"WCLS06522","It's like lowering the price of office supplies I'm selling to a colleague, still fair for me but easier for them to accept."
"WCLS06523","It's like making a payment for something to someone."
"WCLS06524","It's like me winning the lottery and out of the goodness of my heart wish to share with another person."
"WCLS06525","It's like my actual job, I agree to work for a certain amount per hour and that is not negotiable."
"WCLS06526","It's like offering some compensation for something but you holding on to the main prize"
"WCLS06527","It's like paying for someone's shopping at the supermarket counter when they find they haven't bought enough money with them to pay."
"WCLS06528","It's like putting a product on severe markdown to move inventory."
"WCLS06529","It's like putting an item on sale."
"WCLS06530","It's like quoting $12 for a small job, but the person explains they're short in cash, so i reduce it to $6 just to help them out."
"WCLS06531","It's like seeing someone begging on the street and walking past them without giving them any money"
"WCLS06532","It's like selleing a product for a price you've determined to have decent margins."
"WCLS06533","It's like sellling a product that's in high demand, so you can mark it up. It also ensures profits."
"WCLS06534","It's like sending someone phone credit so they can make an important call."
"WCLS06535","It's like sharing $12 with a sibling and splitting it roughly in half, so it feels fair to both of us."
"WCLS06536","It's like sharing a little money with someone to help them out, but still keeping most for yourself"
"WCLS06537","It's like sharing a work bonus with a senior colleague."
"WCLS06538","It's like when I submit a customer report exactly as expected no extra effort."
"WCLS06539","It's like when two friends got paid for a job and one of them selfishly takes the other person share with them."
"WCLS06540","It's looking like a situation of one setting themselves up for failure. Just like a colleague's failed mascara business as he wanted to supply at the cheapest possible price."
"WCLS06541","It's more than half, so makes me think of someone in need or to whom i have some sort of social obligation, it would be a form of generosity overall, and more specifically charity because by default i'd think to go 50/50"
"WCLS06542","it's nice to have the consistent price of the item you know already"
"WCLS06543","It's not a situation that would exist, if I didn't need to transfer money then it isn't something that I need to think about, it's a non-event."
"WCLS06544","It's not similar to anything. It's just not giving them money"
"WCLS06545","It's Okay! But would like to share half of my winning because it's only fair. Kindness goes a long way. One small deed will reward a well deserved offering."
"WCLS06546","It's only fair that we both receive equal amounts regardless of circumstances."
"WCLS06547","It's similar for loosing nothing"
"WCLS06548","It's similar to a person getting a bonus and deciding to keep the whole amount."
"WCLS06549","It's similar to a person sharing a newly found $12 equally with a friend."
"WCLS06550","It's similar to a person who unexpectedly gets a large windfall choosing to donate the majority of the funds to a charity or a needy acquaintance."
"WCLS06551","It's similar to a situation in which I buy some intangible service for $6"
"WCLS06552","It's similar to a standard 50/50 split of the profit between the data provider and the broker."
"WCLS06553","It's similar to an employer giving a small bonus to an employee."
"WCLS06554","It's similar to balancing everything out."
"WCLS06555","It's similar to bargaining at a shop in Mexico. You offer a higher price first then reduce it to a lower one to persuade the buyer to but it. I mean as long you set your goal at $4 in the beginning, you would do fine here."
"WCLS06556","It's similar to being shaken down by a criminal gang who take most of your hard earned cash."
"WCLS06557","It's similar to deciding that being equal is the best thing"
"WCLS06558","it's similar to feeling generous or sorry for the other person because it wasn't their fault they were allocated nothing"
"WCLS06559","It's similar to giving money who is short at the moment."
"WCLS06560","It's similar to giving my dad half of my earning from my job when I was young."
"WCLS06561","It's similar to giving something away as a gesture but keeping more for yourself"
"WCLS06562","It's similar to giving to charity and making a donation."
"WCLS06563","It's similar to going an auction, the price goes up as interest goes up."
"WCLS06564","it's similar to hedging your bets. it may be a computer scenario anyway"
"WCLS06565","It's similar to losing massive point"
"WCLS06566","It's similar to myself receiving 8 dollars"
"WCLS06567","It's similar to nothing changing."
"WCLS06568","It's similar to receiving payment for something that I lent."
"WCLS06569","It's similar to selling a product on Amazon and they charge you a big fee to do so."
"WCLS06570","It's similar to selling in a free market without restrictions."
"WCLS06571","It's similar to someone who gives a lot of their income to a charitable cause."
"WCLS06572","It's similar to taking all the pieces of pizza on offer."
"WCLS06573","It's similar to taking more money from someone than you should, perhaps overcharging someone for an item or service."
"WCLS06574","It's similar to the government imposing exorbitant taxes."
"WCLS06575","It's similar to trading places financially. They now have 8 and I now have 4."
"WCLS06576","It's similar to when I was re-evaluated for my benefits and there was no difference"
"WCLS06577","It's similar to when someone negotiates just a little, so i drop my price from $12 to $8 to keep the deal friendly without loosing to much."
"WCLS06578","It's similar to winning a scratch-off you purchased with a friend and then handing them half the winnings, after they won nothing. Both walk away with something instead of one person taking it all."
"WCLS06579","It's still something I guess."
"WCLS06580","It's the luck of the draw, like winning a scratch off."
"WCLS06581","It's the opposite of what we were both given initially. They would have 8 and I'd have 4"
"WCLS06582","it's the pie analogy again, ensuring that each person gets a fair share of the pie, ie 50%."
"WCLS06583","it's the same as if i got paid a salary and a colleague was paid their salary and I didn't give them any of my salary"
"WCLS06584","It's very similar to financial abuse."
"WCLS06585","itd be similar to giving friends and family a discount on the items you asell at a store"
"WCLS06586","its a loss of 50%, this is quite a loss. This is the same as losing half your income."
"WCLS06587","its a low end but fair as well for something who wants to give the min"
"WCLS06588","its a red flag in business or in a group"
"WCLS06589","Its a sharing process of kindness"
"WCLS06590","Its a slight cut but might be reasonable in worse case scenario. Its a cut of 25 percent of the 12 dollar going price."
"WCLS06591","its a small amount of money so it feels like buying something inconsequential"
"WCLS06592","Its balanced as i am considerate and willing to share"
"WCLS06593","its fine but I am to love my neighbor as myself"
"WCLS06594","its kinda of like a theft i suppose"
"WCLS06595","Its like a seller cutting the price of an $8 item down to $4 to encourage more people to buy it when sales are low"
"WCLS06596","Its like a seller raising the price of a popular item from $8 to $12 because demand has suddenly Increased."
"WCLS06597","Its like a shop reducing the price of a small item from $8 to $6 to attract more customers"
"WCLS06598","its like adding a premium service to a product, say a warranty or extra feature, and charging more for it"
"WCLS06599","Its like agreeing to preset price for a service, like paying a fixed entrance fee to an event"
"WCLS06600","its like buying one pizza and splitting between 2 - its 50:50"
"WCLS06601","Its like collecting a debt, someone owes you money and I decide to take whats owed, making things even between two"
"WCLS06602","Its like getting a larger share of a group reward but choosing to give part of it to a friend so both of you end up closer to equal"
"WCLS06603","its like getting a small discount on a meal at a restaurant, the server throws in a free dessert or knocks off a couple of bucks from the bill"
"WCLS06604","its like giving a small portion to someone while keeping most for yourself"
"WCLS06605","its like helping someone in need by giving them more than you keep"
"WCLS06606","its like keeping all of your earnings because you feel you deserve it."
"WCLS06607","Its like keeping the price of an item exactly the same because nothing has changed in demand or costs"
"WCLS06608","its like negotiating a discount on a used item, say a friend is selling a phone for $8 and you convince them to lower the price $4"
"WCLS06609","Its like receiving a bigger allowance than your friend and giving than a small part of it so they have a bit more too"
"WCLS06610","Its like respecting a deal, i have agreed on a proce or split and i stick to it, no changes"
"WCLS06611","Its like sharing a windfall with a friend, say you've got a bonus and you decide to give half of it to a buddy who's going through a tough time"
"WCLS06612","its like sharing some of the earnings with the friend, rather than keeping everything."
"WCLS06613","Its like showing appreciation, i have got a bit extra and i decide to give some to someone who helped me out, like a small thank you gift"
"WCLS06614","Its like taking $4 from a friend share because you believe you deserve more or they agreed to give it to you"
"WCLS06615","its like things in the market being flat."
"WCLS06616","its like tranfering noting at all"
"WCLS06617","Its like two coworker receiving their bonuses and deciding to keep exactly what they were each given without exchanging anything between them"
"WCLS06618","Its like you and a friend buying a lottery ticket and you both splitting the pay but then you keeping all the money"
"WCLS06619","Its not bad"
"WCLS06620","Its not similar to anything"
"WCLS06621","its not similiar to anything I can think of or imagine."
"WCLS06622","its ok its kind of a bit selfish on the part of the one receiving"
"WCLS06623","its okay"
"WCLS06624","its right in the middle of the price of 12"
"WCLS06625","its short change"
"WCLS06626","Its similar to a shop reducing the price of an item due to too much of the item or expiration dates"
"WCLS06627","Its similar to buying someone a pint of beer."
"WCLS06628","its similar to donating to charity"
"WCLS06629","its similar to everyday life when you would like to give something to a friend but are low on funds"
"WCLS06630","its similar to giving a small discount or compromise during negotiation. its not a big change, but it helps reach an agreement and keep things fair for both sides"
"WCLS06631","its similar to half, it would be the fairest amount to transfer"
"WCLS06632","its similar to me being generous"
"WCLS06633","its similar to nothing, keep it all to myself seems a bit selfish"
"WCLS06634","Its similar to receiving a bonus."
"WCLS06635","its similar to sacrificing more of your portion of food for your friend who is still hungry"
"WCLS06636","its similar to sharing it equally. it seems like a fair split"
"WCLS06637","Its similar to team work"
"WCLS06638","Its similar to the black friday sale when items go on sale to become more affordable to consumers"
"WCLS06639","Its similar to transferring any amount of money"
"WCLS06640","Its similar to using a 50% off coupon and saving money on a product"
"WCLS06641","its similar to when you buy yourself a treat but give your sister a third to make her feel better but its still yours at the end of the day"
"WCLS06642","its similar to when you cut a cake and make sure each piece is exactly equal"
"WCLS06643","its simular to a situation where I had a friend who i helped and in return they didnt help me"
"WCLS06644","Its the same as any other amount"
"WCLS06645","its the same as transferring $8 , only a smaller amount"
"WCLS06646","It’s a balanced, middle-sized transfer: you give up some value, and they gain a noticeable amount."
"WCLS06647","It’s a high but not maximal transfer, showing substantial willingness to share."
"WCLS06648","It’s essentially a neutral, no-action decision."
"WCLS06649","It’s like a bag of sweets"
"WCLS06650","It’s like a bakery realizing the cost of flour and electricity has gone up, so the owner raises the price of their signature loaf by a small amount."
"WCLS06651","It’s like a neighborhood coffee shop cutting the price of a latte because business has been slow, hoping to attract more customers. The reduction is noticeable."
"WCLS06652","It’s like a streaming service offering a small discount for loyal customers, maybe a special promotion that makes the monthly fee a bit cheaper, but not dramatically."
"WCLS06653","It’s like being given all the money while the other person has nothing, and choosing not to give them any of it—keeping the entire allocation for yourself."
"WCLS06654","It’s like generously sharing most of what you have with someone else. For example, if I earned $12 from babysitting and my sibling had nothing, I might give them $8 to help them out. I still keep a portion for myself, but the other person gets the bigger share, showing goodwill or support."
"WCLS06655","It’s like giving a little to help someone, but still keeping most because I also have needs."
"WCLS06656","It’s like giving away some of your sweets and sharing with another person"
"WCLS06657","It’s like having all the money and choosing to give most of it to someone who has none—helping them significantly while keeping only a small amount for yourself.”"
"WCLS06658","It’s like keeping an agreed-upon split exactly as it is because it already feels reasonably fair."
"WCLS06659","It’s like reclaiming money you previously lent to someone when you feel the current situation justifies evening things out in your favor."
"WCLS06660","It’s like sharing half of a gift card with someone who didn’t get anything, giving them a solid boost while keeping an equal amount for yourself."
"WCLS06661","It’s like sharing most of a small reward with someone who needs it more than I do."
"WCLS06662","It’s like sharing part of what you have without giving away too much. For example, if I bought snacks for $12 and my friend didn’t have any, I might give them $4 worth so they can enjoy some too, while still keeping most for myself. It’s a moderate, fair compromise between helping and keeping something for yourself."
"WCLS06663","It’s like splitting a restaurant bill unevenly because you know the other person is short on cash, but you still keep a fair share for yourself."
"WCLS06664","It’s like splitting a reward or payment fairly between two people. For example, if I won $12 in a small competition and wanted to share it equally with a teammate who helped me, I’d give them $6. It’s a way to balance things so both people feel they get a fair share."
"WCLS06665","It’s like two classmates who received unequal amounts of grant money for a project and simply decide not to redistribute anything."
"WCLS06666","It’s like two coworkers who are both contributing to a shared office lunch pot. One brought $12 to cover their part and maybe a little extra for snacks, while the other showed up with nothing because they forgot their wallet at home."
"WCLS06667","It’s like two coworkers who received unequal holiday bonuses from management one got more, one got less. The one with the larger bonus decides to share a bit so both end up with the same amount."
"WCLS06668","It’s like two friends buying supplies for a group trip. One of them happened to receive more reimbursement funds than needed, so they hand over part of their share to the friend who got too little."
"WCLS06669","It’s like two siblings splitting a cake that was originally divided 2/3 for one and 1/3 for the other."
"WCLS06670","It’s like two siblings who both planned to join a school field trip. One of them saved up $12 from doing chores, while the other had a rough week and ended up with nothing—no allowance, no spare change, just disappointment."
"WCLS06671","It’s like walking past someone asking for money for charity. You know you have it but at that moment you couldn’t afford it. It makes me feel ashamed."
"WCLS06672","It’s like when a friend agrees to help you move and you originally planned to give them $20 as a thank-you. But then you realize the job is a bit bigger than you thought, or they ended up staying longer than expected, so you bump it up to $24. It’s not a huge increase, just a small raise to show you appreciate the extra effort."
"WCLS06673","It’s like when a friend helps you move or covers part of a shared expense, and you decide to give them extra money as a thank-you. You’re not giving away everything you have, just a meaningful portion to show appreciation and make the outcome feel fairer."
"WCLS06674","It’s like when a gym owner realizes that sign-ups have slowed because a shiny new fitness center opened down the street. Their standard monthly membership is $20, but foot traffic has dipped, and regulars keep mentioning the competitor’s grand opening deals."
"WCLS06675","It’s like when I helped a relative sell something online say an old phone and because it belonged to them, they kept most of the money. But since I took the photos and helped write the listing, they handed me a small amount, like £2, as a thank you which is what my mother always does"
"WCLS06676","It’s like when I knock off a small amount from a price not a huge discount, but just enough to make the other person feel helped while still keeping most of what I wanted."
"WCLS06677","It’s like when someone is selling an old bike online for $50, but a buyer messages and says I really like it, but would you take $46? The seller thinks about it for a moment and agrees. The price doesn’t drop all the way to something dramatic, it’s just a modest, reasonable discount to make the deal feel good for both sides."
"WCLS06678","It’s like when two coworkers split a bonus, and you both decide to keep your original amounts because it already seems fair. You’re not giving or taking anything, just leaving things as they were. It’s neutral, with no extra generosity or correction."
"WCLS06679","It’s like when two friends are splitting the cost of a group pizza, and you realize the other friend accidentally got a bigger slice than they should have. You jokingly say, “Hey, I think you owe me a bit back,” and they give you a small amount to even things out. You’re taking from the other person because you feel like it balances the situation, but it’s not meant to be extreme, just enough to correct what feels unfair."
"WCLS06680","It’s like when two people are together and only one of them has money, and that person chooses to divide what they have in half so both can have an equal amount"
